#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:48:18 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:48:18	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PAZh/36/16/stars&-order=I&-out=Cluster&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=V-Rc&-out=e_V-Rc&-out=V-Ic&-out=e_V-Ic&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_90360016
#Name: J/PAZh/36/16
#Title: Photometry in 6 galactic open star clusters (Glushkova+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pazh/36/16	    IVOID of underlying data collection
#INFO	creator=Glushkova E.V.	    First author or institution
#INFO	cites=bibcode:2010PAZh...36...16G	    Article or Data origin sources
#INFO	editor=Pis'ma v Astronomicheskii Zhurnal	    Editor name (article)
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PAZh/36/16	    Dataset landing page
#INFO	publication_date=2017-07-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PAZh_36_16_stars:
#Name: J/PAZh/36/16/stars
#Title: Combined table from original tables
#Column	Cluster	(a7)	Cluster name	[ucd=meta.id.parent]
#Column	RAJ2000	(F10.6)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Error on V	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson color index B-V	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? Error on B-V (1)	[ucd=stat.error;phot.color;em.opt.B]
#Column	V-Rc	(F6.3)	? Johnson-Cousins color index V-Rc (1)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	e_V-Rc	(F6.3)	? Error on V-Rc (1)	[ucd=stat.error;phot.color;em.opt.V]
#Column	V-Ic	(F6.3)	? Johnson-Cousins color index V-Ic (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	e_V-Ic	(F6.3)	? Error on V-Ic (1)	[ucd=stat.error;phot.color;em.opt.V]
Cluster;RAJ2000;DEJ2000;Vmag;e_Vmag;B-V;e_B-V;V-Rc;e_V-Rc;V-Ic;e_V-Ic
NGC136 ;007.876832;+61.562071;16.917; 0.005; 1.013; 0.011; 0.623; 0.007; 1.140; 0.007
NGC136 ;007.965456;+61.528386;18.639; 0.010; 0.940; 0.024; 0.585; 0.011; 1.162; 0.014
NGC136 ;007.881689;+61.561029;18.598; 0.011; 0.872; 0.024; 0.604; 0.016; 1.164; 0.019
NGC136 ;007.914894;+61.548440;18.182; 0.016; 0.933; 0.022; 0.610; 0.014; 1.120; 0.011
NGC136 ;007.978707;+61.524042;15.348; 0.009; 0.471; 0.028; 0.292; 0.009; 0.534; 0.003
NGC136 ;007.952807;+61.534989;18.180; 0.022; 1.166; 0.044; 0.726; 0.020; 1.351; 0.037
NGC136 ;007.927506;+61.545246;19.384; 0.016; 1.056; 0.044; 0.676; 0.016; 1.271; 0.034
NGC136 ;007.915386;+61.550089;15.524; 0.004; 0.838; 0.035; 0.550; 0.006; 1.017; 0.007
NGC136 ;007.990150;+61.521028;15.880; 0.007; 1.178; 0.039; 0.734; 0.008; 1.292; 0.007
NGC136 ;008.005179;+61.515424;17.983; 0.008; 1.389; 0.021; 0.847; 0.010; 1.610; 0.009
NGC136 ;008.003121;+61.517054;17.950; 0.014; 0.785; 0.046; 0.506; 0.010; 0.983; 0.014
NGC136 ;007.941588;+61.542381;19.253; 0.015; 1.099; 0.043; 0.753; 0.015; 1.416; 0.056
NGC136 ;008.006270;+61.517423;17.757; 0.038; 0.953; 0.048; 0.585; 0.032; 1.117; 0.030
NGC136 ;007.935803;+61.545112;19.315; 0.016; 0.642; 0.032; 0.461; 0.040;      ;
NGC136 ;007.920924;+61.551316;17.156; 0.007; 1.506; 0.015; 0.925; 0.010; 1.756; 0.008
NGC136 ;007.902828;+61.558501;15.422; 0.006; 1.843; 0.021; 1.101; 0.011; 2.064; 0.008
NGC136 ;007.883322;+61.566126;15.984; 0.004; 0.946; 0.018; 0.597; 0.007; 1.066; 0.008
NGC136 ;007.865456;+61.573551;14.588; 0.004; 0.674; 0.029; 0.457; 0.011; 0.848; 0.012
NGC136 ;008.001155;+61.521033;18.530; 0.010; 1.314; 0.028; 0.830; 0.012; 1.514; 0.017
NGC136 ;007.862909;+61.575951;15.256; 0.004; 0.580; 0.026; 0.369; 0.009; 0.667; 0.012
NGC136 ;007.948496;+61.543127;16.013; 0.004; 0.743; 0.022; 0.485; 0.006; 0.909; 0.004
NGC136 ;007.953343;+61.542225;18.219; 0.008; 1.191; 0.043; 0.728; 0.013; 1.388; 0.009
NGC136 ;007.920987;+61.554934;19.228; 0.041; 0.995; 0.049; 0.630; 0.043; 1.233; 0.052
NGC136 ;007.990066;+61.528635;18.745; 0.011; 0.974; 0.026; 0.693; 0.012; 1.336; 0.012
NGC136 ;007.998021;+61.525733;18.825; 0.011; 1.067; 0.029; 0.692; 0.012; 1.247; 0.012
NGC136 ;007.867129;+61.577138;17.818; 0.007; 0.936; 0.017; 0.623; 0.009; 1.175; 0.046
NGC136 ;007.953574;+61.543974;18.555; 0.010; 1.097; 0.024; 0.662; 0.011; 1.268; 0.022
NGC136 ;007.992086;+61.529434;17.939; 0.010; 0.803; 0.051; 0.526; 0.008; 1.021; 0.010
NGC136 ;007.985141;+61.532165;17.380; 0.008; 1.032; 0.038; 0.663; 0.008; 1.246; 0.008
NGC136 ;007.984712;+61.533145;15.173; 0.004; 0.811; 0.020; 0.524; 0.006; 0.986; 0.004
NGC136 ;007.959781;+61.542792;14.138; 0.005; 1.822; 0.030;      ;      ;      ;
NGC136 ;007.912836;+61.561125;18.776; 0.011; 0.887; 0.025; 0.618; 0.012; 1.136; 0.020
NGC136 ;007.905272;+61.564257;19.693; 0.018; 0.962; 0.054; 0.684; 0.019; 1.242; 0.069
NGC136 ;007.887085;+61.571502;19.294; 0.015; 1.030; 0.042; 0.716; 0.015; 1.337; 0.025
NGC136 ;007.994905;+61.529662;18.836; 0.012; 1.498; 0.045; 1.025; 0.014; 1.873; 0.014
NGC136 ;007.926366;+61.556401;17.568; 0.009; 1.401; 0.032; 0.856; 0.010; 1.626; 0.008
NGC136 ;007.907851;+61.564126;19.030; 0.013; 0.945; 0.033; 0.629; 0.026; 1.177; 0.022
NGC136 ;007.940558;+61.553806;18.636; 0.011; 1.170; 0.055; 0.747; 0.012; 1.347; 0.019
NGC136 ;007.883941;+61.576951;18.813; 0.023; 0.962; 0.030; 0.627; 0.014; 1.176; 0.039
NGC136 ;007.896652;+61.572227;13.538; 0.004; 0.776; 0.029;      ;      ;      ;
NGC136 ;007.914919;+61.566092;18.233; 0.008; 0.960; 0.060; 0.603; 0.009; 1.126; 0.019
NGC136 ;007.881986;+61.437529;19.526; 0.019; 0.991; 0.051; 0.655; 0.019; 1.330; 0.021
NGC136 ;007.780682;+61.478426;18.329; 0.013; 0.997; 0.048; 0.612; 0.037; 1.248; 0.010
NGC136 ;007.831756;+61.460291;19.432; 0.033; 0.906; 0.041; 0.686; 0.027; 1.354; 0.019
NGC136 ;007.822786;+61.468332;18.193; 0.019; 1.287; 0.027; 0.757; 0.011; 1.472; 0.010
NGC136 ;007.785029;+61.488450;18.788; 0.012; 1.157; 0.031; 0.781; 0.013; 1.468; 0.023
NGC136 ;007.804456;+61.482593;19.034; 0.014; 1.331; 0.038; 0.853; 0.014; 1.589; 0.014
NGC136 ;007.802443;+61.490301;18.688; 0.016; 1.001; 0.026; 0.663; 0.012; 1.284; 0.013
NGC136 ;007.773076;+61.503328;19.246; 0.037; 1.119; 0.039; 0.694; 0.033; 1.407; 0.040
NGC136 ;007.918122;+61.450936;18.912; 0.013; 0.966; 0.029; 0.674; 0.028; 1.301; 0.034
NGC136 ;007.934925;+61.450708;17.757; 0.010; 0.865; 0.026; 0.556; 0.010; 1.083; 0.007
NGC136 ;007.916189;+61.458933;17.715; 0.014; 1.122; 0.023; 0.744; 0.012; 1.356; 0.008
NGC136 ;007.861550;+61.480618;15.516; 0.008; 0.853; 0.010; 0.547; 0.007; 1.051; 0.013
NGC136 ;007.904869;+61.464535;18.845; 0.011; 1.042; 0.049; 0.680; 0.014; 1.354; 0.020
NGC136 ;007.937707;+61.454775;17.666; 0.010; 0.966; 0.017; 0.592; 0.010; 1.148; 0.012
NGC136 ;007.852191;+61.488668;18.787; 0.011; 1.003; 0.033; 0.633; 0.012; 1.278; 0.012
NGC136 ;007.886786;+61.475788;17.909; 0.007; 0.877; 0.017; 0.592; 0.009; 1.168; 0.008
NGC136 ;007.887746;+61.476548;18.357; 0.013; 0.831; 0.022; 0.615; 0.010; 1.196; 0.010
NGC136 ;007.891276;+61.490939;16.687; 0.007; 0.955; 0.042; 0.608; 0.007; 1.175; 0.005
NGC136 ;007.894923;+61.500653;18.015; 0.033; 0.798; 0.068; 0.533; 0.010; 1.093; 0.024
NGC136 ;007.863969;+61.516219;17.554; 0.013; 0.747; 0.047; 0.468; 0.007; 0.948; 0.019
NGC136 ;007.880141;+61.514823;16.230; 0.004; 0.639; 0.035; 0.433; 0.006; 0.910; 0.005
NGC136 ;007.880302;+61.515552;15.604; 0.004; 0.821; 0.025; 0.537; 0.006; 1.059; 0.004
NGC136 ;007.846091;+61.533050;19.908; 0.068; 0.974; 0.065; 0.664; 0.063; 1.312; 0.035
NGC136 ;007.824857;+61.542145;17.812; 0.038; 0.983; 0.041; 0.684; 0.055; 1.331; 0.060
NGC136 ;007.828564;+61.540964;19.175; 0.015; 1.679; 0.057; 1.024; 0.016; 1.922; 0.016
NGC136 ;007.868685;+61.526172;16.438; 0.005; 0.901; 0.033; 0.561; 0.009; 1.088; 0.005
NGC136 ;007.854479;+61.535365;17.592; 0.014; 0.713; 0.013; 0.460; 0.007; 0.922; 0.007
NGC136 ;007.827010;+61.546462;17.247; 0.018; 0.971; 0.027; 0.617; 0.045; 1.139; 0.022
NGC136 ;007.964009;+61.495123;17.778; 0.013; 0.960; 0.022; 0.627; 0.015; 1.234; 0.034
NGC136 ;007.927809;+61.512801;19.728; 0.020; 1.209; 0.061; 0.795; 0.056; 1.546; 0.021
NGC136 ;007.854255;+61.542041;19.552; 0.025; 1.129; 0.052; 0.693; 0.046; 1.446; 0.020
NGC136 ;007.968727;+61.507055;17.292; 0.006; 0.775; 0.026; 0.481; 0.007; 0.967; 0.007
NGC136 ;007.900307;+61.543549;16.254; 0.005; 0.827; 0.009; 0.580; 0.007; 1.093; 0.005
NGC136 ;007.944369;+61.532934;16.226; 0.005; 0.846; 0.021; 0.559; 0.006; 1.051; 0.004
NGC136 ;008.007333;+61.508946;17.127; 0.014; 1.015; 0.013; 0.644; 0.015; 1.204; 0.019
NGC136 ;008.007885;+61.511475;19.646; 0.046; 0.980; 0.048; 0.687; 0.044; 1.294; 0.056
NGC136 ;007.866852;+61.568953;17.784; 0.007; 0.961; 0.052; 0.616; 0.009; 1.171; 0.010
NGC136 ;007.979649;+61.526960;18.875; 0.040; 0.916; 0.032; 0.672; 0.013; 1.312; 0.015
NGC136 ;008.008231;+61.519241;19.724; 0.028; 1.136; 0.057; 0.691; 0.035; 1.335; 0.052
NGC136 ;007.740285;+61.497216;15.209; 0.050; 0.586; 0.031;      ;      ;      ;
NGC136 ;007.855786;+61.472844;16.177; 0.008; 0.908; 0.020; 0.566; 0.007; 1.096; 0.007
NGC136 ;007.872833;+61.489078;17.475; 0.006; 0.851; 0.039;      ;      ;      ;
NGC136 ;007.917460;+61.471876;18.856; 0.012; 0.976; 0.032; 0.609; 0.018; 1.227; 0.013
NGC136 ;007.775196;+61.527445;17.363; 0.015; 1.022; 0.043;      ;      ; 1.244; 0.049
NGC136 ;007.811443;+61.518073;19.335; 0.017; 1.144; 0.046; 0.753; 0.016; 1.416; 0.038
NGC136 ;007.806482;+61.527071;19.522; 0.020; 1.085; 0.067; 0.647; 0.019; 1.298; 0.022
NGC136 ;007.887736;+61.500406;17.665; 0.027; 0.705; 0.017; 0.597; 0.060; 1.105; 0.033
NGC136 ;007.871730;+61.508929;17.398; 0.016; 0.681; 0.011; 0.456; 0.022; 0.953; 0.007
NGC136 ;007.907377;+61.500027;17.182; 0.006; 1.463; 0.057; 0.892; 0.010; 1.742; 0.008
NGC136 ;007.885104;+61.509473;18.317; 0.008; 0.991; 0.037; 0.664; 0.010; 1.320; 0.009
NGC136 ;007.888045;+61.511461;15.261; 0.026; 0.603; 0.009; 0.404; 0.008; 0.850; 0.009
NGC136 ;007.887885;+61.512100;17.660; 0.009; 1.041; 0.023; 0.722; 0.014; 1.437; 0.033
NGC136 ;007.889525;+61.512549;18.510; 0.034; 1.109; 0.023; 0.702; 0.028; 1.408; 0.041
NGC136 ;007.943086;+61.492644;18.710; 0.013; 1.018; 0.032; 0.663; 0.020; 1.285; 0.036
NGC136 ;007.933275;+61.497826;15.669; 0.008; 0.556; 0.016; 0.338; 0.033; 0.683; 0.051
NGC136 ;007.887770;+61.518027;17.317; 0.007; 1.469; 0.035;      ;      ;      ;
NGC136 ;007.887581;+61.518617;17.564; 0.021; 0.707; 0.016;      ;      ;      ;
NGC136 ;007.888341;+61.519197;17.053; 0.005; 0.680; 0.033;      ;      ;      ;
NGC136 ;007.851690;+61.559754;17.099; 0.005; 0.863; 0.012; 0.554; 0.007; 1.039; 0.020
NGC136 ;007.985203;+61.509656;19.186; 0.029; 1.038; 0.036; 0.671; 0.028; 1.280; 0.016
NGC136 ;007.854821;+61.561712;18.959; 0.030; 0.996; 0.061;      ;      ; 1.276; 0.059
NGC136 ;007.914700;+61.555137;17.964; 0.026; 0.899; 0.035;      ;      ;      ;
NGC136 ;007.755723;+61.515080;19.210; 0.058; 1.368; 0.052; 0.690; 0.017;      ;
NGC136 ;007.758313;+61.515719;16.901; 0.010; 1.171; 0.021; 0.670; 0.055; 1.268; 0.022
NGC136 ;007.833745;+61.508077;16.802; 0.005; 0.888; 0.015; 0.570; 0.008; 1.125; 0.016
NGC136 ;007.913246;+61.488960;14.583; 0.008; 0.466; 0.006; 0.343; 0.004; 0.719; 0.007
NGC136 ;007.922758;+61.545048;16.824; 0.005; 0.582; 0.027;      ;      ;      ;
NGC136 ;007.886516;+61.499767;18.545; 0.020; 0.615; 0.051;      ;      ; 1.240; 0.013
NGC136 ;007.831685;+61.507659;15.926; 0.028; 0.699; 0.064;      ;      ;      ;
NGC136 ;007.835625;+61.520590;19.704; 0.043;      ;      ; 0.694; 0.060; 1.435; 0.059
NGC136 ;007.963853;+61.475153;20.216; 0.029;      ;      ; 0.730; 0.027;      ;
NGC136 ;007.985413;+61.498791;19.803; 0.061;      ;      ; 0.663; 0.048; 1.263; 0.024
NGC136 ;007.837806;+61.450763;19.234; 0.016;      ;      ; 1.063; 0.053; 2.062; 0.016
NGC136 ;007.818354;+61.463146;18.880; 0.020;      ;      ; 1.411; 0.017; 3.145; 0.018
NGC136 ;007.809182;+61.468348;19.537; 0.025;      ;      ; 0.658; 0.030; 1.363; 0.036
NGC136 ;007.824713;+61.465022;19.696; 0.021;      ;      ; 0.662; 0.023; 1.322; 0.023
NGC136 ;007.820907;+61.467793;19.867; 0.059;      ;      ; 0.655; 0.068;      ;
NGC136 ;007.889459;+61.444712;19.713; 0.059;      ;      ; 0.724; 0.046; 1.422; 0.024
NGC136 ;007.800252;+61.488003;19.721; 0.039;      ;      ; 0.944; 0.029; 1.871; 0.022
NGC136 ;007.853906;+61.471296;19.255; 0.037;      ;      ; 0.665; 0.044; 1.303; 0.021
NGC136 ;007.904149;+61.452512;19.451; 0.029;      ;      ; 1.063; 0.017; 2.037; 0.017
NGC136 ;007.806217;+61.496996;19.173; 0.022;      ;      ; 1.119; 0.018; 2.172; 0.019
NGC136 ;007.922032;+61.453493;19.432; 0.048;      ;      ; 0.673; 0.058;      ;
NGC136 ;007.833073;+61.493515;19.802; 0.023;      ;      ; 0.790; 0.022; 1.523; 0.038
NGC136 ;007.895908;+61.471586;20.315; 0.034;      ;      ; 0.790; 0.030; 1.469; 0.035
NGC136 ;007.928039;+61.464625;19.460; 0.052;      ;      ; 0.671; 0.053; 1.304; 0.035
NGC136 ;007.820080;+61.507664;19.228; 0.016;      ;      ; 0.789; 0.023; 1.540; 0.017
NGC136 ;007.795749;+61.518020;20.435; 0.043;      ;      ; 0.791; 0.033; 1.500; 0.052
NGC136 ;007.879447;+61.485637;19.486; 0.019;      ;      ; 0.765; 0.017; 1.472; 0.053
NGC136 ;007.801276;+61.517598;20.112; 0.027;      ;      ; 0.658; 0.026; 1.366; 0.030
NGC136 ;007.878260;+61.488666;19.461; 0.033;      ;      ; 0.876; 0.031; 1.606; 0.019
NGC136 ;007.911735;+61.475787;19.706; 0.020;      ;      ; 0.718; 0.019; 1.395; 0.026
NGC136 ;007.925538;+61.473531;19.493; 0.035;      ;      ; 0.728; 0.030; 1.397; 0.019
NGC136 ;007.861026;+61.499449;19.364; 0.020;      ;      ; 0.799; 0.020; 1.551; 0.043
NGC136 ;007.869690;+61.495827;19.945; 0.026;      ;      ; 0.815; 0.039; 1.588; 0.026
NGC136 ;007.842330;+61.506834;20.236; 0.032;      ;      ; 0.802; 0.054; 1.433; 0.061
NGC136 ;007.831689;+61.511407;19.252; 0.016;      ;      ; 0.792; 0.018; 1.527; 0.028
NGC136 ;007.895092;+61.486949;18.582; 0.027;      ;      ; 0.613; 0.020; 1.215; 0.023
NGC136 ;007.899788;+61.485238;20.164; 0.053;      ;      ; 0.769; 0.043; 1.423; 0.048
NGC136 ;007.904328;+61.486985;19.498; 0.053;      ;      ; 0.677; 0.039; 1.350; 0.018
NGC136 ;007.874243;+61.502471;19.879; 0.025;      ;      ; 0.711; 0.031;      ;
NGC136 ;007.877182;+61.502290;19.536; 0.019;      ;      ; 0.693; 0.019;      ;
NGC136 ;007.853860;+61.512546;19.444; 0.027;      ;      ; 0.771; 0.017; 1.491; 0.019
NGC136 ;007.979042;+61.470078;18.826; 0.021;      ;      ; 0.601; 0.012; 1.198; 0.045
NGC136 ;007.924123;+61.491783;19.870; 0.057;      ;      ; 0.719; 0.058; 1.373; 0.051
NGC136 ;007.823951;+61.533889;19.474; 0.022;      ;      ; 0.704; 0.016; 1.363; 0.018
NGC136 ;007.920679;+61.496553;18.126; 0.017;      ;      ; 0.561; 0.010; 1.109; 0.027
NGC136 ;007.926745;+61.507674;19.720; 0.020;      ;      ; 0.941; 0.020; 1.754; 0.034
NGC136 ;007.843890;+61.543865;19.806; 0.023;      ;      ; 0.762; 0.022; 1.388; 0.024
NGC136 ;007.897593;+61.525749;18.534; 0.014;      ;      ; 0.652; 0.011; 1.303; 0.012
NGC136 ;007.875349;+61.533936;18.309; 0.017;      ;      ; 0.654; 0.011; 1.267; 0.031
NGC136 ;007.877869;+61.534744;19.979; 0.027;      ;      ; 0.781; 0.025; 1.435; 0.028
NGC136 ;007.912275;+61.523423;19.832; 0.023;      ;      ; 0.761; 0.022; 1.507; 0.024
NGC136 ;007.963259;+61.505698;18.658; 0.011;      ;      ; 0.635; 0.014; 1.215; 0.033
NGC136 ;007.946633;+61.514322;18.499; 0.015;      ;      ; 0.632; 0.011; 1.258; 0.011
NGC136 ;007.940589;+61.519182;18.810; 0.050;      ;      ; 0.639; 0.046; 1.220; 0.033
NGC136 ;007.992961;+61.499677;19.378; 0.016;      ;      ; 0.753; 0.016; 1.456; 0.035
NGC136 ;007.882278;+61.547966;19.723; 0.046;      ;      ; 0.938; 0.021; 1.652; 0.041
NGC136 ;007.849542;+61.560685;19.886; 0.032;      ;      ; 0.906; 0.023; 1.621; 0.025
NGC136 ;007.855379;+61.559293;17.872; 0.007;      ;      ; 0.612; 0.010; 1.144; 0.011
NGC136 ;007.973923;+61.516818;19.858; 0.029;      ;      ; 0.721; 0.045; 1.365; 0.024
NGC136 ;007.887678;+61.550752;19.528; 0.032;      ;      ; 0.717; 0.036; 1.406; 0.021
NGC136 ;007.956319;+61.526402;18.748; 0.018;      ;      ; 0.617; 0.031; 1.239; 0.040
NGC136 ;008.013037;+61.504416;18.704; 0.069;      ;      ; 0.543; 0.051; 1.034; 0.012
NGC136 ;007.888370;+61.554210;19.196; 0.036;      ;      ; 0.554; 0.034; 1.087; 0.016
NGC136 ;007.930142;+61.541317;20.061; 0.056;      ;      ; 0.753; 0.060;      ;
NGC136 ;007.994305;+61.517238;18.646; 0.028;      ;      ; 0.670; 0.011; 1.256; 0.020
NGC136 ;007.900686;+61.555413;19.662; 0.021;      ;      ; 0.728; 0.041; 1.432; 0.038
NGC136 ;007.970275;+61.528884;19.886; 0.023;      ;      ; 0.721; 0.038;      ;
NGC136 ;007.925791;+61.550114;19.261; 0.031;      ;      ; 0.671; 0.019; 1.315; 0.016
NGC136 ;007.979276;+61.535157;18.853; 0.015;      ;      ; 0.882; 0.022; 1.572; 0.013
NGC136 ;007.808987;+61.461571;20.229; 0.048;      ;      ; 0.780; 0.036; 1.499; 0.064
NGC136 ;007.892304;+61.440753;19.168; 0.014;      ;      ; 0.623; 0.015; 1.200; 0.017
NGC136 ;007.795690;+61.483407;18.665; 0.011;      ;      ; 0.645; 0.012; 1.242; 0.012
NGC136 ;007.854368;+61.462620;19.798; 0.023;      ;      ; 0.775; 0.021; 1.458; 0.024
NGC136 ;007.916163;+61.439112;19.590; 0.024;      ;      ; 1.126; 0.020; 2.156; 0.020
NGC136 ;007.783814;+61.494047;18.784; 0.021;      ;      ; 0.673; 0.013; 1.302; 0.025
NGC136 ;007.917409;+61.459462;19.837; 0.049;      ;      ; 0.774; 0.022; 1.435; 0.048
NGC136 ;007.945076;+61.457390;19.851; 0.033;      ;      ; 0.758; 0.021; 1.525; 0.049
NGC136 ;007.929097;+61.475129;19.257; 0.025;      ;      ; 0.610; 0.022; 1.240; 0.043
NGC136 ;007.871375;+61.503352;20.058; 0.027;      ;      ; 0.756; 0.025; 1.485; 0.041
NGC136 ;007.965416;+61.467326;19.576; 0.046;      ;      ; 0.715; 0.019; 1.388; 0.028
NGC136 ;007.900325;+61.506027;19.998; 0.026;      ;      ; 0.741; 0.035; 1.428; 0.032
NGC136 ;007.841530;+61.530313;19.448; 0.022;      ;      ; 0.936; 0.022; 1.767; 0.048
NGC136 ;008.009838;+61.491963;16.272; 0.043;      ;      ; 0.910; 0.020; 1.755; 0.037
NGC136 ;007.867245;+61.561326;19.709; 0.026;      ;      ; 0.677; 0.020; 1.332; 0.033
NGC136 ;007.976993;+61.529890;19.849; 0.022;      ;      ; 0.770; 0.021; 1.416; 0.025
NGC136 ;007.918911;+61.557934;19.364; 0.016;      ;      ; 0.723; 0.022; 1.363; 0.024
NGC136 ;007.891706;+61.575078;20.125; 0.053;      ;      ; 0.703; 0.039; 1.407; 0.045
NGC136 ;007.888199;+61.443763;18.408; 0.030;      ;      ; 0.640; 0.013; 1.310; 0.040
NGC136 ;007.871743;+61.453136;19.598; 0.066;      ;      ; 0.651; 0.063; 1.268; 0.029
NGC136 ;007.758534;+61.517108;18.447; 0.028;      ;      ; 0.650; 0.044; 1.282; 0.021
NGC136 ;007.816825;+61.535592;18.362; 0.013;      ;      ; 0.936; 0.014; 1.736; 0.012
NGC136 ;007.804731;+61.464192;18.498; 0.036;      ;      ; 0.575; 0.019; 1.194; 0.013
NGC136 ;007.804980;+61.463862;18.566; 0.028;      ;      ; 0.655; 0.023; 1.288; 0.020
NGC136 ;007.805943;+61.479724;20.154; 0.028;      ;      ; 0.679; 0.065; 1.363; 0.038
NGC136 ;007.820659;+61.482766;19.190; 0.015;      ;      ; 0.674; 0.015; 1.341; 0.016
NGC136 ;007.852145;+61.481002;20.182; 0.033;      ;      ; 0.771; 0.028; 1.534; 0.056
NGC136 ;007.920935;+61.468256;18.916; 0.012;      ;      ; 0.620; 0.012; 1.218; 0.016
NGC136 ;007.853314;+61.504650;20.282; 0.051;      ;      ; 0.690; 0.037;      ;
NGC136 ;007.877341;+61.513884;19.934; 0.024;      ;      ; 0.755; 0.057;      ;
NGC136 ;007.903218;+61.511144;19.067; 0.022;      ;      ; 0.722; 0.014;      ;
NGC136 ;007.829092;+61.549989;19.985; 0.027;      ;      ; 0.811; 0.028; 1.547; 0.051
NGC136 ;007.940658;+61.541651;19.750; 0.044;      ;      ; 0.703; 0.021; 1.342; 0.023
NGC136 ;007.865749;+61.576879;19.282; 0.025;      ;      ; 0.673; 0.017; 1.272; 0.018
NGC136 ;007.898186;+61.565510;19.193; 0.019;      ;      ; 0.745; 0.017; 1.364; 0.032
NGC136 ;007.894025;+61.442591;18.776; 0.027;      ;      ; 0.657; 0.052; 1.249; 0.035
NGC136 ;007.905508;+61.439287;19.993; 0.025;      ;      ; 0.667; 0.023; 1.369; 0.028
NGC136 ;007.852861;+61.465009;20.369; 0.048;      ;      ; 0.758; 0.039; 1.426; 0.063
NGC136 ;007.801514;+61.491270;19.575; 0.038;      ;      ; 0.668; 0.060; 1.302; 0.052
NGC136 ;007.800855;+61.491990;19.872; 0.024;      ;      ; 0.725; 0.036; 1.409; 0.026
NGC136 ;007.895688;+61.458363;20.370; 0.034;      ;      ; 0.741; 0.038; 1.417; 0.037
NGC136 ;007.841129;+61.480147;19.769; 0.034;      ;      ; 0.813; 0.021; 1.619; 0.042
NGC136 ;007.925877;+61.448693;20.015; 0.035;      ;      ; 0.783; 0.024; 1.558; 0.067
NGC136 ;007.937502;+61.448968;20.118; 0.033;      ;      ; 0.741; 0.026; 1.363; 0.040
NGC136 ;007.878738;+61.474513;20.013; 0.029;      ;      ; 0.774; 0.025;      ;
NGC136 ;007.791844;+61.510096;19.669; 0.042;      ;      ; 0.746; 0.039; 1.438; 0.036
NGC136 ;007.784821;+61.514337;19.785; 0.022;      ;      ; 0.727; 0.021; 1.417; 0.023
NGC136 ;007.809752;+61.505110;18.914; 0.013;      ;      ; 0.685; 0.013; 1.378; 0.019
NGC136 ;007.863545;+61.487653;19.153; 0.014;      ;      ; 0.648; 0.014; 1.288; 0.015
NGC136 ;007.861539;+61.490863;20.026; 0.033;      ;      ; 0.710; 0.044; 1.355; 0.043
NGC136 ;007.891158;+61.480134;19.278; 0.016;      ;      ; 0.728; 0.029; 1.370; 0.017
NGC136 ;007.913332;+61.473097;18.992; 0.014;      ;      ; 0.799; 0.016; 1.537; 0.014
NGC136 ;007.799618;+61.518978;19.676; 0.021;      ;      ; 0.727; 0.020; 1.413; 0.062
NGC136 ;007.840438;+61.503656;19.628; 0.066;      ;      ; 0.890; 0.034;      ;
NGC136 ;007.933929;+61.467510;18.718; 0.011;      ;      ; 0.631; 0.014; 1.197; 0.019
NGC136 ;007.938248;+61.467928;20.358; 0.032;      ;      ; 0.844; 0.029; 1.510; 0.033
NGC136 ;007.869640;+61.496736;20.272; 0.031;      ;      ; 0.821; 0.029;      ;
NGC136 ;007.925669;+61.475071;20.116; 0.038;      ;      ; 0.794; 0.026; 1.574; 0.045
NGC136 ;007.857451;+61.503209;19.051; 0.015;      ;      ; 1.046; 0.015; 1.953; 0.015
