#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:13:20 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:13:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PAZh/36/16/stars&-order=I&-out=Cluster&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=V-Rc&-out=e_V-Rc&-out=V-Ic&-out=e_V-Ic&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_90360016
#Name: J/PAZh/36/16
#Title: Photometry in 6 galactic open star clusters (Glushkova+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pazh/36/16	    IVOID of underlying data collection
#INFO	creator=Glushkova E.V.	    First author or institution
#INFO	cites=bibcode:2010PAZh...36...16G	    Article or Data origin sources
#INFO	editor=Pis'ma v Astronomicheskii Zhurnal	    Editor name (article)
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PAZh/36/16	    Dataset landing page
#INFO	publication_date=2017-07-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PAZh_36_16_stars:
#Name: J/PAZh/36/16/stars
#Title: Combined table from original tables
#Column	Cluster	(a7)	Cluster name	[ucd=meta.id.parent]
#Column	RAJ2000	(F10.6)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Error on V	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson color index B-V	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? Error on B-V (1)	[ucd=stat.error;phot.color;em.opt.B]
#Column	V-Rc	(F6.3)	? Johnson-Cousins color index V-Rc (1)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	e_V-Rc	(F6.3)	? Error on V-Rc (1)	[ucd=stat.error;phot.color;em.opt.V]
#Column	V-Ic	(F6.3)	? Johnson-Cousins color index V-Ic (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	e_V-Ic	(F6.3)	? Error on V-Ic (1)	[ucd=stat.error;phot.color;em.opt.V]
Cluster;RAJ2000;DEJ2000;Vmag;e_Vmag;B-V;e_B-V;V-Rc;e_V-Rc;V-Ic;e_V-Ic
NGC7245;333.864504;+54.322400;18.701; 0.011; 1.440; 0.033; 0.936; 0.013; 1.672; 0.017
NGC7245;333.849774;+54.330236;15.347; 0.006; 0.523; 0.016; 0.339; 0.009; 0.633; 0.005
NGC7245;333.880540;+54.315924;19.158; 0.016; 1.693; 0.054; 1.167; 0.017; 2.292; 0.023
NGC7245;333.820537;+54.344990;18.879; 0.017; 0.970; 0.067; 0.639; 0.013; 1.158; 0.021
NGC7245;333.830239;+54.340438;15.156; 0.005; 0.504; 0.015; 0.324; 0.005; 0.619; 0.005
NGC7245;333.810254;+54.350190;16.446; 0.005; 0.655; 0.007; 0.419; 0.005; 0.792; 0.007
NGC7245;333.815789;+54.348145;17.329; 0.012; 0.793; 0.013; 0.495; 0.007; 0.931; 0.009
NGC7245;333.883330;+54.315987;16.982; 0.005; 0.753; 0.016; 0.489; 0.006; 0.899; 0.008
NGC7245;333.795905;+54.357757;18.150; 0.023; 0.842; 0.017; 0.543; 0.010; 1.021; 0.013
NGC7245;333.808229;+54.352079;19.059; 0.014; 1.340; 0.046; 0.837; 0.016; 1.444; 0.021
NGC7245;333.854413;+54.330810;17.892; 0.007; 0.927; 0.016; 0.608; 0.008; 1.129; 0.012
NGC7245;333.869170;+54.323894;17.935; 0.012; 0.909; 0.036; 0.585; 0.008; 1.071; 0.011
NGC7245;333.867637;+54.325112;16.255; 0.005; 0.775; 0.008; 0.502; 0.006; 0.931; 0.006
NGC7245;333.802729;+54.356094;19.544; 0.020; 0.852; 0.045; 0.623; 0.022; 1.172; 0.033
NGC7245;333.848223;+54.334745;19.968; 0.026; 1.161; 0.074; 0.736; 0.024; 1.313; 0.044
NGC7245;333.824503;+54.346373;15.762; 0.005; 0.537; 0.016; 0.340; 0.005; 0.647; 0.005
NGC7245;333.797931;+54.359239;15.234; 0.004; 0.455; 0.005; 0.280; 0.004; 0.534; 0.005
NGC7245;333.800812;+54.358902;18.385; 0.018; 1.001; 0.064; 0.612; 0.010; 1.144; 0.014
NGC7245;333.829098;+54.344547;17.392; 0.010; 0.847; 0.011; 0.526; 0.007; 0.982; 0.009
NGC7245;333.805640;+54.355726;15.932; 0.006; 0.990; 0.028; 0.593; 0.006; 1.073; 0.006
NGC7245;333.874651;+54.323549;19.935; 0.024; 1.047; 0.066; 0.657; 0.023; 1.171; 0.044
NGC7245;333.853505;+54.333799;17.433; 0.007; 0.864; 0.034; 0.560; 0.013; 1.027; 0.009
NGC7245;333.846446;+54.337423;16.268; 0.006; 1.442; 0.019; 0.847; 0.009; 1.568; 0.010
NGC7245;333.871545;+54.325866;17.870; 0.007; 0.910; 0.047; 0.576; 0.010; 1.026; 0.011
NGC7245;333.842639;+54.339990;17.761; 0.007; 0.926; 0.052; 0.601; 0.011; 1.121; 0.011
NGC7245;333.803752;+54.358724;15.713; 0.012; 0.758; 0.022; 0.483; 0.005; 0.899; 0.005
NGC7245;333.890736;+54.317553;18.029; 0.013; 0.879; 0.016; 0.532; 0.009; 0.983; 0.013
NGC7245;333.819089;+54.351848;16.811; 0.012; 0.901; 0.012; 0.571; 0.013; 1.050; 0.013
NGC7245;333.800397;+54.360871;18.621; 0.039; 1.026; 0.030; 0.560; 0.032; 1.073; 0.023
NGC7245;333.839291;+54.343336;17.446; 0.006; 0.854; 0.012; 0.535; 0.007; 0.993; 0.009
NGC7245;333.833153;+54.346351;14.151; 0.005; 0.406; 0.016; 0.278; 0.005; 0.525; 0.004
NGC7245;333.863817;+54.332889;16.307; 0.006; 1.394; 0.011; 0.837; 0.008; 1.553; 0.009
NGC7245;333.854065;+54.337550;14.727; 0.006; 0.752; 0.006; 0.497; 0.007; 0.898; 0.005
NGC7245;333.860482;+54.334976;17.692; 0.007; 1.021; 0.015; 0.620; 0.014; 1.182; 0.015
NGC7245;333.833169;+54.348081;15.294; 0.005; 1.400; 0.010; 0.823; 0.008; 1.508; 0.008
NGC7245;333.832397;+54.348850;17.443; 0.007; 0.854; 0.013; 0.547; 0.008; 1.008; 0.011
NGC7245;333.858929;+54.336224;13.852; 0.004; 0.953; 0.021; 0.573; 0.006; 1.022; 0.005
NGC7245;333.847334;+54.342164;17.268; 0.013; 0.844; 0.011; 0.550; 0.010; 0.998; 0.009
NGC7245;333.873034;+54.330257;16.738; 0.005; 0.763; 0.009; 0.489; 0.006; 0.908; 0.007
NGC7245;333.839964;+54.346097;17.053; 0.006; 0.809; 0.010; 0.487; 0.007; 0.908; 0.008
NGC7245;333.875946;+54.329329;17.512; 0.007; 1.064; 0.014; 0.631; 0.008; 1.150; 0.010
NGC7245;333.877867;+54.328851;16.280; 0.005; 0.673; 0.028; 0.417; 0.011; 0.757; 0.006
NGC7245;333.891383;+54.322563;18.510; 0.021; 0.948; 0.021; 0.635; 0.010; 1.197; 0.016
NGC7245;333.856050;+54.339751;17.584; 0.007; 0.693; 0.012; 0.438; 0.007; 0.842; 0.011
NGC7245;333.858579;+54.339984;16.395; 0.006; 1.383; 0.012; 0.825; 0.008; 1.520; 0.009
NGC7245;333.842131;+54.347329;19.112; 0.027; 0.970; 0.036; 0.614; 0.032; 1.073; 0.025
NGC7245;333.884761;+54.327447;16.859; 0.005; 0.779; 0.011; 0.513; 0.007; 0.935; 0.007
NGC7245;333.881086;+54.329434;17.650; 0.007; 0.918; 0.018; 0.592; 0.008; 1.072; 0.010
NGC7245;333.843889;+54.347940;20.025; 0.027; 0.999; 0.068; 0.650; 0.032; 1.198; 0.047
NGC7245;333.862951;+54.338998;17.438; 0.010; 0.834; 0.012; 0.551; 0.014; 0.996; 0.009
NGC7245;333.821592;+54.358700;17.527; 0.036; 0.946; 0.016; 0.581; 0.035; 1.083; 0.012
NGC7245;333.820909;+54.359800;15.500; 0.004; 0.735; 0.013; 0.468; 0.005; 0.842; 0.006
NGC7245;333.831041;+54.355169;15.053; 0.011; 0.433; 0.025; 0.283; 0.004; 0.525; 0.005
NGC7245;333.838129;+54.351925;15.518; 0.005; 1.523; 0.015; 0.893; 0.009; 1.668; 0.009
NGC7245;333.883342;+54.330676;18.441; 0.023; 1.051; 0.038; 0.665; 0.020; 1.188; 0.015
NGC7245;333.884500;+54.331607;19.042; 0.013; 1.147; 0.037; 0.684; 0.028; 1.262; 0.022
NGC7245;333.868685;+54.337703;17.446; 0.006; 1.037; 0.020; 0.670; 0.008; 1.248; 0.009
NGC7245;333.876493;+54.334550;19.395; 0.047; 0.901; 0.039; 0.622; 0.016; 1.198; 0.028
NGC7245;333.881137;+54.332694;18.017; 0.008; 1.059; 0.017; 0.643; 0.009; 1.180; 0.012
NGC7245;333.886431;+54.331189;18.142; 0.009; 0.973; 0.018; 0.612; 0.016; 1.141; 0.013
NGC7245;333.815674;+54.365705;18.805; 0.011; 0.794; 0.037; 0.566; 0.014; 1.050; 0.019
NGC7245;333.848984;+54.349895;17.635; 0.007; 1.153; 0.015; 0.726; 0.009; 1.332; 0.010
NGC7245;333.853728;+54.348089;18.883; 0.012; 1.055; 0.030; 0.655; 0.013; 1.171; 0.020
NGC7245;333.821409;+54.363620;16.573; 0.005; 0.910; 0.011; 0.586; 0.007; 1.064; 0.007
NGC7245;333.852566;+54.349128;17.685; 0.018; 0.909; 0.014; 0.574; 0.008; 1.039; 0.011
NGC7245;333.847900;+54.351464;18.506; 0.015; 1.119; 0.063; 0.684; 0.012; 1.220; 0.019
NGC7245;333.865180;+54.343259;18.187; 0.013; 1.036; 0.028; 0.652; 0.010; 1.119; 0.017
NGC7245;333.829227;+54.360397;16.871; 0.006; 1.342; 0.026; 0.815; 0.009; 1.493; 0.009
NGC7245;333.872659;+54.339746;15.188; 0.005; 1.472; 0.010; 0.857; 0.008; 1.577; 0.009
NGC7245;333.891970;+54.331644;17.478; 0.010; 0.916; 0.028; 0.599; 0.010; 1.090; 0.010
NGC7245;333.834309;+54.359831;17.526; 0.006; 0.818; 0.019; 0.540; 0.007; 0.974; 0.010
NGC7245;333.835407;+54.360252;18.730; 0.017; 1.003; 0.053; 0.633; 0.012; 1.155; 0.018
NGC7245;333.839084;+54.357786;18.188; 0.010; 0.873; 0.039; 0.585; 0.009; 1.036; 0.014
NGC7245;333.811209;+54.371541;16.377; 0.006; 0.956; 0.019; 0.581; 0.007; 1.031; 0.008
NGC7245;333.821159;+54.367510;16.973; 0.013; 1.028; 0.026; 0.634; 0.007; 1.115; 0.008
NGC7245;333.876044;+54.341609;17.250; 0.008; 0.952; 0.016; 0.602; 0.012; 1.085; 0.012
NGC7245;333.817813;+54.370076;18.134; 0.008; 0.720; 0.016; 0.499; 0.016; 0.907; 0.014
NGC7245;333.844364;+54.357610;17.820; 0.007; 0.846; 0.029; 0.558; 0.008; 1.035; 0.011
NGC7245;333.853063;+54.354218;15.708; 0.004; 0.549; 0.022; 0.358; 0.005; 0.656; 0.006
NGC7245;333.888264;+54.337600;19.368; 0.019; 0.961; 0.043; 0.587; 0.022; 1.249; 0.031
NGC7245;333.872495;+54.345366;17.390; 0.008; 0.829; 0.022; 0.532; 0.007; 0.966; 0.010
NGC7245;333.890696;+54.336822;15.738; 0.008; 0.746; 0.007; 0.490; 0.006; 0.895; 0.006
NGC7245;333.874637;+54.344528;20.022; 0.026; 1.165; 0.074; 0.724; 0.049; 1.239; 0.046
NGC7245;333.868446;+54.348682;18.455; 0.020; 0.836; 0.048; 0.563; 0.011; 1.029; 0.020
NGC7245;333.859745;+54.353284;17.648; 0.015; 1.193; 0.066; 0.732; 0.009; 1.303; 0.011
NGC7245;333.824542;+54.370392;17.303; 0.006; 1.051; 0.032; 0.656; 0.008; 1.134; 0.009
NGC7245;333.862907;+54.352197;18.242; 0.015; 0.936; 0.019; 0.613; 0.009; 1.100; 0.013
NGC7245;333.872208;+54.347956;18.429; 0.021; 1.028; 0.052; 0.633; 0.019; 1.149; 0.016
NGC7245;333.828112;+54.370036;18.114; 0.018; 0.911; 0.041; 0.564; 0.009; 1.003; 0.013
NGC7245;333.877108;+54.347800;15.205; 0.005; 0.462; 0.014; 0.294; 0.005; 0.522; 0.005
NGC7245;333.851647;+54.360437;18.824; 0.019; 0.915; 0.054; 0.641; 0.035; 1.144; 0.019
NGC7245;333.851494;+54.361297;19.123; 0.014; 1.047; 0.036; 0.689; 0.014; 1.202; 0.023
NGC7245;333.856591;+54.358741;16.427; 0.011; 0.770; 0.022; 0.504; 0.006; 0.923; 0.006
NGC7245;333.830599;+54.371248;16.086; 0.012; 1.161; 0.022; 0.706; 0.009; 1.282; 0.007
NGC7245;333.873670;+54.351037;13.188; 0.004; 0.487; 0.018; 0.327; 0.008; 0.560; 0.005
NGC7245;333.864428;+54.355768;18.684; 0.025; 1.047; 0.056; 0.682; 0.026; 1.169; 0.017
NGC7245;333.881897;+54.348304;17.911; 0.010; 0.803; 0.034; 0.530; 0.009; 1.010; 0.013
NGC7245;333.885741;+54.346648;15.549; 0.004; 0.495; 0.016; 0.310; 0.004; 0.576; 0.006
NGC7245;333.885078;+54.347707;16.046; 0.005; 0.860; 0.020; 0.544; 0.006; 0.995; 0.006
NGC7245;333.845301;+54.366621;17.547; 0.007; 0.899; 0.013; 0.575; 0.008; 1.029; 0.010
NGC7245;333.835207;+54.372152;18.721; 0.011; 0.875; 0.024; 0.553; 0.011; 1.020; 0.019
NGC7245;333.857382;+54.362262;16.008; 0.004; 0.587; 0.019; 0.390; 0.005; 0.702; 0.006
NGC7245;333.876093;+54.353639;15.961; 0.006; 0.881; 0.028; 0.554; 0.007; 1.014; 0.006
NGC7245;333.822589;+54.379200;19.987; 0.033; 0.867; 0.062; 0.590; 0.025; 1.098; 0.046
NGC7245;333.833890;+54.374731;18.198; 0.025; 0.930; 0.018; 0.597; 0.012; 1.066; 0.015
NGC7245;333.874699;+54.355387;19.598; 0.037; 0.840; 0.048; 0.564; 0.030; 0.933; 0.041
NGC7245;333.885701;+54.350477;18.844; 0.028; 0.882; 0.030; 0.612; 0.013; 1.103; 0.027
NGC7245;333.837603;+54.373794;19.087; 0.014; 0.916; 0.066; 0.568; 0.014; 1.092; 0.024
NGC7245;333.889384;+54.349291;15.810; 0.016; 1.534; 0.022; 0.892; 0.020; 1.666; 0.010
NGC7245;333.850798;+54.367766;18.401; 0.031; 1.047; 0.021; 0.658; 0.018; 1.179; 0.015
NGC7245;333.845491;+54.370341;18.456; 0.023; 0.934; 0.050; 0.591; 0.015; 1.124; 0.017
NGC7245;333.862371;+54.362356;15.757; 0.011; 0.556; 0.025; 0.357; 0.009; 0.657; 0.006
NGC7245;333.884886;+54.352397;14.959; 0.006; 1.618; 0.017; 0.912; 0.009; 1.688; 0.009
NGC7245;333.869525;+54.360893;16.901; 0.023; 0.897; 0.041; 0.572; 0.016; 1.043; 0.009
NGC7245;333.878115;+54.356860;17.090; 0.006; 1.036; 0.011; 0.615; 0.007; 1.100; 0.008
NGC7245;333.852274;+54.369307;18.643; 0.022; 0.919; 0.046; 0.585; 0.015; 1.095; 0.018
NGC7245;333.847077;+54.371812;19.006; 0.031; 0.934; 0.064; 0.600; 0.013; 1.107; 0.024
NGC7245;333.875380;+54.359018;18.752; 0.027; 1.117; 0.042; 0.630; 0.015; 1.140; 0.020
NGC7245;333.876209;+54.359329;18.342; 0.010; 1.132; 0.026; 0.688; 0.011; 1.234; 0.015
NGC7245;333.871934;+54.361285;18.706; 0.046; 0.894; 0.026; 0.581; 0.031; 1.120; 0.019
NGC7245;333.842288;+54.375618;18.766; 0.012; 1.078; 0.033; 0.645; 0.016; 1.166; 0.019
NGC7245;333.869099;+54.363402;18.776; 0.012; 1.140; 0.040; 0.692; 0.012; 1.252; 0.019
NGC7245;333.767834;+54.276725;18.471; 0.009; 0.961; 0.022; 0.603; 0.010; 1.086; 0.017
NGC7245;333.687454;+54.316202;16.500; 0.009; 0.627; 0.008; 0.433; 0.009; 0.794; 0.007
NGC7245;333.778277;+54.283164;19.452; 0.019; 1.217; 0.052; 0.749; 0.044; 1.349; 0.031
NGC7245;333.720705;+54.311612;17.069; 0.006; 0.978; 0.030; 0.601; 0.007; 1.113; 0.008
NGC7245;333.698157;+54.322912;18.486; 0.010; 1.109; 0.040; 0.681; 0.010; 1.246; 0.016
NGC7245;333.784461;+54.289289;16.862; 0.007; 0.741; 0.011; 0.489; 0.006; 0.918; 0.007
NGC7245;333.763124;+54.299960;19.266; 0.016; 1.077; 0.064; 0.669; 0.037; 1.230; 0.026
NGC7245;333.781054;+54.295996;19.292; 0.016; 1.006; 0.039; 0.720; 0.024; 1.323; 0.026
NGC7245;333.719067;+54.326640;15.720; 0.005; 0.511; 0.007; 0.323; 0.019; 0.623; 0.007
NGC7245;333.757761;+54.308955;18.211; 0.039; 0.917; 0.026; 0.593; 0.026; 1.110; 0.013
NGC7245;333.819212;+54.280721;17.475; 0.012; 1.007; 0.021; 0.606; 0.029; 1.127; 0.025
NGC7245;333.801683;+54.292185;19.411; 0.028; 0.991; 0.064; 0.590; 0.032; 1.087; 0.031
NGC7245;333.716570;+54.333288;19.255; 0.026; 1.079; 0.040; 0.668; 0.036; 1.199; 0.026
NGC7245;333.749789;+54.317518;19.255; 0.036; 0.782; 0.036; 0.612; 0.016; 1.110; 0.029
NGC7245;333.801605;+54.295254;19.480; 0.057; 0.963; 0.053; 0.630; 0.064; 1.212; 0.030
NGC7245;333.722895;+54.339113;18.781; 0.024; 1.166; 0.030; 0.779; 0.031; 1.387; 0.019
NGC7245;333.816459;+54.297538;17.634; 0.009; 0.503; 0.017; 0.315; 0.009; 0.619; 0.012
NGC7245;333.830140;+54.293300;16.810; 0.006; 0.954; 0.010; 0.592; 0.007; 1.082; 0.007
NGC7245;333.843422;+54.288502;15.410; 0.011; 0.561; 0.006; 0.354; 0.007; 0.659; 0.005
NGC7245;333.847189;+54.289335;17.180; 0.012; 0.925; 0.011; 0.581; 0.010; 1.083; 0.008
NGC7245;333.779606;+54.326284;18.680; 0.011; 0.904; 0.024; 0.649; 0.012; 1.234; 0.019
NGC7245;333.778224;+54.327103;17.649; 0.007; 0.914; 0.020; 0.604; 0.008; 1.140; 0.010
NGC7245;333.759127;+54.337965;17.727; 0.009; 0.879; 0.013; 0.596; 0.030; 1.108; 0.010
NGC7245;333.864156;+54.302020;18.581; 0.010; 0.970; 0.022; 0.644; 0.011; 1.192; 0.016
NGC7245;333.790742;+54.339353;19.613; 0.021; 1.214; 0.054; 0.755; 0.019; 1.368; 0.032
NGC7245;333.810833;+54.331132;14.580; 0.004; 0.440; 0.010; 0.313; 0.004; 0.611; 0.004
NGC7245;333.800905;+54.338272;15.838; 0.005; 0.759; 0.012; 0.501; 0.006; 0.948; 0.005
NGC7245;333.802105;+54.338214;14.819; 0.006; 0.398; 0.020; 0.285; 0.004; 0.563; 0.004
NGC7245;333.775822;+54.351150;16.179; 0.009; 0.639; 0.010; 0.408; 0.005; 0.780; 0.006
NGC7245;333.812064;+54.334433;13.886; 0.005; 1.305; 0.010; 0.774; 0.012; 1.433; 0.008
NGC7245;333.764548;+54.360559;19.272; 0.016; 0.927; 0.043; 0.567; 0.035; 1.108; 0.027
NGC7245;333.820194;+54.334380;14.949; 0.004; 0.474; 0.015; 0.317; 0.006; 0.604; 0.005
NGC7245;333.857771;+54.319644;19.183; 0.016; 1.614; 0.058; 1.051; 0.016; 1.958; 0.022
NGC7245;333.798978;+54.348850;16.525; 0.048; 0.744; 0.028; 0.474; 0.023; 0.931; 0.007
NGC7245;333.783208;+54.364566;17.163; 0.053; 0.963; 0.034; 0.564; 0.041; 1.053; 0.009
NGC7245;333.823304;+54.354052;15.270; 0.004; 0.450; 0.019; 0.311; 0.004; 0.576; 0.005
NGC7245;333.839851;+54.350867;18.493; 0.035; 0.747; 0.031; 0.508; 0.030; 1.018; 0.018
NGC7245;333.835422;+54.354763;16.374; 0.015; 0.653; 0.029; 0.421; 0.010; 0.773; 0.008
NGC7245;333.889625;+54.329532;19.725; 0.027; 1.250; 0.062; 0.789; 0.025; 1.409; 0.035
NGC7245;333.823685;+54.361492;19.632; 0.021; 0.814; 0.048; 0.628; 0.020; 1.106; 0.036
NGC7245;333.819704;+54.369538;18.898; 0.012; 0.797; 0.042; 0.572; 0.020; 1.066; 0.022
NGC7245;333.858357;+54.352253;17.800; 0.012; 0.914; 0.020; 0.593; 0.016; 1.013; 0.016
NGC7245;333.827228;+54.367925;19.561; 0.019; 1.103; 0.051; 0.758; 0.018; 1.375; 0.030
NGC7245;333.835878;+54.367943;15.919; 0.015; 1.390; 0.027; 0.938; 0.012; 1.704; 0.010
NGC7245;333.835416;+54.368502;17.826; 0.026; 0.980; 0.031; 0.632; 0.036; 1.133; 0.014
NGC7245;333.818280;+54.378977;17.276; 0.059; 1.273; 0.042; 0.798; 0.065; 1.458; 0.010
NGC7245;333.857826;+54.368202;15.593; 0.011; 0.535; 0.028; 0.352; 0.005; 0.644; 0.005
NGC7245;333.777660;+54.273974;19.243; 0.021; 0.983; 0.055; 0.702; 0.017; 1.272; 0.028
NGC7245;333.718568;+54.314410;14.041; 0.012; 0.325; 0.007; 0.223; 0.011; 0.423; 0.005
NGC7245;333.717993;+54.316509;18.033; 0.009; 0.932; 0.019; 0.598; 0.010; 1.132; 0.015
NGC7245;333.718511;+54.317190;16.891; 0.011; 1.166; 0.035; 0.711; 0.008; 1.317; 0.009
NGC7245;333.752211;+54.305110;16.534; 0.027; 1.980; 0.016; 2.193; 0.020;      ;
NGC7245;333.753912;+54.304762;17.098; 0.019; 0.839; 0.011; 0.560; 0.018;      ;
NGC7245;333.744267;+54.310883;14.978; 0.015; 0.688; 0.009; 0.474; 0.009; 0.873; 0.011
NGC7245;333.769124;+54.315465;20.010; 0.030; 0.966; 0.068; 0.579; 0.026; 1.143; 0.050
NGC7245;333.822403;+54.296093;18.479; 0.010; 0.952; 0.064; 0.627; 0.011; 1.144; 0.018
NGC7245;333.824303;+54.296085;15.469; 0.011; 0.497; 0.019; 0.319; 0.012; 0.624; 0.005
NGC7245;333.768987;+54.326124;18.035; 0.008; 0.865; 0.051; 0.580; 0.009; 1.104; 0.013
NGC7245;333.819566;+54.302730;19.446; 0.021; 1.319; 0.055;      ;      ;      ;
NGC7245;333.775144;+54.327120;17.229; 0.006; 1.162; 0.024; 0.746; 0.008; 1.358; 0.009
NGC7245;333.764597;+54.333790;19.402; 0.017; 1.094; 0.044; 0.730; 0.017; 1.350; 0.027
NGC7245;333.774060;+54.332629;15.983; 0.008; 0.579; 0.006; 0.376; 0.006; 0.719; 0.005
NGC7245;333.850944;+54.303108;16.601; 0.007; 0.721; 0.017;      ;      ; 0.908; 0.013
NGC7245;333.852462;+54.303799;13.500; 0.004; 0.727; 0.011; 0.477; 0.010; 0.877; 0.004
NGC7245;333.852370;+54.304659;16.865; 0.008; 0.807; 0.013;      ;      ; 0.967; 0.013
NGC7245;333.769831;+54.359574;18.499; 0.039; 0.723; 0.033;      ;      ; 1.067; 0.021
NGC7245;333.871870;+54.312306;17.670; 0.008; 1.057; 0.020; 0.657; 0.024; 1.205; 0.012
NGC7245;333.823919;+54.336513;17.460; 0.012; 0.776; 0.070; 0.543; 0.020; 1.021; 0.010
NGC7245;333.821542;+54.339011;18.942; 0.027; 1.158; 0.039; 0.646; 0.018; 1.087; 0.022
NGC7245;333.785898;+54.356519;18.973; 0.035; 1.159; 0.060; 0.747; 0.014; 1.465; 0.020
NGC7245;333.821897;+54.341091;16.733; 0.016; 0.808; 0.011; 0.515; 0.007; 0.965; 0.008
NGC7245;333.822263;+54.342491;17.579; 0.030; 0.855; 0.017;      ;      ; 1.020; 0.019
NGC7245;333.821869;+54.347921;17.902; 0.035; 0.789; 0.029; 0.549; 0.024; 1.015; 0.012
NGC7245;333.813282;+54.362473;17.522; 0.006; 0.815; 0.013; 0.532; 0.007; 0.958; 0.010
NGC7245;333.830586;+54.360738;18.776; 0.012; 0.772; 0.026; 0.535; 0.016; 0.969; 0.022
NGC7245;333.846786;+54.372422;19.934; 0.027; 0.992; 0.069; 0.644; 0.025;      ;
NGC7245;333.796967;+54.275281;17.448; 0.007; 1.137; 0.029; 0.684; 0.008; 1.227; 0.010
NGC7245;333.737243;+54.324016;15.951; 0.009; 0.752; 0.008; 0.491; 0.009; 0.939; 0.006
NGC7245;333.802631;+54.339754;18.857; 0.062; 0.802; 0.032; 0.639; 0.049; 1.223; 0.022
NGC7245;333.869597;+54.317154;18.503; 0.013; 0.828; 0.068; 0.627; 0.018; 1.150; 0.020
NGC7245;333.870305;+54.318115;15.701; 0.013; 0.521; 0.019; 0.375; 0.011; 0.710; 0.006
NGC7245;333.871313;+54.318646;16.930; 0.006; 1.252; 0.022; 0.759; 0.008; 1.406; 0.009
NGC7245;333.799651;+54.359051;18.250; 0.009; 0.901; 0.033; 0.590; 0.015; 1.081; 0.014
NGC7245;333.857311;+54.339223;16.353; 0.013; 0.937; 0.027; 0.614; 0.007; 1.127; 0.007
NGC7245;333.867955;+54.353082;19.251; 0.033; 1.226; 0.046; 0.776; 0.027; 1.353; 0.027
NGC7245;333.879263;+54.357691;18.701; 0.015; 1.016; 0.029; 0.617; 0.025; 1.113; 0.020
NGC7245;333.871339;+54.363184;18.606; 0.043; 0.874; 0.068; 0.587; 0.024; 1.088; 0.019
NGC7245;333.853046;+54.372178;17.890; 0.037; 0.907; 0.018; 0.578; 0.017; 1.089; 0.012
NGC7245;333.690124;+54.347214;11.670; 0.006; 0.482; 0.010; 0.301; 0.007; 0.516; 0.006
NGC7245;333.707776;+54.342530;12.601; 0.006; 0.294; 0.010; 0.217; 0.006; 0.398; 0.006
NGC7245;333.717994;+54.343299;13.898; 0.006; 0.327; 0.011; 0.245; 0.003; 0.455; 0.004
NGC7245;333.703470;+54.356635;12.820; 0.007; 0.632; 0.011; 0.417; 0.008; 0.721; 0.006
NGC7245;333.834561;+54.300654;12.350; 0.007; 0.638; 0.014; 0.431; 0.009; 0.780; 0.007
NGC7245;333.835971;+54.300575;10.748; 0.006; 0.274; 0.010; 0.191; 0.007; 0.329; 0.006
NGC7245;333.779924;+54.334804;11.360; 0.006; 0.550; 0.011; 0.379; 0.007; 0.686; 0.006
NGC7245;333.734290;+54.364232;13.460; 0.009; 1.319; 0.017; 0.765; 0.012; 1.378; 0.009
NGC7245;333.762155;+54.354258;13.843; 0.007; 0.440; 0.012; 0.300; 0.004; 0.576; 0.004
NGC7245;333.769564;+54.358294;13.263; 0.007; 0.650; 0.012; 0.432; 0.008; 0.782; 0.006
NGC7245;333.883903;+54.310777;13.953; 0.008; 0.409; 0.013; 0.268; 0.009; 0.491; 0.005
NGC7245;333.744947;+54.384741;13.626; 0.008; 1.176; 0.015; 0.741; 0.011; 1.301; 0.007
NGC7245;333.785897;+54.368508;14.008; 0.007; 0.372; 0.011; 0.261; 0.010; 0.478; 0.005
