#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:26:10 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:26:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/615/A12/tablec&-order=I&-out=Tab&-out=Name&-out=StarID&-out=RA_ICRS&-out=DE_ICRS&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=plx&-out=e_plx&-out=Mass&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Ksmag&-out=e_Ksmag&-out=Gmag&-out=Flag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36150012
#Name: J/A+A/615/A12
#Title: 24 nearby open clusters TGAS and HSOY reanalysis (Yen+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/a+a/615/a12	    IVOID of underlying data collection
#INFO	creator=Yen S.X.	    First author or institution
#INFO	cites=bibcode:2018A&A...615A..12Y	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/615/A12	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36150012	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H:	ICRS
#Table	J_A_A_615_A12_tablec:
#Name: J/A+A/615/A12/tablec
#Title: Membership lists for 24 clusters
#Column	Tab	(A3)	Table name (C1-C24)	[ucd=meta.id;meta.table]
#Column	Name	(a13)	Cluster name (as in table1)	[ucd=meta.id.parent]
#Column	StarID	(I19)	Gaia DR1 Source ID or Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F12.8)	Right ascension (ICRS)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F12.8)	Declination (ICRS)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	Proper motion in RA*cos(DE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.2)	Standard error of proper motion in RA*cos(DE)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	Proper motion in DE	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.2)	Standard error of proper motion in DE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	? Stellar parallax from TGAS or Hipparcos	[ucd=pos.parallax.trig]
#Column	e_plx	(F5.2)	? Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	Mass	(F5.2)	Stellar mass	[ucd=phys.mass]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.3)	? Error of B magnitude	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? Error of V magnitude	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J magnitude	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	? Error of J magnitude	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	? 2MASS H magnitude	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	? Error of H magnitude	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Ksmag	(F6.3)	? 2MASS Ks magnitude	[ucd=phot.mag;em.IR.K]
#Column	e_Ksmag	(F6.3)	? Error of Ks magnitude	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Gmag	(F6.3)	? Gaia G-band mean magnitude	[ucd=phot.mag;em.opt.R]
#Column	Flag	(I1)	Flag for catalog (1)	[ucd=meta.code.error]
Tab;Name;StarID;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;plx;e_plx;Mass;Bmag;e_Bmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Ksmag;e_Ksmag;Gmag;Flag
C11;NGC2451A     ;5538855555103296512;116.53706996;-37.39905243;-21.65; 1.99; 14.90; 1.57; 5.30; 0.50; 1.15;11.246; 0.075;10.685; 0.068; 9.668; 0.030; 9.417; 0.030; 9.439; 0.030;10.487;1
C11;NGC2451A     ;5586889369831336448;116.00485383;-37.30748880;-20.62; 2.94; 16.11; 2.94;     ;     ; 0.32;      ;      ;      ;      ;14.161; 0.034;13.549; 0.030;13.289; 0.041;17.171;2
C11;NGC2451A     ;5586902048573922944;116.51564948;-37.21658992;-21.24; 1.07; 13.55; 1.07;     ;     ; 1.00;      ;      ;      ;      ;10.270; 0.030; 9.952; 0.030; 9.899; 0.030;11.169;2
C11;NGC2451A     ;5587067456354103296;114.23813435;-37.50707378;-23.21; 2.94; 17.12; 2.94;     ;     ; 0.30;      ;      ;      ;      ;14.223; 0.030;13.618; 0.030;13.352; 0.037;17.226;2
C11;NGC2451A     ;5587037563379531008;114.82192166;-37.37505721;-21.94; 0.98; 16.75; 1.47; 5.36; 0.31; 1.20;11.149; 0.057;10.640; 0.054; 9.652; 0.030; 9.367; 0.030; 9.347; 0.030;10.477;1
C11;NGC2451A     ;5586853601340295040;115.20729338;-37.32517472;-21.02; 1.18; 15.18; 1.18;     ;     ; 0.90;      ;      ;      ;      ;10.654; 0.030;10.219; 0.030;10.107; 0.030;11.873;2
C11;NGC2451A     ;5587061271600838784;115.12039669;-36.99085194;-19.89; 2.94; 13.75; 2.94;     ;     ; 0.21;      ;      ;      ;      ;14.770; 0.037;14.236; 0.030;13.871; 0.054;17.941;2
C11;NGC2451A     ;5586942421266499456;115.89552292;-37.10628849;-21.67; 1.07; 14.14; 1.07;     ;     ; 1.00;      ;      ;      ;      ;10.387; 0.030;10.059; 0.030;10.001; 0.030;11.385;2
C11;NGC2451A     ;5538362939533070848;116.88022607;-39.31931961;-22.91; 2.87; 15.40; 2.87;     ;     ; 0.30;      ;      ;      ;      ;14.288; 0.030;13.731; 0.032;13.442; 0.046;17.410;2
C11;NGC2451A     ;              37982;116.77405856;-39.33103329;-22.17; 0.48; 15.50; 0.52; 4.76; 0.55; 3.41; 6.181; 0.004; 6.318; 0.004; 6.556; 0.030; 6.639; 0.041; 6.679; 0.030;      ;3
C11;NGC2451A     ;5538368888064461056;116.96923966;-39.25726492;-17.12; 2.87; 17.18; 2.87;     ;     ; 0.55;      ;      ;      ;      ;12.545; 0.030;12.006; 0.030;11.835; 0.032;14.788;2
C11;NGC2451A     ;5538416472005737856;116.87559166;-39.18836065;-21.50; 2.87; 18.44; 2.87;     ;     ; 0.32;      ;      ;      ;      ;14.126; 0.030;13.530; 0.030;13.260; 0.041;17.087;2
C11;NGC2451A     ;5538436125776572032;116.77537065;-38.91356239;-19.34; 2.87; 13.72; 2.87;     ;     ; 0.55;      ;      ;      ;      ;12.718; 0.035;11.905; 0.030;11.704; 0.030;15.022;2
C11;NGC2451A     ;5538440386384247296;116.73255042;-38.81863837;-23.40; 2.87; 18.68; 2.87;     ;     ; 0.21;      ;      ;      ;      ;14.689; 0.035;14.028; 0.035;13.744; 0.059;17.942;2
C11;NGC2451A     ;5538530752499030656;116.89142303;-38.80532977;-22.04; 2.87; 15.85; 2.87;     ;     ; 0.70;      ;      ;      ;      ;11.774; 0.030;11.106; 0.030;10.967; 0.030;13.634;2
C11;NGC2451A     ;5538535631580085376;116.81594135;-38.67243759;-24.68; 1.47; 15.93; 1.06; 4.72; 0.32; 0.90;13.559; 0.425;12.180; 0.193;10.817; 0.030;10.386; 0.030;10.291; 0.030;12.024;1
C11;NGC2451A     ;5538534016672382464;116.91327756;-38.67664671;-22.28; 0.57; 15.45; 0.57; 5.92; 0.28; 1.70; 8.939; 0.017; 8.781; 0.017; 8.467; 0.030; 8.419; 0.030; 8.383; 0.030; 8.748;1
C11;NGC2451A     ;5538738800721400576;116.81046580;-38.26778599;-18.58; 2.88; 13.36; 2.88;     ;     ; 0.21;      ;      ;      ;      ;14.793; 0.048;14.191; 0.048;13.876; 0.070;17.869;2
C11;NGC2451A     ;5538567414337425152;117.26326133;-38.33132044;-23.24; 2.87; 17.50; 2.87;     ;     ; 0.50;      ;      ;      ;      ;12.906; 0.030;12.269; 0.030;12.036; 0.030;15.463;2
C11;NGC2451A     ;5538777695934246656;116.93394195;-37.98414635;-22.58; 1.38; 15.70; 0.83; 5.27; 0.38; 0.95;12.036; 0.129;12.102; 0.209;10.579; 0.030;10.184; 0.030;10.109; 0.030;11.602;1
C11;NGC2451A     ;5538803774977628544;116.60341753;-38.01954836;-24.24; 2.85; 17.74; 2.85;     ;     ; 0.85;      ;      ;      ;      ;11.083; 0.030;10.634; 0.030;10.567; 0.030;12.373;2
C11;NGC2451A     ;5538836279291875456;116.69820971;-37.68960694;-25.38; 2.83; 16.56; 2.83;     ;     ; 0.25;      ;      ;      ;      ;14.614; 0.037;13.976; 0.035;13.767; 0.063;17.724;2
C11;NGC2451A     ;5538836382371189888;116.68933938;-37.66990152;-21.95; 2.83; 17.66; 2.83;     ;     ; 0.40;      ;      ;      ;      ;13.458; 0.032;12.870; 0.032;12.585; 0.034;16.295;2
C12;Praesepe     ; 662975927814718464;126.77419646;+19.62134611;-36.51; 2.22;-12.00; 2.22;     ;     ; 0.30;      ;      ;      ;      ;14.307; 0.030;13.666; 0.032;13.413; 0.032;17.385;2
C12;Praesepe     ; 659151173538162688;127.66088532;+17.47202170;-38.06; 2.18;-13.51; 2.18;     ;     ; 0.54;      ;      ;      ;      ;12.682; 0.030;12.015; 0.030;11.824; 0.030;14.969;2
C12;Praesepe     ; 658831868489290624;128.93080135;+16.75592656;-36.91; 2.19;-10.01; 2.19;     ;     ; 0.35;      ;      ;      ;      ;14.046; 0.030;13.369; 0.030;13.135; 0.030;16.943;2
C12;Praesepe     ; 658927732160007680;128.70528280;+17.42998654;-38.99; 2.21;-11.90; 2.21;     ;     ; 0.45;      ;      ;      ;      ;13.164; 0.030;12.468; 0.030;12.295; 0.030;15.801;2
C12;Praesepe     ; 662215546804136064;127.80385175;+18.15359933;-35.21; 0.12;-12.26; 0.07; 5.60; 0.24; 1.30;10.298; 0.037; 9.829; 0.037; 9.015; 0.035; 8.740; 0.030; 8.744; 0.030; 9.718;1
C12;Praesepe     ; 662878586675461888;127.20255006;+18.97661654;-32.14; 2.73;-11.33; 2.73;     ;     ; 0.25;      ;      ;      ;      ;14.725; 0.034;14.046; 0.043;13.746; 0.037;17.961;2
C12;Praesepe     ; 662600685111554176;127.92889882;+18.48509148;-36.21; 2.24;-15.23; 2.24;     ;     ; 0.31;      ;      ;      ;      ;14.246; 0.030;13.641; 0.030;13.371; 0.035;17.123;2
C12;Praesepe     ; 659524148497767808;128.69628196;+18.02109160;-33.61; 2.23;-13.50; 2.23;     ;     ; 0.70;      ;      ;      ;      ;11.527; 0.030;10.926; 0.030;10.829; 0.030;13.117;2
C12;Praesepe     ; 659532394835013504;129.00182350;+17.97589502;-36.97; 2.19;-12.25; 2.19;     ;     ; 0.50;      ;      ;      ;      ;12.873; 0.030;12.187; 0.030;12.001; 0.030;15.340;2
C12;Praesepe     ; 659550880374319488;128.94660507;+18.14158735;-38.63; 2.19;-16.09; 2.19;     ;     ; 0.40;      ;      ;      ;      ;13.616; 0.030;12.933; 0.030;12.694; 0.030;16.329;2
C12;Praesepe     ; 659539232422905472;128.97713818;+18.14930177;-33.33; 2.22;-12.13; 1.08; 6.13; 0.63; 1.10;11.425; 0.097;10.850; 0.090; 9.756; 0.030; 9.487; 0.030; 9.444; 0.030;10.676;1
C12;Praesepe     ; 662632536589186816;128.26190784;+18.68258503;-35.42; 2.24;-14.95; 2.24;     ;     ; 0.75;      ;      ;      ;      ;11.333; 0.030;10.810; 0.030;10.677; 0.030;12.862;2
C12;Praesepe     ; 662633739180478720;128.23176855;+18.73277779;-36.84; 2.24;-13.12; 2.24;     ;     ; 0.75;      ;      ;      ;      ;11.225; 0.030;10.662; 0.030;10.602; 0.030;12.637;2
C12;Praesepe     ; 659608295497452160;128.65176852;+18.39801061;-36.35; 2.21;-12.97; 2.21;     ;     ; 0.60;      ;      ;      ;      ;12.293; 0.030;11.567; 0.030;11.432; 0.030;14.311;2
C12;Praesepe     ; 659713298857832320;128.91714284;+18.70782753;-36.23; 2.19;-13.06; 2.19;     ;     ; 0.45;      ;      ;      ;      ;13.277; 0.030;12.607; 0.030;12.357; 0.030;16.017;2
C12;Praesepe     ; 658461676668663424;129.60354931;+16.97665468;-36.55; 2.21; -9.73; 2.21;     ;     ; 0.45;      ;      ;      ;      ;13.223; 0.030;12.574; 0.030;12.347; 0.030;15.704;2
C12;Praesepe     ; 658465868556261888;129.53204667;+17.05062253;-35.87; 1.19;-10.65; 0.59; 5.52; 0.40; 1.30;10.227; 0.043; 9.852; 0.046; 8.942; 0.039; 8.761; 0.034; 8.704; 0.030; 9.640;1
C12;Praesepe     ; 659228070633032320;129.45448208;+17.25496073;-37.29; 2.21;-15.52; 2.21;     ;     ; 0.60;      ;      ;      ;      ;12.267; 0.030;11.556; 0.030;11.390; 0.030;14.342;2
C12;Praesepe     ; 658482051992944512;129.98577995;+17.17596565;-38.43; 2.91; -9.53; 2.91;     ;     ; 0.16;      ;      ;      ;      ;15.763; 0.063;15.145; 0.072;14.836; 0.093;19.273;2
C12;Praesepe     ; 659343622432367360;129.11574238;+17.91481790;-37.96; 2.23;-14.01; 1.07; 5.33; 0.70; 1.10;11.453; 0.092;10.961; 0.093; 9.720; 0.030; 9.454; 0.030; 9.404; 0.030;10.610;1
C12;Praesepe     ; 659329122622941568;129.52967073;+17.78239360;-37.27; 2.17;-11.71; 2.17;     ;     ; 0.50;      ;      ;      ;      ;12.998; 0.030;12.329; 0.030;12.116; 0.030;15.512;2
C12;Praesepe     ; 659284386243422976;129.75753100;+17.85573323;-37.59; 2.17;-13.18; 2.17;     ;     ; 0.55;      ;      ;      ;      ;12.661; 0.030;11.945; 0.030;11.769; 0.030;14.886;2
C12;Praesepe     ; 659354445749949184;129.33002228;+18.14820713;-39.56; 2.19;-11.71; 2.19;     ;     ; 0.65;      ;      ;      ;      ;11.937; 0.030;11.298; 0.030;11.140; 0.030;13.779;2
C12;Praesepe     ; 659559779546628864;129.13113516;+18.31522867;-36.61; 2.19;-14.55; 2.19;     ;     ; 0.35;      ;      ;      ;      ;13.880; 0.030;13.306; 0.030;13.005; 0.030;16.873;2
C12;Praesepe     ; 659547994156365312;129.17098093;+18.30725747;-37.13; 2.19;-14.51; 2.19;     ;     ; 0.50;      ;      ;      ;      ;12.923; 0.030;12.225; 0.030;12.032; 0.030;15.286;2
C12;Praesepe     ; 659656089893087872;129.22377636;+18.49580364;-36.78; 2.19;-11.86; 2.19;     ;     ; 0.70;      ;      ;      ;      ;11.671; 0.030;11.020; 0.030;10.946; 0.030;13.352;2
C12;Praesepe     ; 659661209494102272;129.19613928;+18.57964944;-34.44; 2.19;-10.43; 2.19;     ;     ; 0.80;      ;      ;      ;      ;11.114; 0.030;10.645; 0.030;10.586; 0.030;12.390;2
C12;Praesepe     ; 659668631197584896;129.26545162;+18.66730457;-36.77; 2.19;-14.73; 2.19;     ;     ; 0.67;      ;      ;      ;      ;11.689; 0.030;11.023; 0.030;10.885; 0.030;13.446;2
C12;Praesepe     ; 659645026057334016;129.40910996;+18.48243013;-36.26; 2.23;-15.22; 2.23;     ;     ; 0.80;      ;      ;      ;      ;11.017; 0.030;10.567; 0.039;10.427; 0.030;12.644;2
C12;Praesepe     ; 659663923917332992;129.40321964;+18.61124373;-34.26; 4.21;-12.39; 4.21;     ;     ; 0.20;      ;      ;      ;      ;15.090; 0.041;14.478; 0.048;14.133; 0.052;18.409;2
C12;Praesepe     ; 659665092144533760;129.38766390;+18.65428328;-37.44; 2.12;-12.23; 0.99; 5.17; 0.59; 1.15;11.324; 0.101;10.588; 0.075; 9.621; 0.030; 9.317; 0.034; 9.282; 0.030;10.474;1
C12;Praesepe     ; 659440138937561344;129.73527281;+18.21652374;-41.17; 2.72;-13.01; 2.72;     ;     ; 0.20;      ;      ;      ;      ;15.081; 0.041;14.511; 0.052;14.229; 0.071;18.193;2
C12;Praesepe     ; 659436153207801344;129.90615589;+18.17034872;-35.33; 0.91;-12.56; 0.91;     ;     ; 0.85;12.652; 0.365;11.840; 0.232;10.762; 0.030;10.291; 0.030;10.237; 0.030;11.951;2
C12;Praesepe     ; 659388461891395072;130.04082027;+18.09717496;-38.52; 2.19;-13.75; 2.19;     ;     ; 0.75;      ;      ;      ;      ;11.371; 0.030;10.761; 0.030;10.678; 0.030;12.927;2
C12;Praesepe     ; 659466222274077824;129.95649013;+18.34738041;-35.09; 0.39;-11.40; 0.51;     ;     ; 1.50; 9.442; 0.026; 9.133; 0.028; 8.435; 0.030; 8.258; 0.030; 8.279; 0.030; 9.009;2
C12;Praesepe     ; 659467867246534144;130.12929112;+18.43221770;-34.49; 2.19;-12.78; 2.19;     ;     ; 0.45;      ;      ;      ;      ;13.251; 0.030;12.596; 0.030;12.373; 0.030;15.741;2
C12;Praesepe     ; 658602070559194496;130.28845570;+17.57132464;-33.82; 2.24;-14.40; 2.24;     ;     ; 0.25;      ;      ;      ;      ;14.739; 0.037;14.190; 0.043;13.862; 0.041;17.795;2
C12;Praesepe     ; 658607946074515200;130.41021485;+17.63997581;-37.36; 2.24;-11.32; 2.24;     ;     ; 0.60;      ;      ;      ;      ;12.277; 0.030;11.574; 0.034;11.428; 0.030;14.358;2
C12;Praesepe     ; 658615436497588480;130.35881280;+17.80347643;-35.35; 2.24;-12.89; 2.24;     ;     ; 0.40;      ;      ;      ;      ;13.652; 0.030;12.935; 0.030;12.767; 0.030;16.370;2
C12;Praesepe     ; 659393925089796992;130.46768260;+18.05185873;-38.54; 2.19;-10.28; 2.19;     ;     ; 0.60;      ;      ;      ;      ;12.170; 0.030;11.478; 0.030;11.336; 0.030;14.188;2
C12;Praesepe     ; 658641996575437440;130.57294817;+17.98745843;-36.84; 2.19; -9.61; 2.19;     ;     ; 0.39;      ;      ;      ;      ;13.706; 0.030;13.044; 0.030;12.829; 0.030;16.474;2
C12;Praesepe     ; 659415125048648064;130.29367015;+18.26859073;-37.53; 2.19;-12.09; 2.19;     ;     ; 0.50;      ;      ;      ;      ;12.869; 0.030;12.169; 0.030;11.961; 0.030;15.347;2
C12;Praesepe     ; 659416705596732032;130.42627018;+18.21328957;-38.30; 2.24;-12.94; 2.24;     ;     ; 0.20;      ;      ;      ;      ;15.272; 0.041;14.676; 0.059;14.269; 0.064;18.478;2
C12;Praesepe     ; 658630245544393344;130.92931408;+17.90827677;-36.45; 2.24;-11.85; 2.23;     ;     ; 0.60;      ;      ;      ;      ;12.208; 0.030;11.473; 0.032;11.305; 0.030;14.272;2
C12;Praesepe     ; 658628905514597376;131.04968848;+17.90213705;-34.83; 1.29;-11.88; 0.76; 5.22; 0.40; 1.30;10.418; 0.045; 9.939; 0.041; 9.048; 0.030; 8.806; 0.043; 8.776; 0.030; 9.780;1
C12;Praesepe     ; 660134446170679040;131.08448850;+18.04981302;-40.69; 2.19;-13.85; 2.19;     ;     ; 0.80;      ;      ;      ;      ;11.128; 0.030;10.603; 0.030;10.489; 0.030;12.525;2
C12;Praesepe     ; 663002659690647040;126.96217156;+19.80571575;-37.39; 2.22;-13.41; 2.22;     ;     ; 0.54;      ;      ;      ;      ;12.661; 0.030;11.952; 0.030;11.784; 0.030;14.915;2
C12;Praesepe     ; 662925625157936256;127.73092413;+19.55544693;-37.73; 2.27;-12.31; 1.21; 5.49; 0.47; 1.10;11.531; 0.115;10.715; 0.089; 9.725; 0.030; 9.433; 0.030; 9.369; 0.030;10.606;1
C12;Praesepe     ; 663755481558292480;127.00398030;+19.90473989;-35.12; 2.22;-15.37; 2.22;     ;     ; 0.80;      ;      ;      ;      ;11.069; 0.030;10.570; 0.030;10.489; 0.030;12.402;2
C12;Praesepe     ; 663781560600350976;126.87757733;+20.21822621;-37.16; 2.22;-16.45; 2.22;     ;     ; 0.67;      ;      ;      ;      ;11.677; 0.030;11.025; 0.030;10.899; 0.030;13.409;2
C12;Praesepe     ; 663782900630146176;126.96071641;+20.24335913;-35.44; 2.25;-13.56; 2.24;     ;     ; 0.65;      ;      ;      ;      ;11.869; 0.030;11.195; 0.030;11.074; 0.030;13.704;2
C12;Praesepe     ; 662661536208929280;128.30984848;+19.07674124;-34.20; 2.24;-13.86; 2.24;     ;     ; 0.50;      ;      ;      ;      ;12.967; 0.030;12.270; 0.030;12.088; 0.030;15.280;2
C12;Praesepe     ; 662828833775087488;128.07428073;+19.54702583;-36.59; 2.24;-14.94; 2.24;     ;     ; 0.35;      ;      ;      ;      ;13.875; 0.030;13.242; 0.037;13.022; 0.030;16.683;2
C12;Praesepe     ; 662807015340909568;128.36236184;+19.34127176;-37.95; 2.24;-12.19; 2.24;     ;     ; 0.60;      ;      ;      ;      ;12.232; 0.030;11.504; 0.030;11.347; 0.030;14.515;2
C12;Praesepe     ; 662765096460283264;128.51009068;+19.32271782;-36.32; 2.24;-12.71; 2.24;     ;     ; 0.54;      ;      ;      ;      ;12.663; 0.030;12.023; 0.030;11.758; 0.030;15.191;2
C12;Praesepe     ; 662812409819832576;128.49669699;+19.36257854;-38.15; 2.24;-12.24; 2.24;     ;     ; 0.65;      ;      ;      ;      ;11.862; 0.030;11.155; 0.030;11.001; 0.030;14.014;2
C12;Praesepe     ; 662811653905586176;128.32326317;+19.43063730;-37.77; 2.24;-12.98; 2.24;     ;     ; 0.70;      ;      ;      ;      ;11.586; 0.030;10.959; 0.030;10.859; 0.030;13.224;2
C12;Praesepe     ; 662740735405442944;128.64562594;+19.07301555;-37.25; 2.25;-14.37; 2.25;     ;     ; 0.31;      ;      ;      ;      ;14.263; 0.030;13.593; 0.030;13.352; 0.030;17.182;2
C12;Praesepe     ; 662741560039103488;128.66525445;+19.13683502;-37.36; 2.19;-13.94; 2.19;     ;     ; 0.39;      ;      ;      ;      ;13.685; 0.030;13.018; 0.030;12.793; 0.030;16.445;2
C12;Praesepe     ; 659732127994442496;128.89096725;+18.92980718;-37.79; 2.19;-13.31; 2.19;     ;     ; 0.60;      ;      ;      ;      ;12.274; 0.030;11.577; 0.030;11.420; 0.030;14.354;2
C12;Praesepe     ; 659738175308642048;128.93570589;+18.96058867;-39.72; 2.19;-12.73; 2.19;     ;     ; 0.30;      ;      ;      ;      ;14.399; 0.035;13.812; 0.030;13.546; 0.032;17.305;2
C12;Praesepe     ; 659734120859477888;129.07908288;+18.91898322;-40.08; 2.19;-13.69; 2.19;     ;     ; 0.45;      ;      ;      ;      ;13.213; 0.030;12.567; 0.030;12.348; 0.030;15.728;2
C12;Praesepe     ; 662750218692942464;128.81139548;+19.27543688;-36.01; 2.19;-14.05; 2.19;     ;     ; 0.50;      ;      ;      ;      ;12.935; 0.030;12.334; 0.030;12.072; 0.030;15.580;2
C12;Praesepe     ; 662744205738683136;128.91514448;+19.12671717;-36.69; 2.22;-14.33; 2.20;     ;     ; 0.45;      ;      ;      ;      ;13.225; 0.030;12.466; 0.030;12.289; 0.030;15.871;2
C12;Praesepe     ; 659765594379988352;129.03714506;+19.15853037;-38.66; 2.19;-15.48; 2.19;     ;     ; 0.45;      ;      ;      ;      ;13.270; 0.030;12.577; 0.030;12.380; 0.030;15.930;2
C12;Praesepe     ; 662768910394833920;129.03723836;+19.22995506;-36.60; 2.19;-14.72; 2.19;     ;     ; 0.50;      ;      ;      ;      ;12.937; 0.030;12.239; 0.030;12.041; 0.030;15.290;2
C12;Praesepe     ; 662775266942252544;129.06715599;+19.37790047;-39.44; 2.71;-15.23; 2.69;     ;     ; 0.25;      ;      ;      ;      ;14.633; 0.035;13.949; 0.035;13.697; 0.039;17.621;2
C12;Praesepe     ; 662832819504800640;128.43839310;+19.65436678;-37.81; 2.24;-14.31; 2.24;     ;     ; 0.39;      ;      ;      ;      ;13.607; 0.030;12.952; 0.030;12.668; 0.030;16.582;2
C12;Praesepe     ; 662861131929273728;128.46135256;+19.78289668;-37.99; 2.24;-13.04; 2.24;     ;     ; 0.55;      ;      ;      ;      ;12.567; 0.030;11.900; 0.030;11.725; 0.030;14.717;2
C12;Praesepe     ; 662859654460073984;128.51465077;+19.79523079;-41.08; 2.24;-12.57; 2.24;     ;     ; 0.75;      ;      ;      ;      ;11.324; 0.030;10.789; 0.030;10.678; 0.030;12.852;2
C12;Praesepe     ; 662859688819811712;128.54249966;+19.80489441;-38.28; 2.24;-11.98; 2.24;     ;     ; 0.67;      ;      ;      ;      ;11.744; 0.030;11.049; 0.030;10.989; 0.030;13.414;2
C12;Praesepe     ; 663069145784756608;128.13907994;+20.08004817;-37.62; 2.24;-12.97; 2.24;     ;     ; 0.75;      ;      ;      ;      ;11.277; 0.030;10.699; 0.030;10.626; 0.030;12.738;2
C12;Praesepe     ; 663050522806731136;128.35242974;+19.88266696;-37.81; 2.24;-17.06; 2.24;     ;     ; 0.39;      ;      ;      ;      ;13.682; 0.030;13.016; 0.030;12.777; 0.030;16.537;2
C12;Praesepe     ; 663070348375597824;128.28093101;+20.13001319;-35.97; 2.24;-14.01; 2.24;     ;     ; 0.67;      ;      ;      ;      ;11.680; 0.030;11.034; 0.030;10.927; 0.030;13.429;2
C12;Praesepe     ; 662859104704260224;128.60035254;+19.79336280;-35.54; 2.25;-10.80; 2.25;     ;     ; 0.75;      ;      ;      ;      ;11.284; 0.030;10.751; 0.030;10.628; 0.030;12.747;2
C12;Praesepe     ; 662794164798230016;128.83087285;+19.59001244;-34.51; 0.04;-12.37; 0.02; 5.24; 0.41; 2.29; 7.289; 0.008; 6.565; 0.007; 5.374; 0.030; 5.067; 0.035; 4.997; 0.030; 6.362;1
C12;Praesepe     ; 662794783277767296;128.99929777;+19.52547492;-39.93; 2.19;-14.38; 2.19;     ;     ; 0.75;      ;      ;      ;      ;11.210; 0.030;10.640; 0.030;10.569; 0.030;12.718;2
C12;Praesepe     ; 662800452634441856;128.93800568;+19.64053412;-38.53; 2.20;-12.52; 2.19;     ;     ; 0.80;      ;      ;      ;      ;11.119; 0.030;10.645; 0.030;10.538; 0.030;12.517;2
C12;Praesepe     ; 662849896293859712;128.93764114;+19.77110608;-35.84; 0.04;-13.05; 0.03; 5.18; 0.34; 2.00; 7.640; 0.010; 7.474; 0.010; 7.139; 0.030; 7.088; 0.030; 7.117; 0.030; 7.461;1
C12;Praesepe     ; 664352756891365632;128.94472554;+19.87086694;-40.53; 2.19;-13.28; 2.19;     ;     ; 0.65;      ;      ;      ;      ;11.887; 0.030;11.254; 0.030;11.055; 0.030;13.843;2
C12;Praesepe     ; 664356502102864512;129.00655319;+19.95866263;-38.53; 2.74; -9.71; 2.73;     ;     ; 0.20;      ;      ;      ;      ;15.185; 0.043;14.657; 0.045;14.321; 0.052;18.414;2
C12;Praesepe     ; 665412686099599744;127.80446866;+20.90007422;-35.49; 2.24;-11.35; 2.24;     ;     ; 0.39;      ;      ;      ;      ;13.692; 0.030;13.023; 0.030;12.798; 0.030;16.452;2
