#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T05:43:10 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T05:43:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/129/table2&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=Rmag&-out=e_Rmag&-out=pmRA&-out=pmDE&-out=RV&-out=Mm&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520129
#Name: J/AJ/152/129
#Title: VR photometry for 914 stars in NGC 188 (Chen+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/129	    IVOID of underlying data collection
#INFO	creator=Chen X.	    First author or institution
#INFO	cites=bibcode:2016AJ....152..129C	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/129	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520129	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-02-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_129_table2:
#Name: J/AJ/152/129/table2
#Title: Information for stars in the open cluster NGC 188 field
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F7.4)	[11.8/19.2] Johnson V band magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	[0.0025/0.22] Uncertainty in Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Rmag	(F7.4)	[11.37/18.31] Cousins R band magnitude (1)	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag	(F7.4)	[0.0023/0.22] Uncertainty in Rmag	[ucd=stat.error;phot.mag;em.opt.R]
#Column	pmRA	(F6.2)	[-28.2/48.3] Proper motion along RA (2)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	[-27/50.8] Proper motion along DE (2)	[ucd=pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	[-306.7/45.4]? Radial velocity (3)	[ucd=phys.veloc;pos.heliocentric]
#Column	Mm	(I1)	[0/1] Membership code (1=cluster member, or 0=not a cluster member)	[ucd=meta.code.member]
RAJ2000;DEJ2000;Vmag;e_Vmag;Rmag;e_Rmag;pmRA;pmDE;RV;Mm
012.3814;+85.1048;16.9215; 0.0336;15.8933; 0.0308;-11.83; 12.67;       ;0
012.9258;+85.3374;16.3101; 0.0253;15.8818; 0.0205; -5.17; -0.37; -41.40;1
010.2687;+85.3731;16.2287; 0.0241;15.7469; 0.0257; -5.60; -0.30; -43.44;1
013.1647;+85.2393;16.2123; 0.0205;15.7929; 0.0195; -4.90; -0.56; -42.52;1
013.6965;+85.1773;16.3286; 0.0376;15.9101; 0.0261; -4.12; -0.89; -41.02;1
011.2824;+85.0959;16.3740; 0.0185;15.9421; 0.0247; -5.27; -0.58; -41.97;1
012.3429;+85.0974;16.3404; 0.0181;15.9223; 0.0255; -5.21; -0.32; -42.39;1
013.3447;+85.3685;16.2189; 0.0292;15.8519; 0.0222; 28.90;-10.37;       ;0
011.3157;+85.3692;16.3144; 0.0283;15.8707; 0.0236; -5.38; -0.42; -43.78;1
011.9438;+85.2441;16.2151; 0.0269;15.7627; 0.0230;  7.43; -0.64;       ;0
010.3702;+85.2677;16.4475; 0.0351;15.9858; 0.0248; -7.84;  1.34; -98.81;0
011.9190;+85.3861;16.2949; 0.0302;15.9161; 0.0211; -4.02;  1.17;       ;0
011.3365;+85.1386;16.3685; 0.0318;15.9313; 0.0241; -5.44; -0.39; -42.38;1
012.3554;+85.2483;16.2703; 0.0207;15.8500; 0.0183; -5.82; -0.27; -43.01;1
013.3373;+85.2479;16.3827; 0.0239;15.9511; 0.0214; -5.07; -0.07; -42.43;1
011.9597;+85.2748;18.2262; 0.0624;17.5533; 0.0583; -6.56;  0.20;       ;0
012.0043;+85.3610;16.5827; 0.0265;16.1123; 0.0240;  1.22;  3.42;       ;0
013.3293;+85.3037;16.3223; 0.0199;15.8914; 0.0204; -5.45;  0.15; -39.13;0
011.1345;+85.2224;16.3306; 0.0249;15.8714; 0.0195; -7.57;  3.78;       ;0
011.6922;+85.2771;16.2803; 0.0256;15.7473; 0.0199;-14.95;  4.12;       ;0
010.7486;+85.2769;16.3840; 0.0252;15.9951; 0.0263; -4.66;  3.45;       ;0
010.6872;+85.1130;16.3332; 0.0378;15.9665; 0.0229; -4.12;  1.26;       ;0
012.5612;+85.2025;16.3384; 0.0257;15.8562; 0.0205; -5.45; -0.42; -44.60;1
012.0161;+85.3848;16.4138; 0.0317;15.9661; 0.0220; -4.64; -0.50; -42.48;1
012.1100;+85.1765;16.3141; 0.0275;15.8860; 0.0209; -5.36; -0.27; -42.91;1
012.1813;+85.2267;16.3759; 0.0280;15.8960; 0.0203; -5.93; -0.57; -41.44;1
011.8591;+85.2821;16.3164; 0.0227;15.8915; 0.0204; -5.52; -0.63; -42.25;1
010.9212;+85.3099;16.3107; 0.0258;15.9723; 0.0218; -6.83;  3.02;       ;0
013.5016;+85.2409;16.4525; 0.0227;16.0209; 0.0228; -5.72; -0.10; -42.38;1
011.5365;+85.2879;16.4163; 0.0263;15.9850; 0.0240; -5.20; -0.78; -40.91;1
010.7251;+85.3403;16.3850; 0.0280;15.9685; 0.0251; -3.98;  1.96;       ;0
012.3511;+85.2145;16.3231; 0.0313;15.9010; 0.0223; -5.86; -0.35; -43.20;1
011.9781;+85.2067;16.3976; 0.0257;15.9673; 0.0220; -5.81; -0.43; -57.69;0
011.9934;+85.1575;16.4365; 0.0293;15.9872; 0.0249; -4.87; -0.04; -53.60;0
012.2860;+85.2240;16.3728; 0.0291;15.9479; 0.0226; -5.73; -0.81; -42.52;1
012.6050;+85.2348;16.3786; 0.0266;15.9472; 0.0207; -5.51;  0.14; -42.88;1
013.8964;+85.2878;16.4331; 0.0259;16.0842; 0.0195; -4.99;  2.08;       ;0
011.8004;+85.1777;16.3800; 0.0303;15.9470; 0.0238; -5.31; -0.32; -41.57;1
011.9397;+85.2042;16.2958; 0.0247;15.8726; 0.0201; -5.57; -0.30; -41.65;1
012.0090;+85.3235;16.5154; 0.0311;16.0604; 0.0238; -5.18; -0.71; -43.24;1
012.6415;+85.2695;16.4933; 0.0282;16.0079; 0.0204; -5.15; -1.01; -10.69;0
012.2438;+85.2664;16.3741; 0.0240;15.9454; 0.0198; -5.76; -0.68; -41.59;1
010.7725;+85.1934;16.5052; 0.0253;16.0520; 0.0239; -4.76; -1.09; -41.09;1
013.2325;+85.2729;16.4854; 0.0305;16.0471; 0.0255; -4.97; -0.03; -43.38;1
011.3189;+85.2835;16.5105; 0.0284;15.9987; 0.0213; -4.89; -0.72; -50.25;0
011.2616;+85.1631;16.4209; 0.0274;15.9861; 0.0235; -5.37; -1.04; -41.74;1
011.6130;+85.2149;16.3210; 0.0308;15.8754; 0.0307; -5.27; -0.56; -42.94;1
010.8113;+85.0905;16.5044; 0.0203;16.0754; 0.0262;  0.51;  0.94;       ;0
012.3269;+85.2813;16.4345; 0.0217;16.0467; 0.0236; -3.17;  0.02;       ;0
010.8888;+85.3409;16.5589; 0.0265;16.0970; 0.0253; -4.66; -0.31;       ;1
012.0291;+85.2470;16.3718; 0.0281;15.9275; 0.0203; -5.45; -1.04; -42.95;1
012.7855;+85.2781;16.7147; 0.0304;16.1564; 0.0259; -5.19; -0.28;       ;1
013.1255;+85.2276;16.5966; 0.0316;16.0682; 0.0218; -1.60;  1.85;       ;0
012.0114;+85.2206;16.4300; 0.0275;15.9981; 0.0224; -5.62; -0.52; -41.58;1
013.2713;+85.2253;16.3934; 0.0209;16.0237; 0.0210; -9.44;  2.06;       ;0
012.3130;+85.3478;16.5731; 0.0272;16.1198; 0.0265; -4.54; -0.69;       ;1
012.7964;+85.3401;17.1343; 0.0284;16.1260; 0.0247; 20.41; -1.28;       ;0
013.3601;+85.2986;16.7320; 0.0358;16.1858; 0.0256; -5.95; -0.36;       ;1
012.4124;+85.2517;16.5170; 0.0252;16.0149; 0.0235; -1.45;  1.71;       ;0
011.6567;+85.3587;16.5512; 0.0316;16.1563; 0.0281; -1.55;  1.61;       ;0
011.5843;+85.1240;16.6021; 0.0390;16.1503; 0.0247; -5.31;  0.17;       ;1
012.4367;+85.3652;16.6423; 0.0329;16.1824; 0.0273; -5.10; -0.88;       ;1
013.6466;+85.2858;16.6591; 0.0214;16.1792; 0.0251; -3.94;  1.80;       ;0
012.5574;+85.2596;16.5467; 0.0293;16.1611; 0.0240; -3.87; -0.53; -33.48;0
010.8460;+85.1725;16.6055; 0.0331;16.1509; 0.0267; -5.20; -0.69;       ;1
012.2965;+85.2533;16.6080; 0.0296;16.1666; 0.0211; -6.01; -0.58;       ;1
012.9847;+85.0849;16.5643; 0.0196;16.2487; 0.0372; -0.46;  1.66;       ;0
011.3260;+85.2537;16.4931; 0.0295;16.0291; 0.0259; -5.17; -0.81; -41.57;1
010.6463;+85.2125;17.1046; 0.0445;16.1186; 0.0238; -7.57; -8.95;       ;0
011.9220;+85.2947;16.8749; 0.0470;16.6132; 0.0238;  0.00;  0.00;       ;0
011.1387;+85.3009;16.5828; 0.0263;16.1350; 0.0250; -4.44; -0.62;       ;1
011.6673;+85.2763;16.5096; 0.0270;16.1217; 0.0232; -7.28;  2.04;       ;0
011.5275;+85.2758;16.6569; 0.0346;16.1413; 0.0246; -4.27;  1.31;       ;0
011.7250;+85.3049;16.7831; 0.0266;16.2605; 0.0376; -5.44; -1.15;       ;1
012.0775;+85.2926;16.5177; 0.0229;16.1004; 0.0242; -6.02; -0.65; -43.11;1
010.7804;+85.3803;16.5993; 0.0333;16.1319; 0.0292; -2.37; -1.78;       ;0
011.0080;+85.2178;16.4633; 0.0297;16.0709; 0.0213; -4.69;  1.81; -69.19;0
012.6549;+85.1422;16.9826; 0.0361;16.1520; 0.0294;  4.21; 12.65;       ;0
013.6300;+85.3778;16.4588; 0.0261;16.0989; 0.0235; -2.14;  1.22;       ;0
011.1959;+85.2101;16.5692; 0.0318;16.0998; 0.0251; -5.11; -0.85;       ;1
012.7569;+85.3856;16.5515; 0.0333;16.1453; 0.0227; -5.09;  0.58;       ;1
012.1469;+85.2547;16.5192; 0.0270;16.0850; 0.0215; -5.73; -0.50; -42.99;1
012.3109;+85.0886;16.8299; 0.0281;16.2838; 0.0291; -5.27; -1.38;       ;1
010.4461;+85.3444;17.0060; 0.0583;16.2630; 0.0280;-12.62;  3.61;       ;0
012.8100;+85.1325;16.7163; 0.0335;16.2778; 0.0310; -4.97;  0.26;       ;1
011.3276;+85.3103;16.7165; 0.0354;16.1995; 0.0246; -4.93; -0.86;       ;1
010.9777;+85.2051;16.7408; 0.0387;16.1829; 0.0235; -4.84; -0.98;       ;1
010.3428;+85.1048;16.6917; 0.0417;16.1899; 0.0211; -7.77;  2.63;       ;0
012.1134;+85.1294;16.6723; 0.0319;16.2146; 0.0277; -4.54;  0.62;       ;1
011.9358;+85.2603;16.9425; 0.0369;16.4654; 0.0324; -5.84; -0.35;       ;1
012.4275;+85.2434;16.4835; 0.0297;16.0848; 0.0246; -8.08;  0.78;       ;0
012.4321;+85.3223;16.7299; 0.0305;16.2859; 0.0285; 18.56; -2.33;       ;0
012.0274;+85.2156;16.6400; 0.0299;16.1656; 0.0241; -5.64; -0.44;       ;1
011.7250;+85.3621;16.8058; 0.1323;16.2891; 0.1328; -5.02; -0.31;       ;1
013.0770;+85.3085;16.7814; 0.0309;16.2921; 0.0261; -4.70; -0.18;       ;1
012.4018;+85.1073;16.7789; 0.0345;16.3099; 0.0342; -5.05;  0.06;       ;1
012.0457;+85.1702;16.6269; 0.0280;16.1706; 0.0253; -5.20; -0.18;       ;1
011.3605;+85.0839;16.8191; 0.0286;16.3554; 0.0323; -5.71; -0.64;       ;1
011.5617;+85.3280;17.5181; 0.0574;16.9709; 0.0442; -5.12; -0.66;       ;1
012.1076;+85.2065;16.9509; 0.0345;16.1360; 0.0265; -8.69;  3.98;       ;0
012.3425;+85.3263;16.8952; 0.0290;16.4164; 0.0339; -4.94; -0.93;       ;1
012.5905;+85.2089;16.5928; 0.0328;16.1833; 0.0250; -0.04;  1.97;       ;0
010.6064;+85.1671;16.7650; 0.0289;16.2725; 0.0270; -4.46; -0.14;       ;1
011.9674;+85.3189;16.2832; 0.0271;16.3572; 0.0284; -4.95;  0.34;       ;1
011.5595;+85.3031;17.3012; 0.0520;16.8063; 0.0387; -3.94; -0.04;       ;1
012.2290;+85.1708;16.5582; 0.0321;16.1092; 0.0238; -5.29;  0.09;       ;1
012.2316;+85.1067;16.8143; 0.0433;16.3598; 0.0343; -4.57;  0.05;       ;1
011.7653;+85.1805;16.6937; 0.0344;16.2446; 0.0266; -4.96; -0.22;       ;1
011.8890;+85.2734;16.7505; 0.2167;16.2078; 0.2149; -5.99; -1.20;       ;1
012.1151;+85.3343;16.8201; 0.0315;16.3179; 0.0285; -4.78; -0.77;       ;1
013.8842;+85.2032;17.0817; 0.0524;16.3452; 0.0335; -7.66; -0.21;       ;0
012.7648;+85.2278;16.7122; 0.0329;16.2570; 0.0275; -5.45; -0.15;       ;1
013.3298;+85.2495;16.9075; 0.0308;16.4285; 0.0325; -5.10; -0.10;       ;1
011.5529;+85.3027;17.7487; 0.0568;17.0536; 0.0518; -8.97; -5.11;       ;0
010.3723;+85.2725;16.9544; 0.0398;16.4081; 0.0286; -2.33; -1.00;       ;0
010.6457;+85.0847;16.7976; 0.0292;16.3981; 0.0309; -8.21;  3.69;       ;0
011.3990;+85.2897;16.6970; 0.0306;16.2783; 0.0269; -2.94; -2.40;       ;0
011.9412;+85.3760;16.8691; 0.0413;16.3824; 0.0281; -4.76; -0.43;       ;1
012.2289;+85.2868;16.7548; 0.0322;16.2958; 0.0275; -5.69; -1.14;       ;1
010.1654;+85.3157;17.1062; 0.0276;16.5725; 0.0753;  0.00;  0.00;       ;0
012.1842;+85.3105;16.8849; 0.0389;16.3940; 0.0312; -3.86;  0.34;       ;0
010.8020;+85.2674;17.0045; 0.0322;16.4954; 0.0311; -4.67; -0.95;       ;1
012.7761;+85.2887;17.7913; 0.0761;16.9675; 0.0431; 27.07;  0.44;       ;0
011.9181;+85.3335;16.8928; 0.0338;16.4080; 0.0308; -5.04; -0.70;       ;1
013.4074;+85.2809;16.9776; 0.0303;16.4698; 0.0310; -3.12;  2.01;       ;0
010.6867;+85.1834;16.8152; 0.0392;16.3390; 0.0312; -4.73; -0.44;       ;1
012.0425;+85.3217;16.8591; 0.0407;16.3747; 0.0303;  3.69;  1.07;       ;0
012.7303;+85.2118;16.7661; 0.0367;16.2974; 0.0283; -5.56; -0.12;       ;1
010.3257;+85.2618;17.0255; 0.0359;16.3833; 0.0320; -8.43; -1.58;       ;0
010.2631;+85.1744;16.9810; 0.0649;16.4606; 0.0358; -3.83; -0.08;       ;0
011.7325;+85.2636;16.7196; 0.0283;16.2647; 0.0268; -5.56; -0.86;       ;1
010.2776;+85.2949;16.9503; 0.0468;16.3515; 0.0292; -4.33; -0.52;       ;1
010.9708;+85.1875;17.0639; 0.0377;16.5069; 0.0324; -4.86; -1.16;       ;1
012.8635;+85.3292;16.9255; 0.0364;16.4760; 0.0333; -0.13;  1.14;       ;0
012.5624;+85.1232;16.8584; 0.0479;16.3824; 0.0340; -4.97;  0.66;       ;1
012.1695;+85.1707;17.6669; 0.0589;16.8847; 0.0397;  4.90;  1.10;       ;0
013.2077;+85.1062;17.2152; 0.0443;16.4609; 0.0409;-17.14;  7.53;       ;0
013.3882;+85.2455;16.7786; 0.0385;16.3135; 0.0283; -5.34; -0.12;       ;1
011.2164;+85.2993;16.9274; 0.0423;16.4234; 0.0280;  3.67;  2.28;       ;0
012.2410;+85.1279;16.8803; 0.0375;16.3821; 0.0322; -4.67;  0.79;       ;1
012.4365;+85.2328;16.7274; 0.0296;16.2851; 0.0272; -6.10; -0.12;       ;1
013.6795;+85.1543;17.0582; 0.0537;16.5803; 0.0361; -4.95; -0.65;       ;1
012.5435;+85.2262;16.8840; 0.0338;16.3347; 0.0289; -5.90; -0.18;       ;1
012.8384;+85.1564;16.8077; 0.0348;16.3457; 0.0320; -4.98; -0.41;       ;1
012.2835;+85.1859;16.8444; 0.0388;16.3867; 0.0319;  0.48;  1.83;       ;0
012.1447;+85.1270;16.7663; 0.0331;16.4020; 0.0308; -3.66;  2.35;       ;0
011.9712;+85.1972;16.7205; 0.0283;16.2805; 0.0292; -5.56;  0.19;       ;1
011.8303;+85.2436;16.8302; 0.0303;16.3650; 0.0293; -5.65; -0.58;       ;1
010.8782;+85.1958;16.9597; 0.0427;16.4735; 0.0302; -4.81; -0.81;       ;1
012.8195;+85.3064;16.9571; 0.0364;16.4084; 0.0316; -4.64; -0.17;       ;1
012.7838;+85.1144;17.1217; 0.0375;16.5160; 0.0459; 10.12; -6.86;       ;0
011.8866;+85.2449;16.7916; 0.0302;16.2988; 0.0255; -5.71; -0.72;       ;1
012.1674;+85.2488;16.7777; 0.0313;16.3178; 0.0275; -5.11;  3.47;       ;0
010.6572;+85.2695;16.9634; 0.0373;16.5671; 0.0362; -2.86;  2.98;       ;0
010.7071;+85.2984;16.9753; 0.0367;16.4840; 0.0317; -4.97; -0.75;       ;1
013.4524;+85.2617;17.1475; 0.0369;16.5320; 0.0325; -5.46; -0.10;       ;1
011.7047;+85.1925;16.9877; 0.0358;16.4929; 0.0324; -5.15;  0.24;       ;1
013.2741;+85.2363;17.0465; 0.0650;16.5545; 0.0331; -5.45; -0.40;       ;1
013.7794;+85.2718;17.0598; 0.0397;16.5752; 0.0326; -5.37; -0.08;       ;1
010.9403;+85.1043;17.0191; 0.0372;16.6388; 0.0401; -2.26;  4.06;       ;0
010.8415;+85.3733;17.0999; 0.0432;16.4857; 0.0365; -5.11; -0.54;       ;1
012.5381;+85.2362;17.5499; 0.0686;16.3578; 0.0308; 31.69; 24.24;       ;0
011.4155;+85.3693;16.9928; 0.0502;16.5275; 0.0321; -4.08;  0.62;       ;0
013.7691;+85.3499;17.0850; 0.0341;16.4795; 0.0252; -5.09; -1.42;       ;1
011.3383;+85.1268;16.9830; 0.0317;16.4873; 0.0386; -5.44; -0.05;       ;1
011.7770;+85.2628;16.7703; 0.0340;16.3113; 0.0290; -5.62; -1.16;       ;1
010.4227;+85.2156;17.0042; 0.0519;16.4963; 0.0313; -4.96; -0.69;       ;1
012.7096;+85.2178;16.8186; 0.0337;16.3574; 0.0305; -5.48;  0.03;       ;1
012.7688;+85.2300;16.8736; 0.0274;16.4046; 0.0314; -5.76; -0.12;       ;1
011.5167;+85.3340;16.9339; 0.0401;16.5148; 0.0262; -1.09;  5.91;       ;0
012.6992;+85.1757;17.2198; 0.0532;16.5652; 0.0383;  4.90;  1.50;       ;0
011.0482;+85.2419;16.8463; 0.0402;16.4009; 0.0304;  0.28; -0.79;       ;0
010.3594;+85.3533;16.9765; 0.0476;16.4599; 0.0329; -5.07; -0.54;       ;1
012.8935;+85.2122;16.8937; 0.0305;16.3349; 0.0336; -5.61; -0.50;       ;1
011.3768;+85.1612;17.0864; 0.0298;16.5431; 0.0323; -9.10;  4.75;       ;0
010.3329;+85.1073;17.5873; 0.0507;16.4838; 0.0277;-13.23; -5.35;       ;0
011.5793;+85.2132;16.9145; 0.0424;16.4462; 0.0273; -1.37;  2.91;       ;0
012.1054;+85.2430;17.6515; 0.0600;16.8966; 0.0416; -6.50; -0.84;       ;0
011.8379;+85.1378;17.0714; 0.0398;16.5569; 0.0344; -4.99;  0.70;       ;1
011.5706;+85.2916;16.9738; 0.0359;16.5099; 0.0412; -5.24; -1.06;       ;1
012.4202;+85.1621;17.0201; 0.0437;16.5284; 0.0300; -5.15;  0.22;       ;1
012.0651;+85.1960;17.0707; 0.0358;16.5511; 0.0354;  1.22; -0.41;       ;0
011.5694;+85.2487;17.0645; 0.0437;16.4664; 0.0275; -5.77; -1.02;       ;1
012.7804;+85.2069;16.9627; 0.0307;16.5787; 0.0358; -0.86;  1.16;       ;0
013.5407;+85.1032;16.9571; 0.0353;16.6267; 0.0471; -2.85;  2.59;       ;0
012.6609;+85.1691;17.1450; 0.0504;16.5619; 0.0341; -2.07; -1.61;       ;0
011.1548;+85.1638;16.9979; 0.0431;16.5095; 0.0313; -5.31; -0.67;       ;1
011.4246;+85.2598;17.0349; 0.0375;16.5296; 0.0336; -5.56; -0.97;       ;1
011.4798;+85.2510;16.8712; 0.0343;16.4596; 0.0314; -6.46; 11.98;       ;0
011.7833;+85.2834;17.0965; 0.0410;16.5483; 0.0319; -5.63; -0.90;       ;1
013.8425;+85.2353;17.3118; 0.0656;16.8330; 0.0372;  0.18;  3.35;       ;0
011.6065;+85.1928;17.1055; 0.0389;16.5689; 0.0304; -5.17; -0.06;       ;1
011.6754;+85.3039;17.0737; 0.0365;16.5943; 0.0402; -5.41; -0.84;       ;1
011.7061;+85.2333;17.1209; 0.0462;16.6205; 0.0327; -5.51; -0.51;       ;1
012.4049;+85.2564;17.1068; 0.0467;16.5904; 0.0314; -5.34;  0.22;       ;1
012.1881;+85.2365;17.0541; 0.0381;16.4797; 0.0317; -5.97; -0.77;       ;1
011.7917;+85.3789;17.4244; 0.0622;16.8474; 0.0407; -4.38; -0.02;       ;1
013.8094;+85.3541;16.9473; 0.0325;16.4908; 0.0312; -4.49;  0.54;       ;1
013.5044;+85.3255;17.7151; 0.0845;16.5832; 0.0332; 23.70;-19.29;       ;0
010.2416;+85.2387;17.1317; 0.0523;16.7142; 0.0394; -4.87;  3.84;       ;0
012.2001;+85.1526;17.1623; 0.0371;16.6594; 0.0376; -5.16;  0.78;       ;1
010.9663;+85.3553;17.3348; 0.0630;16.8004; 0.0377; -4.61;  0.00;       ;1
011.6185;+85.3796;17.2724; 0.0554;16.7438; 0.0461; -4.57; -0.18;       ;1
012.6556;+85.2040;17.0959; 0.0468;16.5998; 0.0395; -5.74; -0.03;       ;1
012.3828;+85.2393;17.2099; 0.0482;16.6844; 0.0353; -5.79; -0.27;       ;1
011.8139;+85.1576;17.3878; 0.0600;16.5913; 0.0370; -8.46;-11.52;       ;0
010.7543;+85.2088;17.1038; 0.0440;16.5965; 0.0347; -4.55; -0.72;       ;1
012.1200;+85.2429;17.6490; 0.0569;17.0797; 0.0482; -5.76; -0.62;       ;1
011.7282;+85.1198;17.2295; 0.0478;16.7217; 0.0394; -5.07;  0.61;       ;1
012.2935;+85.2825;17.0390; 0.0350;16.5437; 0.0304; -5.59; -0.75;       ;1
012.3784;+85.1700;17.2925; 0.0517;16.7695; 0.0438; -5.41;  0.30;       ;1
012.8896;+85.1875;17.1434; 0.0404;16.7342; 0.0377; -3.24;  4.78;       ;0
013.1414;+85.1277;17.5763; 0.0755;16.8261; 0.0466;-14.18;  5.55;       ;0
010.3286;+85.1359;17.7650; 0.0552;16.8586; 0.0411; -4.10; -1.35;       ;0
011.3719;+85.2532;17.3639; 0.0516;16.4805; 0.0269;-15.23; -1.07;       ;0
011.8537;+85.1561;17.1501; 0.0394;16.6057; 0.0355;-10.16;  4.78;       ;0
011.7333;+85.2680;17.1332; 0.0397;16.6326; 0.0330; -5.45; -0.86;       ;1
010.4624;+85.1309;17.2267; 0.0495;16.7619; 0.0402; -2.23;  1.08;       ;0
011.6245;+85.1787;17.5239; 0.0497;16.8537; 0.0414; -4.91; -0.34;       ;1
010.9542;+85.2600;17.2501; 0.0562;16.7110; 0.0341; -4.81; -0.72;       ;1
012.3923;+85.1912;17.2751; 0.0517;16.7666; 0.0432; -5.85;  0.07;       ;1
012.0594;+85.3186;17.3696; 0.0622;16.8341; 0.0389; -5.21; -0.99;       ;1
010.4055;+85.2672;17.4791; 0.0629;16.9540; 0.0417;  5.51; -0.20;       ;0
013.9053;+85.1982;17.4824; 0.0809;16.9566; 0.0405; -4.66;  0.12;       ;1
011.4001;+85.1998;17.2023; 0.0499;16.6632; 0.0373; -5.54; -0.57;       ;1
012.6429;+85.3364;17.3613; 0.0522;16.8334; 0.0438; -4.75; -0.10;       ;1
011.9165;+85.3168;17.6589; 0.0531;17.0910; 0.0486; -5.69; -1.00;       ;1
012.6844;+85.1177;17.6517; 0.0632;16.8395; 0.0564; -5.78; -1.67;       ;0
011.7193;+85.3374;17.3268; 0.0412;16.8927; 0.0431; -5.37;  3.27;       ;0
013.7382;+85.2479;17.5844; 0.0672;17.0600; 0.0425; -5.34;  0.11;       ;1
011.6195;+85.3567;18.2095; 0.0688;17.5280; 0.0667; -5.08; -0.80;       ;1
012.6517;+85.1090;17.9378; 0.0618;17.1095; 0.0514;  5.44;  0.71;       ;0
010.8326;+85.3860;17.3017; 0.0430;16.7290; 0.0449; -4.75; -0.56;       ;1
012.9917;+85.1578;17.4726; 0.0455;16.9278; 0.0491; -4.98; -0.09;       ;1
011.7996;+85.3459;17.8412; 0.1518;17.4917; 0.1446; -1.16;  0.51;       ;0
010.2580;+85.2075;17.5718; 0.0771;16.9076; 0.0430; -4.52;  0.01;       ;1
012.5046;+85.2142;17.3449; 0.0458;16.8127; 0.0420; -6.07; -0.25;       ;1
011.1991;+85.3409;17.5801; 0.0588;17.0120; 0.0470; -4.66; -0.29;       ;1
011.6075;+85.3567;18.5606; 0.1037;17.6805; 0.0775; 11.99;  7.06;       ;0
013.2609;+85.3238;17.1900; 0.0416;16.8479; 0.0357; -3.77;  1.76;       ;0
011.9075;+85.2696;17.1079; 0.0419;16.5978; 0.0324; -5.89; -0.66;       ;1
012.2134;+85.1274;17.3215; 0.0494;16.7883; 0.0458; -4.80;  0.97;       ;0
013.8165;+85.3071;17.5789; 0.0606;17.0181; 0.0427; -4.73;  0.35;       ;1
012.0807;+85.3769;17.2877; 0.0441;16.9043; 0.0451; -3.04;  0.31;       ;0
013.1504;+85.2781;17.3832; 0.0525;16.9348; 0.0468; -2.13;  0.04;       ;0
012.7950;+85.2554;17.1923; 0.0423;16.6965; 0.0333; -5.39;  0.12;       ;1
010.4293;+85.1078;17.8811; 0.0594;16.9951; 0.0465;  1.83; -2.73;       ;0
010.6781;+85.3743;17.2261; 0.0587;16.6858; 0.0466; -3.97;  4.52;       ;0
012.1604;+85.1687;17.2262; 0.0466;16.7081; 0.0384; -4.81;  0.45;       ;1
011.5307;+85.3121;17.1258; 0.0419;16.7845; 0.0389; -5.69;  3.82;       ;0
010.9639;+85.2917;17.5503; 0.0590;16.9711; 0.0442; -4.78; -1.19;       ;1
012.3575;+85.2293;17.2507; 0.0450;16.7294; 0.0362; -5.76; -0.36;       ;1
011.3127;+85.1220;17.5627; 0.0425;17.0045; 0.0459; -5.65;  0.06;       ;1
010.7476;+85.2573;17.5853; 0.0547;17.0081; 0.0435; -4.34; -0.82;       ;1
012.0463;+85.2843;17.6858; 0.0691;17.1239; 0.0470; -5.81; -0.78;       ;1
011.6894;+85.3338;17.6152; 0.0664;17.0395; 0.0452; -5.18; -0.62;       ;1
010.6485;+85.2538;17.4569; 0.0565;17.0600; 0.0525; -0.53;  4.02;       ;0
