#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-15T04:47:24 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-15T04:47:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/124/1486/m4ubv&-order=I&-out=MKT&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=U-B&-out=e_U-B&-out=Note&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51241486
#Name: J/AJ/124/1486
#Title: M4 UBV color-magnitude diagrams (Mochejska+, 2002)
#INFO	ivoid=ivo://cds.vizier/j/aj/124/1486	    IVOID of underlying data collection
#INFO	creator=Mochejska B.J.	    First author or institution
#INFO	cites=bibcode:2002AJ....124.1486M	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/124/1486	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51241486	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-04-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_124_1486_m4ubv:
#Name: J/AJ/124/1486/m4ubv
#Title: Astrometry and UBV photometry for 12121 stars in M4
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MKT	(I5)	Sequential number, Cl* NGC 6121 MKT NNNNN in Simbad	[ucd=meta.record]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	Note	(a14)	Hot subdwarf candidate (BN) or Variable (VNN) identification	[ucd=meta.note]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MKT;Vmag;e_Vmag;B-V;e_B-V;U-B;e_U-B;Note;RAJ2000;DEJ2000
245.91038111;-26.53726000;16830;19.272; 0.009; 1.083; 0.017; 0.612; 0.025;              ;245.910381;-26.537260
245.91025111;-26.54530000;16833;18.505; 0.005; 0.997; 0.006; 0.304; 0.011;              ;245.910251;-26.545300
245.91024611;-26.54570000;16834;20.083; 0.015; 1.373; 0.025;      ;      ;              ;245.910246;-26.545700
245.90945111;-26.59090000;16838;16.846; 0.003; 0.878; 0.004; 0.188; 0.004;              ;245.909451;-26.590900
245.91020889;-26.54810000;16840;17.150; 0.004; 0.874; 0.004; 0.150; 0.005;              ;245.910209;-26.548100
245.90947500;-26.58981000;16841;18.034; 0.004; 0.933; 0.005; 0.217; 0.008;              ;245.909475;-26.589810
245.91116500;-26.49738000;16844;18.681; 0.005; 1.040; 0.006; 0.393; 0.015;              ;245.911165;-26.497380
245.91156611;-26.47424000;16846;18.938; 0.008; 1.091; 0.012; 0.409; 0.015;              ;245.911566;-26.474240
245.91181194;-26.46005000;16848;18.129; 0.004; 0.956; 0.006; 0.245; 0.008;              ;245.911812;-26.460050
245.91013611;-26.55743000;16850;19.619; 0.015; 1.264; 0.020; 0.755; 0.030;              ;245.910136;-26.557430
245.91080500;-26.51981000;16852;18.478; 0.009; 0.963; 0.012; 0.269; 0.014;              ;245.910805;-26.519810
245.91030306;-26.54868000;16853;18.599; 0.007; 1.055; 0.010; 0.366; 0.013;              ;245.910303;-26.548680
245.91085111;-26.51806000;16858;18.700; 0.010; 0.991; 0.014; 0.287; 0.015;              ;245.910851;-26.518060
245.91045889;-26.54194000;16859;18.875; 0.011; 1.061; 0.018; 0.483; 0.022;              ;245.910459;-26.541940
245.91114389;-26.50362000;16861;19.968; 0.014; 1.342; 0.021; 1.073; 0.070;              ;245.911144;-26.503620
245.91082194;-26.52396000;16864;17.904; 0.005; 0.955; 0.007; 0.209; 0.009;              ;245.910822;-26.523960
245.91195306;-26.45896000;16866;16.116; 0.003; 1.067; 0.004; 0.407; 0.005;              ;245.911953;-26.458960
245.91001389;-26.57142000;16870;18.104; 0.005; 0.945; 0.006; 0.180; 0.008;              ;245.910014;-26.571420
245.91094889;-26.51832000;16872;18.337; 0.007; 0.960; 0.008; 0.218; 0.011;              ;245.910949;-26.518320
245.91000306;-26.57320000;16873;19.439; 0.008; 1.166; 0.011; 0.668; 0.025;              ;245.910003;-26.573200
245.91068306;-26.53540000;16877;17.680; 0.005; 0.897; 0.006; 0.106; 0.007;              ;245.910683;-26.535400
245.91072000;-26.53431000;16878;16.228; 0.004; 1.038; 0.005; 0.406; 0.006;              ;245.910720;-26.534310
245.91111389;-26.51342000;16880;18.744; 0.009; 1.002; 0.014; 0.398; 0.016;              ;245.911114;-26.513420
245.90993306;-26.58120000;16882;19.172; 0.009; 1.113; 0.013; 0.575; 0.020;              ;245.909933;-26.581200
245.91130889;-26.50273000;16883;18.538; 0.008; 0.999; 0.010; 0.356; 0.014;              ;245.911309;-26.502730
245.91212611;-26.45528000;16886;20.034; 0.010; 1.319; 0.017; 1.087; 0.062;              ;245.912126;-26.455280
245.90998806;-26.57942000;16891;16.903; 0.004; 0.866; 0.004; 0.167; 0.005;              ;245.909988;-26.579420
245.91167694;-26.48276000;16893;16.524; 0.002; 0.874; 0.003; 0.167; 0.004;              ;245.911677;-26.482760
245.91213000;-26.45684000;16895;21.214; 0.021; 1.702; 0.054;      ;      ;              ;245.912130;-26.456840
245.90972500;-26.59494000;16896;18.389; 0.005; 0.970; 0.006; 0.284; 0.009;              ;245.909725;-26.594940
245.91105194;-26.52025000;16898;17.676; 0.004; 0.872; 0.005; 0.127; 0.006;              ;245.911052;-26.520250
245.91114500;-26.51501000;16901;17.712; 0.007; 0.912; 0.010; 0.145; 0.009;              ;245.911145;-26.515010
245.91125389;-26.50879000;16903;16.286; 0.003; 0.973; 0.004; 0.268; 0.004;              ;245.911254;-26.508790
245.91026806;-26.56532000;16907;17.170; 0.004; 0.885; 0.004; 0.167; 0.005;              ;245.910268;-26.565320
245.91187000;-26.47333000;16909;20.136; 0.009; 1.385; 0.017; 0.896; 0.061;              ;245.911870;-26.473330
245.91023611;-26.56736000;16910;20.508; 0.013; 1.453; 0.022;      ;      ;              ;245.910236;-26.567360
245.91121000;-26.51216000;16911;17.534; 0.004; 0.865; 0.004; 0.136; 0.005;              ;245.911210;-26.512160
245.91094000;-26.52768000;16914;17.573; 0.005; 0.855; 0.007; 0.132; 0.007;              ;245.910940;-26.527680
245.91094611;-26.52919000;16918;18.524; 0.009; 1.010; 0.014; 0.232; 0.015;              ;245.910946;-26.529190
245.91100306;-26.52590000;16920;17.865; 0.005; 0.908; 0.006; 0.101; 0.007;              ;245.911003;-26.525900
245.91080111;-26.53885000;16921;18.295; 0.009; 0.925; 0.014; 0.274; 0.014;              ;245.910801;-26.538850
245.91178111;-26.48333000;16924;18.404; 0.008; 0.974; 0.012; 0.328; 0.013;              ;245.911781;-26.483330
245.91127306;-26.51274000;16925;16.813; 0.004; 0.825; 0.008; 0.151; 0.008;              ;245.911273;-26.512740
245.91189889;-26.47725000;16931;16.513; 0.003; 0.874; 0.004; 0.163; 0.005;              ;245.911899;-26.477250
245.91036611;-26.56568000;16933;18.951; 0.008; 1.075; 0.012; 0.459; 0.020;              ;245.910366;-26.565680
245.91072389;-26.54539000;16935;17.945; 0.006; 0.936; 0.007; 0.212; 0.007;              ;245.910724;-26.545390
245.91193500;-26.47595000;16936;20.932; 0.014; 1.556; 0.032;      ;      ;              ;245.911935;-26.475950
245.90991000;-26.59181000;16937;21.722; 0.024; 1.579; 0.070;      ;      ;              ;245.909910;-26.591810
245.91085306;-26.53968000;16941;18.855; 0.007; 1.068; 0.012; 0.421; 0.018;              ;245.910853;-26.539680
245.91082194;-26.54241000;16943;15.340; 0.004; 1.136; 0.006; 0.556; 0.007;              ;245.910822;-26.542410
245.91014194;-26.58143000;16947;18.372; 0.007; 0.980; 0.010; 0.335; 0.012;              ;245.910142;-26.581430
245.91057194;-26.55738000;16950;20.215; 0.011; 1.344; 0.022; 1.202; 0.072;              ;245.910572;-26.557380
245.91173194;-26.49089000;16951;18.118; 0.003; 0.956; 0.004; 0.200; 0.008;              ;245.911732;-26.490890
245.91140889;-26.50985000;16952;16.948; 0.006; 0.823; 0.007; 0.137; 0.006;              ;245.911409;-26.509850
245.91059889;-26.55801000;16955;19.587; 0.015; 1.280; 0.020; 0.944; 0.034;              ;245.910599;-26.558010
245.91186694;-26.48569000;16957;18.674; 0.005; 1.033; 0.006; 0.365; 0.012;              ;245.911867;-26.485690
245.91156889;-26.50295000;16958;19.026; 0.009; 1.099; 0.012; 0.418; 0.020;              ;245.911569;-26.502950
245.91091889;-26.54070000;16961;18.160; 0.006; 0.950; 0.008; 0.199; 0.009;              ;245.910919;-26.540700
245.91160500;-26.50135000;16963;18.787; 0.006; 1.061; 0.007; 0.384; 0.015;              ;245.911605;-26.501350
245.91129694;-26.51929000;16967;16.655; 0.004; 0.833; 0.004; 0.111; 0.004;              ;245.911297;-26.519290
245.91198500;-26.47968000;16969;19.668; 0.009; 1.258; 0.012; 0.809; 0.036;              ;245.911985;-26.479680
245.91241500;-26.45485000;16970;19.239; 0.006; 1.127; 0.008; 0.665; 0.021;              ;245.912415;-26.454850
245.91042889;-26.57046000;16974;17.165; 0.005; 0.883; 0.005; 0.174; 0.005;              ;245.910429;-26.570460
245.91177500;-26.49401000;16975;19.526; 0.008; 1.199; 0.015; 0.799; 0.032;              ;245.911775;-26.494010
245.91178389;-26.49558000;16978;18.414; 0.005; 0.989; 0.006; 0.277; 0.008;              ;245.911784;-26.495580
245.91174000;-26.49854000;16979;17.627; 0.005; 0.896; 0.006; 0.135; 0.007;              ;245.911740;-26.498540
245.91107306;-26.53719000;16982;17.262; 0.004; 0.861; 0.005; 0.121; 0.006;              ;245.911073;-26.537190
245.91125694;-26.52685000;16983;17.578; 0.004; 0.862; 0.006; 0.120; 0.009;              ;245.911257;-26.526850
245.91044389;-26.57442000;16986;19.155; 0.007; 1.117; 0.010; 0.579; 0.016;              ;245.910444;-26.574420
245.91196306;-26.48750000;16987;17.853; 0.006; 0.917; 0.007; 0.188; 0.009;              ;245.911963;-26.487500
245.91235611;-26.46552000;16990;18.311; 0.005; 0.988; 0.006; 0.253; 0.009;              ;245.912356;-26.465520
245.91056111;-26.56989000;16991;21.362; 0.031; 1.138; 0.051; 0.387; 0.099;              ;245.910561;-26.569890
245.91078694;-26.55845000;16993;17.807; 0.006; 0.924; 0.007; 0.192; 0.007;              ;245.910787;-26.558450
245.91096694;-26.54929000;16995;18.880; 0.006; 1.088; 0.008; 0.441; 0.017;              ;245.910967;-26.549290
245.91162194;-26.51253000;16996;17.907; 0.005; 0.881; 0.011; 0.183; 0.013;              ;245.911622;-26.512530
245.91203194;-26.48924000;16998;19.890; 0.007; 1.297; 0.015; 1.121; 0.056;              ;245.912032;-26.489240
245.91153389;-26.51834000;16999;19.466; 0.014; 1.091; 0.021; 0.722; 0.030;              ;245.911534;-26.518340
245.91147889;-26.52173000;17001;18.746; 0.011; 1.155; 0.015; 0.598; 0.021;              ;245.911479;-26.521730
245.91145111;-26.52388000;17002;19.562; 0.011; 1.227; 0.018; 0.689; 0.033;              ;245.911451;-26.523880
245.91137111;-26.52875000;17003;18.642; 0.009; 1.021; 0.012; 0.327; 0.015;              ;245.911371;-26.528750
245.91258806;-26.46000000;17007;16.654; 0.003; 0.866; 0.004; 0.171; 0.005;              ;245.912588;-26.460000
245.91171306;-26.51095000;17009;16.634; 0.003; 0.823; 0.004; 0.117; 0.004;              ;245.911713;-26.510950
245.91149194;-26.52465000;17011;15.457; 0.004; 1.100; 0.005; 0.480; 0.006;              ;245.911492;-26.524650
245.91236194;-26.47516000;17015;19.981; 0.007; 1.300; 0.013; 0.994; 0.053;              ;245.912362;-26.475160
245.91077611;-26.56693000;17016;20.094; 0.010; 1.332; 0.019; 0.912; 0.058;              ;245.910776;-26.566930
245.91065111;-26.57526000;17018;21.283; 0.019; 1.636; 0.042;      ;      ;              ;245.910651;-26.575260
245.91110500;-26.55003000;17019;19.393; 0.013; 1.201; 0.019; 0.708; 0.037;              ;245.911105;-26.550030
245.91227000;-26.48396000;17022;16.849; 0.003; 0.844; 0.004; 0.154; 0.006;              ;245.912270;-26.483960
245.91087806;-26.56438000;17026;16.433; 0.004; 1.054; 0.004; 0.395; 0.006;              ;245.910878;-26.564380
245.91074389;-26.57194000;17027;19.611; 0.008; 1.212; 0.012; 0.818; 0.040;              ;245.910744;-26.571940
245.91142306;-26.53567000;17031;18.200; 0.008; 0.909; 0.012; 0.227; 0.011;              ;245.911423;-26.535670
245.91154306;-26.52939000;17032;16.619; 0.007; 0.854; 0.010; 0.155; 0.007;              ;245.911543;-26.529390
245.91141694;-26.53703000;17034;18.757; 0.008; 0.999; 0.013; 0.412; 0.018;              ;245.911417;-26.537030
245.91104111;-26.55915000;17036;18.625; 0.005; 1.037; 0.006; 0.359; 0.012;              ;245.911041;-26.559150
245.91097806;-26.56315000;17040;16.722; 0.003; 0.890; 0.004; 0.190; 0.005;              ;245.910978;-26.563150
245.91265500;-26.46736000;17044;20.195; 0.012; 1.358; 0.022; 1.279; 0.081;              ;245.912655;-26.467360
245.91177306;-26.51879000;17045;19.353; 0.014; 1.064; 0.022; 0.688; 0.032;              ;245.911773;-26.518790
245.91249389;-26.47792000;17046;18.260; 0.011; 0.969; 0.017; 0.213; 0.019;              ;245.912494;-26.477920
245.91171111;-26.52328000;17048;17.673; 0.010; 0.897; 0.013; 0.159; 0.012;              ;245.911711;-26.523280
245.91135306;-26.54381000;17050;17.383; 0.004; 0.896; 0.004; 0.180; 0.005;              ;245.911353;-26.543810
245.91176500;-26.52033000;17053;17.166; 0.004; 0.854; 0.005; 0.124; 0.006;              ;245.911765;-26.520330
245.91119611;-26.55289000;17054;14.419; 0.004; 1.185; 0.006; 0.564; 0.006;              ;245.911196;-26.552890
245.91145194;-26.53878000;17057;14.940; 0.003; 1.109; 0.007; 0.456; 0.007;              ;245.911452;-26.538780
245.91176389;-26.52114000;17060;17.055; 0.014; 0.961; 0.023; 0.157; 0.020;              ;245.911764;-26.521140
245.91184306;-26.51714000;17061;16.618; 0.003; 0.859; 0.004; 0.116; 0.004;              ;245.911843;-26.517140
245.91159306;-26.53223000;17064;14.764; 0.006; 1.109; 0.010; 0.536; 0.009;              ;245.911593;-26.532230
245.91202111;-26.50822000;17066;18.663; 0.005; 1.025; 0.007; 0.315; 0.012;              ;245.912021;-26.508220
245.91181000;-26.52071000;17069;17.098; 0.004; 0.846; 0.005; 0.123; 0.006;              ;245.911810;-26.520710
245.91142000;-26.54777000;17073;19.702; 0.012; 1.235; 0.016;      ;      ;              ;245.911420;-26.547770
245.91137806;-26.55071000;17076;15.998; 0.003; 1.076; 0.004; 0.396; 0.004;              ;245.911378;-26.550710
245.91076611;-26.58625000;17078;20.492; 0.012; 1.430; 0.019; 1.122; 0.098;              ;245.910766;-26.586250
245.91291889;-26.46327000;17079;20.496; 0.009; 0.868; 0.014; 0.164; 0.028;              ;245.912919;-26.463270
245.91117389;-26.56418000;17080;19.228; 0.009; 1.136; 0.017; 0.593; 0.031;              ;245.911174;-26.564180
245.91081111;-26.58490000;17082;21.446; 0.023; 1.164; 0.039;      ;      ;              ;245.910811;-26.584900
245.91143000;-26.55015000;17083;19.163; 0.012; 1.177; 0.017; 0.582; 0.028;              ;245.911430;-26.550150
245.91154194;-26.54428000;17085;18.971; 0.007; 1.091; 0.012; 0.495; 0.020;              ;245.911542;-26.544280
245.91187500;-26.52569000;17088;18.029; 0.007; 0.961; 0.010; 0.190; 0.012;              ;245.911875;-26.525690
245.91274389;-26.47610000;17090;19.563; 0.009; 1.193; 0.013; 0.803; 0.023;              ;245.912744;-26.476100
245.91272111;-26.47778000;17093;16.321; 0.004; 0.965; 0.004; 0.240; 0.004;              ;245.912721;-26.477780
245.91175000;-26.53402000;17095;13.238; 0.005; 1.276; 0.006; 0.868; 0.005;              ;245.911750;-26.534020
245.91245611;-26.49366000;17098;16.667; 0.003; 0.866; 0.004; 0.149; 0.004;              ;245.912456;-26.493660
245.91241111;-26.49673000;17100;17.500; 0.004; 0.878; 0.005; 0.131; 0.007;              ;245.912411;-26.496730
245.91161500;-26.54247000;17101;17.329; 0.004; 0.888; 0.005; 0.185; 0.006;              ;245.911615;-26.542470
245.91166389;-26.54106000;17103;16.701; 0.004; 0.870; 0.005; 0.163; 0.005;              ;245.911664;-26.541060
245.91191500;-26.52673000;17104;16.374; 0.009; 0.965; 0.011; 0.293; 0.007;              ;245.911915;-26.526730
245.91204694;-26.51971000;17108;17.375; 0.003; 0.860; 0.004; 0.109; 0.008;              ;245.912047;-26.519710
245.91285194;-26.47470000;17111;20.308; 0.013; 1.401; 0.021;      ;      ;              ;245.912852;-26.474700
245.91180389;-26.53530000;17113;18.217; 0.005; 0.990; 0.006; 0.209; 0.009;              ;245.911804;-26.535300
245.91225194;-26.51041000;17115;17.678; 0.004; 0.877; 0.005; 0.147; 0.008;              ;245.912252;-26.510410
245.91159000;-26.54925000;17118;17.439; 0.005; 0.889; 0.006; 0.148; 0.006;              ;245.911590;-26.549250
245.91126306;-26.56807000;17119;21.823; 0.035; 1.989; 0.103;      ;      ;              ;245.911263;-26.568070
245.91275389;-26.48314000;17121;15.008; 0.003; 1.114; 0.005; 0.513; 0.006;              ;245.912754;-26.483140
245.91206000;-26.52483000;17124;16.985; 0.011; 0.876; 0.013; 0.146; 0.007;              ;245.912060;-26.524830
245.91220389;-26.51661000;17125;17.593; 0.008; 0.865; 0.010; 0.131; 0.007;              ;245.912204;-26.516610
245.91217389;-26.51833000;17126;17.602; 0.009; 0.889; 0.014; 0.126; 0.012;              ;245.912174;-26.518330
245.91097000;-26.58717000;17127;19.510; 0.008; 1.194; 0.015; 0.689; 0.031;              ;245.910970;-26.587170
245.91206389;-26.52521000;17129;19.111; 0.012; 1.155; 0.019; 0.528; 0.025;              ;245.912064;-26.525210
245.91096806;-26.58788000;17131;16.564; 0.003; 0.917; 0.004; 0.184; 0.006;              ;245.910968;-26.587880
245.91249389;-26.50229000;17135;19.829; 0.008; 1.249; 0.016; 1.006; 0.038;              ;245.912494;-26.502290
245.91211611;-26.52453000;17137;16.681; 0.006; 0.853; 0.008; 0.145; 0.008;              ;245.912116;-26.524530
245.91104500;-26.58553000;17139;18.572; 0.005; 1.033; 0.006; 0.372; 0.013;              ;245.911045;-26.585530
245.91125111;-26.57463000;17141;19.477; 0.006; 1.169; 0.008; 0.729; 0.022;              ;245.911251;-26.574630
245.91146611;-26.56273000;17143;17.816; 0.004; 0.916; 0.006; 0.191; 0.007;              ;245.911466;-26.562730
245.91180389;-26.54361000;17144;18.194; 0.004; 0.975; 0.006; 0.217; 0.009;              ;245.911804;-26.543610
245.91264306;-26.49615000;17148;18.371; 0.005; 0.987; 0.006; 0.230; 0.009;              ;245.912643;-26.496150
245.91274806;-26.49013000;17149;19.098; 0.007; 1.124; 0.010; 0.522; 0.020;              ;245.912748;-26.490130
245.91228694;-26.51760000;17150;18.966; 0.009; 1.052; 0.014; 0.389; 0.023;              ;245.912287;-26.517600
245.91166389;-26.55337000;17152;16.846; 0.006; 0.854; 0.007; 0.144; 0.006;              ;245.911664;-26.553370
245.91283806;-26.48782000;17155;20.114; 0.009; 1.354; 0.015; 1.101; 0.055;              ;245.912838;-26.487820
245.91137306;-26.57256000;17159;22.765; 0.055; 1.940; 0.219;      ;      ;              ;245.911373;-26.572560
245.91178306;-26.54976000;17160;18.399; 0.007; 1.032; 0.008; 0.304; 0.009;              ;245.911783;-26.549760
245.91182389;-26.54781000;17162;17.525; 0.004; 0.890; 0.004; 0.150; 0.006;              ;245.911824;-26.547810
245.91199000;-26.53845000;17165;17.130; 0.005; 0.845; 0.008; 0.154; 0.008;              ;245.911990;-26.538450
245.91250500;-26.50902000;17167;19.573; 0.009; 1.215; 0.014; 0.804; 0.034;              ;245.912505;-26.509020
245.91150611;-26.56682000;17169;17.586; 0.005; 0.906; 0.005; 0.174; 0.006;              ;245.911506;-26.566820
245.91312611;-26.47435000;17171;18.496; 0.005; 0.999; 0.006; 0.327; 0.012;              ;245.913126;-26.474350
245.91303694;-26.47971000;17173;19.953; 0.010; 1.280; 0.015; 0.967; 0.045;              ;245.913037;-26.479710
245.91288000;-26.48929000;17175;20.847; 0.018; 1.566; 0.031;      ;      ;              ;245.912880;-26.489290
245.91285806;-26.49106000;17177;16.582; 0.003; 0.864; 0.004; 0.133; 0.004;              ;245.912858;-26.491060
245.91257194;-26.50778000;17179;19.030; 0.009; 1.090; 0.014; 0.525; 0.019;              ;245.912572;-26.507780
245.91274111;-26.49831000;17182;20.302; 0.015; 1.800; 0.029;      ;      ;              ;245.912741;-26.498310
245.91223500;-26.52743000;17184;17.156; 0.005; 0.879; 0.007; 0.133; 0.009;              ;245.912235;-26.527430
245.91185889;-26.54914000;17185;19.028; 0.012; 1.041; 0.018;      ;      ;              ;245.911859;-26.549140
245.91339194;-26.46134000;17188;20.014; 0.008; 1.281; 0.015; 1.136; 0.068;              ;245.913392;-26.461340
245.91327806;-26.46876000;17193;16.397; 0.004; 0.906; 0.005; 0.209; 0.006;              ;245.913278;-26.468760
245.91275306;-26.49988000;17194;18.997; 0.007; 1.072; 0.012; 0.472; 0.020;              ;245.912753;-26.499880
245.91188806;-26.55012000;17196;17.720; 0.006; 0.936; 0.007; 0.188; 0.009;              ;245.911888;-26.550120
245.91232611;-26.52772000;17200;16.948; 0.012; 0.898; 0.015; 0.125; 0.012;              ;245.912326;-26.527720
245.91183306;-26.55634000;17203;20.041; 0.012; 1.341; 0.018; 1.232; 0.061;              ;245.911833;-26.556340
245.91281194;-26.50026000;17204;17.530; 0.003; 0.876; 0.004; 0.145; 0.005;              ;245.912812;-26.500260
245.91182111;-26.55802000;17205;17.252; 0.004; 0.874; 0.004; 0.163; 0.006;              ;245.911821;-26.558020
245.91244500;-26.52404000;17208;19.435; 0.013; 1.272; 0.020; 0.665; 0.028;              ;245.912445;-26.524040
245.91279889;-26.50459000;17210;17.879; 0.006; 0.880; 0.008; 0.173; 0.011;              ;245.912799;-26.504590
245.91135500;-26.58738000;17212;19.614; 0.011; 1.208; 0.018; 0.840; 0.042;              ;245.911355;-26.587380
245.91167194;-26.56974000;17215;19.435; 0.007; 1.162; 0.011; 0.669; 0.023;              ;245.911672;-26.569740
245.91325889;-26.47920000;17217;19.591; 0.007; 1.200; 0.010; 0.832; 0.030;              ;245.913259;-26.479200
245.91141194;-26.58584000;17218;21.012; 0.021; 1.601; 0.041;      ;      ;              ;245.911412;-26.585840
245.91291611;-26.50108000;17219;21.304; 0.025; 1.682; 0.059;      ;      ;              ;245.912916;-26.501080
245.91182306;-26.56371000;17221;17.565; 0.004; 0.892; 0.005; 0.171; 0.006;              ;245.911823;-26.563710
245.91193611;-26.55890000;17225;19.299; 0.006; 1.121; 0.011; 0.613; 0.019;              ;245.911936;-26.558900
245.91230000;-26.53840000;17228;17.160; 0.006; 0.874; 0.008; 0.128; 0.007;              ;245.912300;-26.538400
245.91263694;-26.52002000;17230;17.187; 0.006; 0.861; 0.007; 0.131; 0.006;              ;245.912637;-26.520020
245.91339500;-26.47658000;17231;18.155; 0.005; 0.940; 0.006; 0.233; 0.008;              ;245.913395;-26.476580
245.91318194;-26.48996000;17233;19.826; 0.008; 1.271; 0.014; 0.953; 0.038;              ;245.913182;-26.489960
245.91137500;-26.59396000;17235;21.150; 0.019; 1.747; 0.038;      ;      ;              ;245.911375;-26.593960
245.91314500;-26.49524000;17239;21.336; 0.021; 1.665; 0.061;      ;      ;              ;245.913145;-26.495240
245.91290806;-26.50915000;17241;19.714; 0.011; 1.265; 0.020; 0.840; 0.042;              ;245.912908;-26.509150
245.91390194;-26.45146000;17242;17.953; 0.004; 0.915; 0.005; 0.200; 0.020;              ;245.913902;-26.451460
245.91317806;-26.49431000;17243;19.027; 0.006; 1.098; 0.008; 0.536; 0.018;              ;245.913178;-26.494310
245.91364806;-26.46702000;17244;20.994; 0.013; 0.910; 0.021; 0.201; 0.056;              ;245.913648;-26.467020
245.91268389;-26.52339000;17246;16.974; 0.016; 0.878; 0.018; 0.178; 0.014;              ;245.912684;-26.523390
245.91332194;-26.48666000;17247;17.533; 0.003; 0.886; 0.004; 0.131; 0.006;              ;245.913322;-26.486660
245.91395194;-26.45028000;17249;18.747; 0.007; 1.020; 0.011;      ;      ;              ;245.913952;-26.450280
245.91203000;-26.56180000;17252;17.051; 0.004; 0.872; 0.004; 0.148; 0.005;              ;245.912030;-26.561800
245.91369306;-26.46612000;17253;20.687; 0.013; 1.504; 0.024;      ;      ;              ;245.913693;-26.466120
245.91255111;-26.53261000;17255;19.135; 0.012; 1.074; 0.020;      ;      ;              ;245.912551;-26.532610
245.91271889;-26.52316000;17258;16.391; 0.011; 0.960; 0.013; 0.266; 0.008;              ;245.912719;-26.523160
245.91317194;-26.49716000;17262;16.251; 0.003; 1.023; 0.004; 0.307; 0.004;              ;245.913172;-26.497160
245.91296306;-26.50972000;17263;19.689; 0.011; 1.225; 0.019; 0.847; 0.039;              ;245.912963;-26.509720
245.91162611;-26.58625000;17265;19.187; 0.006; 1.155; 0.008; 0.603; 0.020;              ;245.911626;-26.586250
245.91289889;-26.51431000;17270;16.034; 0.004; 1.029; 0.005; 0.341; 0.005;              ;245.912899;-26.514310
245.91244500;-26.54317000;17272;20.871; 0.021; 1.695; 0.047;      ;      ;              ;245.912445;-26.543170
245.91321000;-26.49921000;17274;17.177; 0.003; 0.852; 0.004; 0.130; 0.005;              ;245.913210;-26.499210
245.91211500;-26.56226000;17277;17.369; 0.004; 0.879; 0.005; 0.140; 0.006;              ;245.912115;-26.562260
245.91258694;-26.53543000;17278;18.446; 0.007; 0.937; 0.018; 0.304; 0.024;              ;245.912587;-26.535430
245.91201111;-26.56852000;17280;17.954; 0.006; 0.940; 0.007; 0.184; 0.009;              ;245.912011;-26.568520
245.91321194;-26.50170000;17283;19.804; 0.009; 1.273; 0.014; 0.969; 0.039;              ;245.913212;-26.501700
245.91245306;-26.54579000;17286;17.076; 0.004; 0.874; 0.004; 0.161; 0.004;              ;245.912453;-26.545790
245.91281389;-26.52555000;17287;17.682; 0.005; 0.881; 0.007; 0.123; 0.009;              ;245.912814;-26.525550
