#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-10T23:59:19 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-10T23:59:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/349/1278/chip2&-order=I&-out=MPF&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Imag&-out=e_Imag&-out=xpos&-out=ypos&-out=RAdeg&-out=DEdeg&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_73491278
#Name: J/MNRAS/349/1278
#Title: BVI photometry of M22 (Monaco+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/mnras/349/1278	    IVOID of underlying data collection
#INFO	creator=Monaco L.	    First author or institution
#INFO	cites=bibcode:2004MNRAS.349.1278M	    Article or Data origin sources
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/349/1278	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.73491278	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-06-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_349_1278_chip2:
#Name: J/MNRAS/349/1278/chip2
#Title: *Photometry of stars in Chip #2
#Column	_RAJ2000	(F13.9)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F13.9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MPF	(I5)	Star Sequencial Identifier, Cl* NGC 6656 MPF NNNN in Simbad	[ucd=meta.id;meta.main]
#Column	Bmag	(F6.3)	B-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.3)	Formal DAOPHOT errors associated to the B-band magnitude	[ucd=stat.error]
#Column	Vmag	(F6.3)	V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Formal DAOPHOT errors associated to the V-band magnitude	[ucd=stat.error]
#Column	Imag	(F6.3)	I-band magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F6.3)	Formal DAOPHOT errors associated to the I-band magnitude	[ucd=stat.error]
#Column	xpos	(F8.3)	x star coordinates in the pixel coordinate system	[ucd=pos.cartesian.x;instr.det]
#Column	ypos	(F8.3)	y star coordinates in the pixel coordinate system	[ucd=pos.cartesian.y;instr.det]
#Column	RAdeg	(F11.7)	Right Ascension J2000 (decimal degrees)	[ucd=pos.eq.ra;meta.main]
#Column	DEdeg	(F11.7)	Declination J2000 (decimal degrees)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MPF;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag;xpos;ypos;RAdeg;DEdeg
279.145963500;-23.893435600;15355;19.437; 0.010;18.573; 0.011;17.466; 0.013; 396.165;2281.478;279.1459635;-23.8934356
279.110688100;-23.957141700;15356; 0.000; 0.000;18.576; 0.028;17.495; 0.022; 885.782;1319.534;279.1106881;-23.9571417
279.104346200;-24.037990700;15357;19.510; 0.009;18.573; 0.010;17.455; 0.010; 975.812;  97.205;279.1043462;-24.0379907
279.124127900;-23.918675300;15358;19.087; 0.022;18.686; 0.037;17.254; 0.015; 698.845;1900.690;279.1241279;-23.9186753
279.105080400;-23.861422500;15359;19.409; 0.013;18.580; 0.013;17.448; 0.017; 960.424;2767.180;279.1050804;-23.8614225
279.127394900;-23.773999300;15360;19.540; 0.010;18.569; 0.011;17.393; 0.010; 649.039;4088.323;279.1273949;-23.7739993
279.123237100;-23.992909100;15361;19.431; 0.012;18.576; 0.012;17.501; 0.017; 713.511; 778.190;279.1232371;-23.9929091
279.126188400;-23.836612100;15362;19.582; 0.030;18.575; 0.017;17.608; 0.073; 667.738;3141.548;279.1261884;-23.8366121
279.134770300;-23.954238500;15363;19.291; 0.016;18.591; 0.018;17.444; 0.023; 552.914;1362.494;279.1347703;-23.9542385
279.134039600;-23.891888600;15364;19.199; 0.012;18.633; 0.016;17.320; 0.024; 560.963;2305.358;279.1340396;-23.8918886
279.166631700;-23.919344600;15365;19.518; 0.016;18.574; 0.026;17.471; 0.020; 111.368;1888.815;279.1666317;-23.9193446
279.053377800;-23.989657500;15366;19.344; 0.009;18.577; 0.010;17.519; 0.010;1678.490; 829.851;279.0533778;-23.9896575
279.135526600;-23.942952900;15367;19.439; 0.010;18.569; 0.012;17.368; 0.011; 542.091;1533.120;279.1355266;-23.9429529
279.099820300;-23.944142000;15368;19.380; 0.016;18.579; 0.017;17.515; 0.013;1035.576;1516.516;279.0998203;-23.9441420
279.129899300;-23.867142800;15369;19.302; 0.010;18.572; 0.012;17.553; 0.014; 617.402;2679.722;279.1298993;-23.8671428
279.088432200;-23.819748000;15370;19.524; 0.012;18.617; 0.011;17.456; 0.010;1189.479;3397.982;279.0884322;-23.8197480
279.074799700;-23.924513200;15371; 0.000; 0.000;18.576; 0.038;17.493; 0.024;1380.829;1814.226;279.0747997;-23.9245132
279.112909500;-23.982715800;15372; 0.000; 0.000;18.555; 0.087;17.089; 0.010; 855.868; 932.728;279.1129095;-23.9827158
279.110080700;-24.025719400;15373;19.462; 0.013;18.578; 0.013;17.542; 0.017; 896.250; 282.552;279.1100807;-24.0257194
279.115097200;-23.823374800;15374;19.458; 0.009;18.575; 0.010;17.464; 0.010; 820.735;3342.150;279.1150972;-23.8233748
279.144008400;-23.838709400;15375;20.317; 0.011;18.510; 0.010;16.215; 0.008; 421.339;3109.115;279.1440084;-23.8387094
279.031982200;-23.796319700;15376;19.865; 0.010;18.546; 0.010;16.891; 0.008;1969.836;3754.121;279.0319822;-23.7963197
279.157603900;-23.946746400;15377;19.741; 0.010;18.559; 0.010;17.117; 0.009; 237.122;1474.842;279.1576039;-23.9467464
279.118775500;-23.870088500;15378;19.362; 0.016;18.529; 0.018;17.348; 0.015; 771.312;2635.615;279.1187755;-23.8700885
279.098912800;-23.979539900;15379;19.460; 0.009;18.575; 0.011;17.559; 0.011;1049.146; 981.275;279.0989128;-23.9795399
279.060987000;-23.982738000;15380;19.405; 0.010;18.582; 0.011;17.455; 0.013;1573.199; 934.238;279.0609870;-23.9827380
279.040654700;-23.776894300;15381;19.494; 0.011;18.571; 0.012;17.373; 0.012;1849.405;4047.605;279.0406547;-23.7768943
279.166746700;-23.949262400;15382;19.393; 0.011;18.577; 0.012;17.470; 0.012; 110.867;1436.404;279.1667467;-23.9492624
279.035431700;-23.874672000;15383;19.436; 0.014;18.605; 0.015;17.473; 0.015;1923.853;2569.187;279.0354317;-23.8746720
279.029378400;-23.871680200;15384;19.098; 0.010;18.592; 0.013;17.415; 0.010;2007.488;2614.611;279.0293784;-23.8716802
279.087351200;-23.776720800;15385;19.862; 0.010;18.560; 0.010;17.151; 0.009;1203.235;4048.673;279.0873512;-23.7767208
279.137961400;-23.862066800;15386;19.592; 0.014;18.555; 0.017;17.572; 0.018; 505.752;2756.157;279.1379614;-23.8620668
279.117125100;-23.866479100;15387; 0.000; 0.000;18.584; 0.023;17.580; 0.016; 794.021;2690.259;279.1171251;-23.8664791
279.167068200;-23.865842200;15388; 0.000; 0.000;18.576; 0.067;17.435; 0.011; 103.388;2697.845;279.1670682;-23.8658422
279.063144100;-23.942176300;15389; 0.000; 0.000;18.574; 0.071;17.399; 0.024;1542.375;1547.524;279.0631441;-23.9421763
279.081943000;-23.779929000;15390;19.796; 0.019;18.563; 0.015;17.256; 0.013;1278.159;4000.349;279.0819430;-23.7799290
279.040657800;-23.980323600;15391;19.600; 0.012;18.570; 0.011;17.271; 0.011;1854.000; 971.398;279.0406578;-23.9803236
279.108223400;-23.977209300;15392;19.424; 0.010;18.582; 0.012;17.545; 0.011; 920.442;1016.172;279.1082234;-23.9772093
279.169298400;-23.932078600;15393;19.582; 0.011;18.578; 0.012;17.457; 0.010;  74.975;1696.141;279.1692984;-23.9320786
279.029221800;-23.819658700;15394;19.482; 0.009;18.566; 0.009;17.221; 0.011;2008.531;3401.275;279.0292218;-23.8196587
279.059391200;-23.965746600;15395;19.318; 0.009;18.582; 0.010;17.520; 0.010;1594.824;1191.227;279.0593912;-23.9657466
279.099176900;-23.841266000;15396;19.434; 0.009;18.580; 0.011;17.489; 0.011;1041.474;3072.200;279.0991769;-23.8412660
279.113048900;-23.865655000;15397;19.283; 0.013;18.578; 0.019;17.427; 0.017; 850.361;2702.876;279.1130489;-23.8656550
279.078295000;-23.922501700;15398;19.304; 0.026;18.622; 0.032;17.323; 0.019;1332.465;1844.522;279.0782950;-23.9225017
279.107945000;-23.890498000;15399; 0.000; 0.000;18.714; 0.045;17.342; 0.033; 921.684;2327.400;279.1079450;-23.8904980
279.067323100;-24.020817100;15400;19.430; 0.009;18.580; 0.010;17.494; 0.010;1486.640; 358.210;279.0673231;-24.0208171
279.135751000;-23.979348500;15401;19.344; 0.009;18.580; 0.010;17.494; 0.010; 540.191; 982.751;279.1357510;-23.9793485
279.165444900;-23.862175700;15402;19.358; 0.009;18.585; 0.012;17.514; 0.013; 125.702;2753.359;279.1654449;-23.8621757
279.104354600;-23.809513700;15403;19.485; 0.009;18.581; 0.010;17.494; 0.011; 968.921;3552.162;279.1043546;-23.8095137
279.148818900;-24.035833400;15404;19.906; 0.014;18.555; 0.013;16.988; 0.010; 361.593; 128.073;279.1488189;-24.0358334
279.085977400;-23.863944800;15405;19.285; 0.011;18.573; 0.012;17.299; 0.017;1224.659;2729.733;279.0859774;-23.8639448
279.124514200;-23.968814800;15406; 0.000; 0.000;18.576; 0.018;17.399; 0.023; 695.102;1142.484;279.1245142;-23.9688148
279.056704000;-23.883445700;15407;19.549; 0.013;18.585; 0.014;17.511; 0.027;1629.935;2435.842;279.0567040;-23.8834457
279.110597300;-23.887034900;15408; 0.000; 0.000;18.556; 0.101;16.995; 0.051; 884.910;2379.669;279.1105973;-23.8870349
279.090533200;-23.880272300;15409; 0.000; 0.000;18.564; 0.131;17.144; 0.055;1162.120;2482.670;279.0905332;-23.8802723
279.121952100;-23.904274200;15410; 0.000; 0.000;18.578; 0.092;17.416; 0.062; 728.466;2118.544;279.1219521;-23.9042742
279.072558300;-23.979451400;15411;19.362; 0.011;18.583; 0.011;17.512; 0.011;1413.251; 983.547;279.0725583;-23.9794514
279.076826000;-23.957762500;15412;19.447; 0.013;18.576; 0.020;17.539; 0.014;1353.710;1311.372;279.0768260;-23.9577625
279.145004400;-24.010963500;15413;19.344; 0.011;18.577; 0.015;17.470; 0.014; 413.424; 504.304;279.1450044;-24.0109635
279.171286700;-23.849034900;15414;19.533; 0.009;18.573; 0.010;17.316; 0.012;  44.434;2951.817;279.1712867;-23.8490349
279.037602600;-24.018893300;15415;19.675; 0.015;18.576; 0.014;17.396; 0.023;1897.076; 388.256;279.0376026;-24.0188933
279.089298800;-23.899655700;15416;19.970; 0.051;18.468; 0.062;17.378; 0.038;1179.731;2189.604;279.0892988;-23.8996557
279.042434800;-23.937419000;15417;19.428; 0.015;18.612; 0.017;17.471; 0.016;1828.463;1620.130;279.0424348;-23.9374190
279.122145700;-23.967228900;15418;19.401; 0.010;18.581; 0.012;17.533; 0.012; 727.777;1166.558;279.1221457;-23.9672289
279.098393300;-23.879755300;15419; 0.000; 0.000;18.705; 0.026;17.223; 0.023;1053.428;2490.203;279.0983933;-23.8797553
279.108091700;-23.802203600;15420;19.664; 0.096;18.581; 0.070;17.461; 0.010; 917.003;3662.565;279.1080917;-23.8022036
279.031783900;-23.975174400;15421;19.303; 0.009;18.610; 0.010;17.599; 0.012;1976.486;1049.533;279.0317839;-23.9751744
279.043842400;-23.960955000;15422;19.441; 0.011;18.602; 0.013;17.533; 0.018;1809.555;1264.183;279.0438424;-23.9609550
279.136283700;-24.012213900;15423;19.358; 0.009;18.590; 0.010;17.500; 0.010; 533.919; 485.752;279.1362837;-24.0122139
279.152942500;-23.967317100;15424;19.353; 0.013;18.584; 0.014;17.508; 0.019; 302.257;1163.977;279.1529425;-23.9673171
279.090672100;-23.848103700;15425;19.373; 0.010;18.584; 0.011;17.520; 0.011;1159.294;2969.111;279.0906721;-23.8481037
279.138304800;-23.939050600;15426;19.503; 0.012;18.578; 0.015;17.383; 0.017; 503.567;1592.017;279.1383048;-23.9390506
279.063889300;-23.865795600;15427;19.409; 0.013;18.586; 0.014;17.512; 0.017;1530.145;2702.505;279.0638893;-23.8657956
279.047579700;-24.002591900;15428;19.402; 0.009;18.585; 0.010;17.510; 0.009;1758.894; 634.448;279.0475797;-24.0025919
279.156094700;-23.906344500;15429;19.601; 0.022;18.594; 0.028;17.676; 0.017; 256.556;2085.851;279.1560947;-23.9063445
279.057634500;-23.930103300;15430;19.308; 0.009;18.581; 0.013;17.458; 0.010;1618.219;1730.270;279.0576345;-23.9301033
279.173752800;-23.940934500;15431;19.438; 0.009;18.587; 0.010;17.526; 0.010;  13.740;1562.030;279.1737528;-23.9409345
279.164982100;-23.835803800;15432;19.499; 0.016;18.576; 0.022;17.462; 0.026; 131.147;3152.170;279.1649821;-23.8358038
279.145875100;-24.021864900;15433;19.606; 0.010;18.579; 0.012;17.386; 0.010; 401.769; 339.422;279.1458751;-24.0218649
279.143198100;-23.973042500;15434;19.438; 0.010;18.586; 0.012;17.512; 0.011; 437.091;1077.804;279.1431981;-23.9730425
279.071630100;-23.775019300;15435;19.420; 0.009;18.611; 0.010;17.459; 0.010;1420.733;4074.950;279.0716301;-23.7750193
279.037623200;-24.041549500;15436;19.447; 0.009;18.597; 0.009;17.510; 0.009;1897.301;  45.658;279.0376232;-24.0415495
279.122355200;-24.021523400;15437;19.756; 0.012;18.520; 0.014;16.913; 0.016; 726.597; 345.530;279.1223552;-24.0215234
279.081927300;-23.903305700;15438; 0.000; 0.000;18.585; 0.101;17.499; 0.024;1281.737;2134.672;279.0819273;-23.9033057
279.081572300;-23.902498500;15439;19.445; 0.021;18.571; 0.023;17.179; 0.018;1286.622;2146.890;279.0815723;-23.9024985
279.121280700;-23.890858900;15440;19.258; 0.028;18.742; 0.062;17.315; 0.027; 737.325;2321.433;279.1212807;-23.8908589
279.100906700;-23.945289800;15441;19.428; 0.012;18.575; 0.015;17.487; 0.011;1020.595;1499.119;279.1009067;-23.9452898
279.067624000;-23.942907900;15442;19.261; 0.012;18.582; 0.016;17.398; 0.012;1480.483;1536.312;279.0676240;-23.9429079
279.109905300;-23.957250900;15443;19.413; 0.012;18.586; 0.012;17.521; 0.012; 896.602;1317.911;279.1099053;-23.9572509
279.130581800;-23.959486600;15444;19.529; 0.013;18.584; 0.014;17.468; 0.017; 610.963;1283.301;279.1305818;-23.9594866
279.145187500;-23.874435600;15445;19.264; 0.010;18.581; 0.011;17.410; 0.011; 406.247;2568.823;279.1451875;-23.8744356
279.100638800;-23.971075100;15446;19.340; 0.018;18.593; 0.013;17.402; 0.017;1025.052;1109.214;279.1006388;-23.9710751
279.163238100;-23.988045700;15447;19.916; 0.010;18.563; 0.010;17.056; 0.009; 160.748; 850.090;279.1632381;-23.9880457
279.065120900;-23.882773200;15448;19.664; 0.014;18.530; 0.018;17.488; 0.014;1513.546;2445.734;279.0651209;-23.8827732
279.109640500;-23.894580600;15449; 0.000; 0.000;18.585; 0.109;17.473; 0.026; 898.367;2265.600;279.1096405;-23.8945806
279.146336700;-23.967119900;15450;19.508; 0.013;18.587; 0.014;17.522; 0.013; 393.523;1167.235;279.1463367;-23.9671199
279.058705500;-24.006583800;15451;19.477; 0.011;18.587; 0.013;17.493; 0.015;1605.309; 573.726;279.0587055;-24.0065838
279.070849500;-23.943069300;15452;19.363; 0.012;18.515; 0.015;17.427; 0.015;1435.911;1533.762;279.0708495;-23.9430693
279.090824400;-23.978581600;15453;19.497; 0.011;18.585; 0.013;17.480; 0.016;1160.866; 996.060;279.0908244;-23.9785816
279.051369900;-23.867129700;15454;19.420; 0.009;18.583; 0.011;17.454; 0.012;1703.294;2682.741;279.0513699;-23.8671297
279.084620100;-23.861660600;15455;19.355; 0.011;18.601; 0.014;17.434; 0.014;1243.365;2764.323;279.0846201;-23.8616606
279.144034100;-23.877186400;15456;19.583; 0.018;18.625; 0.019;17.729; 0.019; 422.288;2527.274;279.1440341;-23.8771864
279.089400200;-23.855568700;15457;19.411; 0.015;18.586; 0.089;17.475; 0.016;1177.093;2856.273;279.0894002;-23.8555687
279.084302000;-23.966277600;15458;19.592; 0.018;18.606; 0.019;17.500; 0.032;1250.640;1182.349;279.0843020;-23.9662776
279.124533900;-24.022325200;15459;19.823; 0.012;18.583; 0.018;17.414; 0.024; 696.532; 333.321;279.1245339;-24.0223252
279.051018800;-23.985774800;15460;19.586; 0.020;18.598; 0.027;17.708; 0.018;1710.986; 888.640;279.0510188;-23.9857748
279.116619700;-23.844287600;15461; 0.000; 0.000;18.617; 0.014;17.449; 0.013; 800.323;3025.853;279.1166197;-23.8442876
279.090414200;-23.934578200;15462; 0.000; 0.000;18.582; 0.022;17.399; 0.017;1165.295;1661.478;279.0904142;-23.9345782
279.158601600;-23.827676400;15463;19.706; 0.010;18.576; 0.012;17.300; 0.012; 219.110;3275.344;279.1586016;-23.8276764
279.148605700;-23.958142400;15464;19.407; 0.012;18.594; 0.012;17.514; 0.013; 361.863;1302.894;279.1486057;-23.9581424
279.143193200;-23.939862600;15465;19.472; 0.010;18.587; 0.010;17.500; 0.010; 436.035;1579.538;279.1431932;-23.9398626
279.067594000;-24.042897300;15466;19.573; 0.009;18.584; 0.009;17.431; 0.011;1483.466;  24.313;279.0675940;-24.0428973
279.049958900;-23.828855900;15467;19.734; 0.011;18.578; 0.012;17.071; 0.008;1721.895;3261.555;279.0499589;-23.8288559
279.128867200;-23.864544600;15468; 0.000; 0.000;18.573; 0.139;17.208; 0.043; 631.590;2719.052;279.1288672;-23.8645446
279.143054100;-23.926099100;15469;19.393; 0.021;18.585; 0.077;17.443; 0.021; 437.492;1787.672;279.1430541;-23.9260991
279.141844700;-23.880740800;15470;19.487; 0.013;18.587; 0.014;17.487; 0.017; 452.680;2473.615;279.1418447;-23.8807408
279.135309200;-23.844615800;15471;19.912; 0.014;18.578; 0.017;17.284; 0.016; 541.851;3020.154;279.1353092;-23.8446158
279.162630400;-23.825040100;15472;19.587; 0.009;18.580; 0.010;17.328; 0.013; 163.288;3315.038;279.1626304;-23.8250401
279.137957400;-23.931551800;15473;19.365; 0.011;18.568; 0.013;17.500; 0.017; 508.118;1705.426;279.1379574;-23.9315518
279.058746400;-23.887834800;15474;19.165; 0.012;18.563; 0.015;17.327; 0.012;1601.806;2369.404;279.0587464;-23.8878348
279.076726100;-23.943677200;15475;19.534; 0.013;18.588; 0.018;17.577; 0.012;1354.715;1524.369;279.0767261;-23.9436772
279.030503600;-23.919504600;15476;19.541; 0.010;18.599; 0.011;17.349; 0.010;1992.967;1891.390;279.0305036;-23.9195046
279.145271100;-23.968775400;15477; 0.000; 0.000;18.597; 0.016;17.636; 0.011; 408.304;1142.245;279.1452711;-23.9687754
279.091356200;-23.827304100;15478;19.464; 0.009;18.585; 0.010;17.402; 0.010;1149.245;3283.615;279.0913562;-23.8273041
279.072223300;-23.872421300;15479;19.503; 0.016;18.584; 0.024;17.424; 0.020;1415.076;2602.032;279.0722233;-23.8724213
279.117631800;-23.846983800;15480; 0.000; 0.000;18.587; 0.020;17.522; 0.018; 786.408;2985.043;279.1176318;-23.8469838
279.044844300;-23.971880000;15481; 0.000; 0.000;18.587; 0.017;17.398; 0.015;1795.964;1098.948;279.0448443;-23.9718800
279.122417100;-23.914362900;15482; 0.000; 0.000;18.667; 0.029;17.335; 0.022; 722.356;1965.968;279.1224171;-23.9143629
279.060985400;-24.031950100;15483;19.546; 0.009;18.592; 0.010;17.477; 0.010;1574.451; 190.072;279.0609854;-24.0319501
279.043025100;-23.963368900;15484;19.438; 0.009;18.666; 0.011;17.516; 0.010;1820.904;1227.707;279.0430251;-23.9633689
279.053842000;-23.859806000;15485;19.389; 0.009;18.590; 0.010;17.473; 0.011;1668.933;2793.408;279.0538420;-23.8598060
279.140098900;-23.817380100;15486;19.481; 0.009;18.587; 0.010;17.428; 0.010; 474.696;3431.813;279.1400989;-23.8173801
279.050300500;-24.038621600;15487; 0.000; 0.000;18.590; 0.013;17.485; 0.017;1722.169;  89.536;279.0503005;-24.0386216
279.144248300;-23.893457100;15488;19.403; 0.011;18.604; 0.013;17.464; 0.014; 419.879;2281.224;279.1442483;-23.8934571
279.173247300;-23.904110800;15489;19.423; 0.009;18.588; 0.010;17.424; 0.011;  19.361;2118.887;279.1732473;-23.9041108
279.121406800;-23.868034100;15490;19.707; 0.018;18.644; 0.017;17.487; 0.023; 734.863;2666.579;279.1214068;-23.8680341
279.064643400;-23.946898700;15491;19.595; 0.016;18.578; 0.019;17.245; 0.011;1521.775;1476.065;279.0646434;-23.9468987
279.061964300;-23.908190700;15492;19.396; 0.014;18.593; 0.021;17.539; 0.024;1557.827;2061.483;279.0619643;-23.9081907
279.109326700;-24.001208000;15493;19.437; 0.009;18.592; 0.010;17.533; 0.009; 905.923; 653.232;279.1093267;-24.0012080
279.076960500;-23.781867400;15494;19.465; 0.010;18.592; 0.010;17.485; 0.011;1347.155;3971.211;279.0769605;-23.7818674
279.117040100;-24.041447300;15495;19.836; 0.009;18.564; 0.010;17.130; 0.009; 800.623;  44.455;279.1170401;-24.0414473
279.032335600;-24.006261200;15496;19.442; 0.012;18.594; 0.013;17.487; 0.018;1969.545; 579.434;279.0323356;-24.0062612
279.083606100;-24.034460100;15497;19.482; 0.010;18.596; 0.009;17.583; 0.012;1262.125; 151.345;279.0836061;-24.0344601
279.038121400;-23.836623300;15498;19.429; 0.014;18.592; 0.014;17.454; 0.013;1885.806;3144.468;279.0381214;-23.8366233
279.087259000;-23.805459300;15499;19.654; 0.009;18.583; 0.010;17.347; 0.011;1205.310;3614.095;279.0872590;-23.8054593
279.117194200;-23.858481900;15500;19.319; 0.013;18.608; 0.017;17.491; 0.015; 792.818;2811.187;279.1171942;-23.8584819
279.148090900;-24.032901600;15501;19.645; 0.009;18.580; 0.010;17.283; 0.009; 371.546; 172.438;279.1480909;-24.0329016
279.082618900;-23.949026600;15502;19.509; 0.011;18.587; 0.011;17.408; 0.014;1273.424;1443.272;279.0826189;-23.9490266
279.039114200;-23.956820800;15503;19.539; 0.010;18.646; 0.013;17.600; 0.011;1874.794;1326.846;279.0391142;-23.9568208
279.086004400;-23.847709000;15504;19.698; 0.013;18.594; 0.020;17.711; 0.013;1223.837;2975.246;279.0860044;-23.8477090
279.158476600;-23.870389700;15505;19.400; 0.010;18.591; 0.011;17.483; 0.011; 222.354;2629.448;279.1584766;-23.8703897
279.137845700;-23.803388700;15506;19.601; 0.014;18.595; 0.015;17.536; 0.017; 505.400;3643.482;279.1378457;-23.8033887
279.089187100;-23.989139200;15507;19.482; 0.009;18.594; 0.011;17.513; 0.014;1183.783; 836.472;279.0891871;-23.9891392
279.041592400;-23.902950200;15508;19.424; 0.010;18.588; 0.010;17.415; 0.012;1839.317;2141.382;279.0415924;-23.9029502
279.046688400;-23.975802000;15509;19.472; 0.012;18.646; 0.013;17.663; 0.010;1770.577;1039.583;279.0466884;-23.9758020
279.080072300;-23.874217600;15510;19.298; 0.014;18.589; 0.017;17.434; 0.015;1306.594;2574.598;279.0800723;-23.8742176
279.052722900;-23.937155700;15511;19.403; 0.010;18.594; 0.011;17.422; 0.011;1686.272;1623.786;279.0527229;-23.9371557
279.077435100;-24.041824700;15512;19.589; 0.009;18.615; 0.012;17.488; 0.011;1347.543;  40.197;279.0774351;-24.0418247
279.049047800;-23.860972300;15513;19.401; 0.009;18.588; 0.010;17.418; 0.011;1735.258;2775.926;279.0490478;-23.8609723
279.140147000;-23.823690500;15514;19.977; 0.014;18.569; 0.012;17.034; 0.011; 474.242;3336.386;279.1401470;-23.8236905
279.122561200;-23.974610600;15515;19.337; 0.010;18.583; 0.011;17.467; 0.011; 722.269;1054.918;279.1225612;-23.9746106
279.134536600;-23.916427500;15516; 0.000; 0.000;18.591; 0.015;17.445; 0.026; 554.899;1934.268;279.1345366;-23.9164275
279.125947300;-23.938982500;15517;19.463; 0.013;18.564; 0.012;17.530; 0.016; 674.347;1593.541;279.1259473;-23.9389825
279.042956800;-23.839245800;15518;19.720; 0.011;18.586; 0.013;17.354; 0.010;1818.987;3104.662;279.0429568;-23.8392458
279.140599700;-24.006316900;15519;19.682; 0.017;18.596; 0.017;17.535; 0.018; 474.108; 574.749;279.1405997;-24.0063169
279.141110100;-23.916273400;15520;19.412; 0.011;18.586; 0.014;17.343; 0.010; 464.032;1936.332;279.1411101;-23.9162734
279.130678900;-23.935481700;15521; 0.000; 0.000;18.601; 0.062;17.627; 0.024; 608.841;1646.291;279.1306789;-23.9354817
279.083574800;-23.933626500;15522; 0.000; 0.000;18.518; 0.032;17.250; 0.033;1259.793;1676.112;279.0835748;-23.9336265
279.169654800;-23.865915600;15523; 0.000; 0.000;18.599; 0.017;17.515; 0.019;  67.622;2696.623;279.1696548;-23.8659156
279.133417900;-23.852606700;15524;19.547; 0.011;18.671; 0.016;17.419; 0.010; 568.271;2899.394;279.1334179;-23.8526067
279.087515200;-23.808752200;15525;19.808; 0.009;18.577; 0.011;17.159; 0.009;1201.857;3564.291;279.0875152;-23.8087522
279.042648500;-23.868349200;15526;19.393; 0.010;18.589; 0.010;17.410; 0.010;1823.920;2664.576;279.0426485;-23.8683492
279.081006900;-23.944638300;15527;19.304; 0.015;18.589; 0.016;17.409; 0.013;1295.582;1509.686;279.0810069;-23.9446383
279.056779900;-23.792048400;15528;19.440; 0.009;18.593; 0.009;17.464; 0.010;1626.644;3817.933;279.0567799;-23.7920484
279.095931400;-23.933870400;15529;19.453; 0.013;18.646; 0.018;17.477; 0.016;1089.023;1671.982;279.0959314;-23.9338704
279.153353100;-23.979401400;15530;19.431; 0.009;18.597; 0.010;17.516; 0.010; 297.006; 981.226;279.1533531;-23.9794014
279.084198100;-23.849686000;15531;19.362; 0.010;18.595; 0.012;17.501; 0.013;1248.872;2945.414;279.0841981;-23.8496860
279.057247700;-23.899974100;15532;19.239; 0.013;18.587; 0.058;17.348; 0.016;1622.824;2185.887;279.0572477;-23.8999741
279.116319500;-24.028394200;15533;19.497; 0.010;18.593; 0.010;17.465; 0.013; 810.170; 241.867;279.1163195;-24.0283942
279.140577100;-23.898970200;15534;19.568; 0.013;18.581; 0.012;17.287; 0.019; 470.819;2198.007;279.1405771;-23.8989702
279.028941500;-23.804217700;15535;19.601; 0.016;18.605; 0.015;17.521; 0.022;2012.076;3634.780;279.0289415;-23.8042177
279.082542700;-23.861772200;15536;19.495; 0.012;18.591; 0.014;17.412; 0.016;1272.096;2762.708;279.0825427;-23.8617722
279.055040800;-23.886672900;15537;19.366; 0.011;18.561; 0.012;17.440; 0.012;1653.009;2387.095;279.0550408;-23.8866729
279.046484400;-23.835799000;15538;19.611; 0.010;18.585; 0.010;17.291; 0.010;1770.116;3156.673;279.0464844;-23.8357990
