#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-11T00:19:26 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-11T00:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PASP/116/1012/cat1&-order=I&-out=n_SMV&-out=SMV&-out=Umag&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Rmag&-out=e_Rmag&-out=Imag&-out=Memb&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61161012
#Name: J/PASP/116/1012
#Title: A star catalog for the open cluster NGC 188 (Stetson+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/pasp/116/1012	    IVOID of underlying data collection
#INFO	creator=Stetson P.B.	    First author or institution
#INFO	cites=bibcode:2004PASP..116.1012S	    Article or Data origin sources
#INFO	editor=Publications of the Astronomical Society of the Pacific	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/116/1012	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61161012	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_116_1012_cat1:
#Name: J/PASP/116/1012/cat1
#Title: Original photometry merged with previously published photometry and memberships
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_SMV	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV	(I7)	Sequential ID number	[ucd=meta.id;meta.main]
#Column	Umag	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	Imag	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	Memb	(I3)	? Mean membership probability in %	[ucd=stat]
#Column	RAJ2000	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;n_SMV;SMV;Umag;Bmag;e_Bmag;Vmag;e_Vmag;Rmag;e_Rmag;Imag;Memb;RAJ2000;DEJ2000
012.1139167;+85.7529444;x;   8425;      ;19.420;0.0175;18.708;0.0166;      ;      ;      ;   ;00 48 27.34;+85 45 10.6
012.0960833;+85.3840833;0;   8427;      ;18.676;0.0107;17.616;0.0096;17.000;0.0126;16.413;  0;00 48 23.06;+85 23 02.7
012.0927500;+85.3018333;0;   8428;      ;22.377;0.0242;20.780;0.0133;19.714;0.0183;18.452;   ;00 48 22.26;+85 18 06.6
012.1025833;+85.4962778;x;   8429;      ;22.214;0.0150;20.712;0.0181;      ;      ;      ;   ;00 48 24.62;+85 29 46.6
012.0930417;+85.2979444;0;   8430;16.897;16.677;0.0086;15.976;0.0091;15.572;0.0118;15.154; 91;00 48 22.33;+85 17 52.6
012.0919583;+85.2517500;0;   8433;      ;22.767;0.0519;21.166;0.0205;20.115;0.0253;18.788;   ;00 48 22.07;+85 15 06.3
012.0782500;+84.9449444;x;   8434;      ;20.846;0.0217;20.753;0.0335;      ;      ;      ;   ;00 48 18.78;+84 56 41.8
012.1042917;+85.4906389;x;   8435;      ;20.521;0.0170;19.336;0.0155;      ;      ;      ;  0;00 48 25.03;+85 29 26.3
012.0805000;+84.9865556;x;   8436;      ;      ;      ;21.573;0.0150;      ;      ;      ;   ;00 48 19.32;+84 59 11.6
012.0945417;+85.2652500;0;   8439;17.498;17.089;0.0137;16.141;0.0129;15.565;0.0182;15.055; 76;00 48 22.69;+85 15 54.9
012.0940417;+85.2173611;0;   8441;16.999;16.763;0.0089;16.054;0.0108;15.626;0.0214;15.259; 96;00 48 22.57;+85 13 02.5
012.1200833;+85.6974444;x;   8442;      ;19.901;0.0181;18.799;0.0152;      ;      ;      ;  0;00 48 28.82;+85 41 50.8
012.0984167;+85.2544167;0;   8444;16.730;16.294;0.0079;15.499;0.0087;15.029;0.0117;14.608;  0;00 48 23.62;+85 15 15.9
012.1182917;+85.6213611;x;   8445;      ;20.351;0.0417;19.267;0.0474;      ;      ;      ;   ;00 48 28.39;+85 37 16.9
012.1272083;+85.7640278;x;   8446;      ;20.006;0.0170;18.925;0.0168;      ;      ;      ;  5;00 48 30.53;+85 45 50.5
012.0866250;+84.9760556;x;   8448;      ;18.319;0.0167;17.601;0.0178;      ;      ;      ;  3;00 48 20.79;+84 58 33.8
012.0982083;+85.1989444;0;   8449;      ;22.957;0.0865;21.202;0.0256;20.135;0.0209;18.784;   ;00 48 23.57;+85 11 56.2
012.0990833;+85.1919444;0;   8451;      ;20.535;0.0115;19.203;0.0106;18.354;0.0154;17.675; 74;00 48 23.78;+85 11 31.0
012.1012083;+85.2351111;0;   8452;      ;22.273;0.0181;21.230;0.0155;20.540;0.0198;19.959; 30;00 48 24.29;+85 14 06.4
012.1002083;+85.2101111;0;   8453;      ;19.936;0.0106;18.714;0.0101;17.921;0.0135;17.311; 89;00 48 24.05;+85 12 36.4
012.1335417;+85.7579167;x;   8458;      ;21.178;0.0204;19.914;0.0179;      ;      ;      ;  1;00 48 32.05;+85 45 28.5
012.1060417;+85.2430556;0;   8461;      ;18.826;0.0091;17.643;0.0092;16.866;0.0126;16.219; 73;00 48 25.45;+85 14 35.0
012.1009583;+85.1415000;0;   8462;      ;20.328;0.0136;19.335;0.0109;18.695;0.0153;18.136;  0;00 48 24.23;+85 08 29.4
012.1223750;+85.5254444;x;   8463;      ;17.175;0.0158;16.334;0.0152;      ;      ;      ;  0;00 48 29.37;+85 31 31.6
012.1190000;+85.4508611;0;   8464;      ;14.923;0.0171;14.173;0.0151;      ;      ;      ;  0;00 48 28.56;+85 27 03.1
012.1150833;+85.3799444;0;   8466;      ;20.339;0.0136;19.495;0.0111;19.023;0.0173;18.544; 25;00 48 27.62;+85 22 47.8
012.1362917;+85.7389722;x;   8467;      ;21.960;0.0275;20.428;0.0200;      ;      ;      ;   ;00 48 32.71;+85 44 20.3
012.1085833;+85.2065278;0;   8471;      ;18.231;0.0103;16.913;0.0113;16.065;0.0216;15.410;  0;00 48 26.06;+85 12 23.5
012.1157500;+85.3343333;0;   8472;18.087;17.629;0.0096;16.787;0.0093;16.285;0.0120;15.800; 96;00 48 27.78;+85 20 03.6
012.1267083;+85.5262222;x;   8473;      ;16.927;0.0157;16.367;0.0151;      ;      ;      ;  0;00 48 30.41;+85 31 34.4
012.1186667;+85.3542500;0;   8476;      ;19.296;0.0112;18.614;0.0102;18.192;0.0137;17.747;  0;00 48 28.48;+85 21 15.3
012.1353333;+85.6237778;x;   8479;      ;18.123;0.0163;17.217;0.0162;      ;      ;      ;  0;00 48 32.48;+85 37 25.6
012.1107917;+85.1765000;0;   8480;17.210;17.017;0.0105;16.280;0.0113;15.854;0.0186;15.452; 98;00 48 26.59;+85 10 35.4
012.1145833;+85.2425000;0;   8481;      ;21.630;0.0209;19.775;0.0181;18.749;0.0183;17.596;   ;00 48 27.50;+85 14 33.0
012.1036667;+85.0207778;x;   8483;      ;19.577;0.0162;18.864;0.0156;      ;      ;      ;  0;00 48 24.88;+85 01 14.8
012.1177917;+85.2906111;0;   8484;      ;20.035;0.0114;19.029;0.0103;18.414;0.0143;17.849;  0;00 48 28.27;+85 17 26.2
012.1281250;+85.4636667;x;   8485;      ;19.891;0.0157;19.186;0.0154;      ;      ;      ;  0;00 48 30.75;+85 27 49.2
012.1055000;+85.0218889;x;   8486;      ;18.182;0.0157;16.984;0.0154;      ;      ;      ;  0;00 48 25.32;+85 01 18.8
012.1223750;+85.3424167;0;   8487;13.797;13.781;0.0097;13.209;0.0108;12.837;0.0174;12.513;  0;00 48 29.37;+85 20 32.7
012.1065833;+85.0344722;x;   8488;      ;16.096;0.0164;15.288;0.0152;      ;      ;      ;  0;00 48 25.58;+85 02 04.1
012.1066250;+85.0337222;x;   8489;      ;      ;      ;20.462;0.0150;      ;      ;      ;  0;00 48 25.59;+85 02 01.4
012.1449583;+85.7064167;x;   8492;      ;22.055;0.0150;20.751;0.0171;      ;      ;      ;   ;00 48 34.79;+85 42 23.1
012.1143333;+85.1673889;0;   8495;      ;18.810;0.0101;17.782;0.0094;17.165;0.0135;16.629; 88;00 48 27.44;+85 10 02.6
012.1433333;+85.6708889;x;   8496;      ;19.529;0.0170;18.202;0.0159;      ;      ;      ;  0;00 48 34.40;+85 40 15.2
012.1142500;+85.1293611;0;   8498;17.760;17.444;0.0092;16.667;0.0091;16.210;0.0121;15.759; 48;00 48 27.42;+85 07 45.7
012.1209583;+85.2429167;0;   8502;      ;18.600;0.0088;17.650;0.0092;17.070;0.0131;16.589; 98;00 48 29.03;+85 14 34.5
012.1194583;+85.2027500;0;   8503;      ;19.181;0.0097;18.110;0.0098;17.457;0.0135;16.920; 76;00 48 28.67;+85 12 09.9
012.1212500;+85.2216667;0;   8505;      ;22.773;0.0527;21.185;0.0230;20.212;0.0198;18.983;   ;00 48 29.10;+85 13 18.0
012.1279167;+85.3406944;0;   8506;      ;      ;      ;      ;      ;      ;      ;      ;  0;00 48 30.70;+85 20 26.5
012.1526250;+85.6913333;x;   8508;      ;15.010;0.0179;14.375;0.0171;      ;      ;      ;  0;00 48 36.63;+85 41 28.8
012.1427917;+85.5301944;x;   8509;      ;21.819;0.0181;20.699;0.0177;      ;      ;      ;   ;00 48 34.27;+85 31 48.7
012.1169167;+85.0344167;x;   8511;      ;21.451;0.0150;19.766;0.0164;      ;      ;      ;  0;00 48 28.06;+85 02 03.9
012.1291250;+85.2607778;0;   8512;15.891;15.622;0.0079;14.925;0.0087;14.507;0.0118;14.116; 85;00 48 30.99;+85 15 38.8
012.1520833;+85.6234167;x;   8514;      ;      ;      ;19.950;0.0150;      ;      ;      ;   ;00 48 36.50;+85 37 24.3
012.1375833;+85.3867778;0;   8515;15.909;15.726;0.0094;15.036;0.0093;14.641;0.0115;14.221; 81;00 48 33.02;+85 23 12.4
012.1122083;+84.8550556;x;   8517;      ;20.936;0.0234;20.056;0.0164;      ;      ;      ;   ;00 48 26.93;+84 51 18.2
012.1249583;+85.1008333;0;   8518;      ;      ;      ;22.023;0.0150;      ;      ;      ;   ;00 48 29.99;+85 06 03.0
012.1603333;+85.6790556;x;   8519;      ;18.739;0.0172;17.781;0.0158;      ;      ;      ;  0;00 48 38.48;+85 40 44.6
012.1437917;+85.4164444;0;   8521;      ;19.122;0.0118;17.602;0.0102;16.548;0.0122;15.362;  0;00 48 34.51;+85 24 59.2
012.1432083;+85.3956667;0;   8522;      ;20.459;0.0976;19.610;0.0506;      ;      ;      ;   ;00 48 34.37;+85 23 44.4
012.1665417;+85.7425000;x;   8523;      ;16.346;0.0168;15.796;0.0159;      ;      ;      ;  0;00 48 39.97;+85 44 33.0
012.1305000;+85.1611111;0;   8524;16.719;16.518;0.0105;15.825;0.0113;15.396;0.0187;15.011; 81;00 48 31.32;+85 09 40.0
012.1597500;+85.6059722;x;   8527;      ;19.063;0.0165;18.080;0.0153;      ;      ;      ;  0;00 48 38.34;+85 36 21.5
012.1308333;+85.1157778;0;   8528;      ;21.843;0.0171;20.658;0.0140;19.885;0.0235;19.244;  0;00 48 31.40;+85 06 56.8
012.1185417;+84.8757778;x;   8529;      ;19.713;0.0158;18.429;0.0171;      ;      ;      ;   ;00 48 28.45;+84 52 32.8
012.1421250;+85.3087500;0;   8531;      ;21.843;0.0204;20.266;0.0119;19.260;0.0169;18.215;  0;00 48 34.11;+85 18 31.5
012.1544583;+85.4830556;x;   8534;      ;20.809;0.0165;19.409;0.0155;      ;      ;      ; 10;00 48 37.07;+85 28 59.0
012.1405000;+85.2494167;0;   8535;19.117;18.427;0.0082;17.493;0.0089;16.925;0.0124;16.465; 95;00 48 33.72;+85 14 57.9
012.1526250;+85.4484444;0;   8536;      ;17.449;0.0156;16.804;0.0153;      ;      ;      ;  5;00 48 36.63;+85 26 54.4
012.1591250;+85.5228056;x;   8538;      ;20.203;0.0169;19.293;0.0154;      ;      ;      ;  0;00 48 38.19;+85 31 22.1
012.1492083;+85.3552222;0;   8540;16.028;15.866;0.0103;15.201;0.0112;14.789;0.0178;14.417; 89;00 48 35.81;+85 21 18.8
012.1333750;+85.0713611;0;   8543;17.095;16.752;0.0096;15.965;0.0093;15.504;0.0117;15.066;  0;00 48 32.01;+85 04 16.9
012.1356250;+85.1001389;0;   8544;      ;20.652;0.0133;19.415;0.0109;18.629;0.0154;18.017;  3;00 48 32.55;+85 06 00.5
012.1399583;+85.1718611;0;   8546;17.077;16.864;0.0105;16.144;0.0113;15.702;0.0186;15.301; 98;00 48 33.59;+85 10 18.7
012.1519167;+85.3421111;0;   8551;      ;22.215;0.0291;20.535;0.0168;      ;      ;      ;   ;00 48 36.46;+85 20 31.6
012.1476667;+85.2547778;0;   8553;17.457;17.221;0.0080;16.478;0.0089;16.022;0.0121;15.630; 97;00 48 35.44;+85 15 17.2
012.1529167;+85.3350556;0;   8555;      ;19.755;0.0114;18.448;0.0097;17.598;0.0130;16.807; 79;00 48 36.70;+85 20 06.2
012.1380000;+85.0743889;0;   8557;      ;19.041;0.0109;18.025;0.0095;17.399;0.0129;16.854; 49;00 48 33.12;+85 04 27.8
012.1365833;+85.0148611;x;   8561;      ;20.618;0.0169;19.357;0.0155;      ;      ;      ;  0;00 48 32.78;+85 00 53.5
012.1385417;+85.0474722;0;   8562;      ;20.035;0.0161;18.703;0.0153;      ;      ;      ;  0;00 48 33.25;+85 02 50.9
012.1791667;+85.6787222;x;   8566;      ;21.673;0.0310;20.742;0.0181;      ;      ;      ;   ;00 48 43.00;+85 40 43.4
012.1455000;+85.1269444;0;   8569;17.287;17.330;0.0107;16.751;0.0114;16.352;0.0203;15.987;  0;00 48 34.92;+85 07 37.0
012.1705833;+85.5122778;x;   8570;      ;      ;      ;20.983;0.0150;      ;      ;      ;   ;00 48 40.94;+85 30 44.2
012.1562500;+85.2416389;0;   8575;17.095;16.640;0.0083;15.809;0.0090;15.308;0.0123;14.869;  0;00 48 37.50;+85 14 29.9
012.1550833;+85.2216944;0;   8576;16.478;15.933;0.0093;15.044;0.0109;14.518;0.0180;14.072; 95;00 48 37.22;+85 13 18.1
012.1820417;+85.6278611;x;   8577;      ;21.835;0.0150;20.997;0.0198;      ;      ;      ;   ;00 48 43.69;+85 37 40.3
012.1387500;+84.9334444;x;   8578;      ;21.283;0.0150;20.178;0.0150;      ;      ;      ;   ;00 48 33.30;+84 56 00.4
012.1721250;+85.4791389;x;   8579;      ;20.453;0.0166;19.591;0.0155;      ;      ;      ;  0;00 48 41.31;+85 28 44.9
012.1648333;+85.3361944;0;   8583;      ;22.799;0.0150;21.205;0.0211;      ;      ;      ;   ;00 48 39.56;+85 20 10.3
012.1791250;+85.5344444;x;   8585;      ;21.361;0.0211;20.746;0.0171;      ;      ;      ;   ;00 48 42.99;+85 32 04.0
012.1667917;+85.3164444;0;   8590;      ;22.443;0.0160;20.898;0.0130;19.879;0.0191;18.720;   ;00 48 40.03;+85 18 59.2
012.1611667;+85.1687222;0;   8593;18.591;18.085;0.0094;17.191;0.0093;16.672;0.0126;16.180; 83;00 48 38.68;+85 10 07.4
012.1681250;+85.2488333;0;   8595;17.676;17.504;0.0087;16.733;0.0091;16.268;0.0120;15.827;  0;00 48 40.35;+85 14 55.8
012.1678750;+85.2434722;0;   8596;      ;20.109;0.0108;19.098;0.0104;18.421;0.0156;17.875;  3;00 48 40.29;+85 14 36.5
012.1788750;+85.3948056;0;   8597;15.884;15.789;0.0119;15.192;0.0117;14.806;0.0189;14.452;  0;00 48 42.93;+85 23 41.3
012.2000833;+85.6292500;x;   8601;      ;20.650;0.0167;19.738;0.0169;      ;      ;      ;  0;00 48 48.02;+85 37 45.3
012.1688750;+85.1771667;0;   8602;18.872;18.331;0.0099;17.475;0.0094;16.953;0.0128;16.454;  0;00 48 40.53;+85 10 37.8
012.1793750;+85.3259722;0;   8603;      ;19.621;0.0111;18.475;0.0098;17.750;0.0132;17.161;   ;00 48 43.05;+85 19 33.5
012.1645833;+85.0932500;0;   8604;      ;21.556;0.0244;20.232;0.0131;19.355;0.0190;18.563;  5;00 48 39.50;+85 05 35.7
012.1722083;+85.2132500;0;   8605;      ;21.299;0.0126;19.794;0.0112;18.838;0.0170;17.901; 58;00 48 41.33;+85 12 47.7
012.1697083;+85.1707222;0;   8606;      ;18.868;0.0099;17.656;0.0093;16.864;0.0123;16.165;  0;00 48 40.73;+85 10 14.6
012.1996667;+85.5845000;x;   8609;      ;11.443;0.0148;11.018;0.0146;      ;      ;      ; 11;00 48 47.92;+85 35 04.2
012.1726250;+85.1933611;0;   8610;      ;19.497;0.0328;18.326;0.0143;17.596;0.0147;16.929;   ;00 48 41.43;+85 11 36.1
012.1615833;+84.9896667;x;   8613;      ;20.177;0.0563;19.142;0.0520;      ;      ;      ;   ;00 48 38.78;+84 59 22.8
012.2131667;+85.7052500;x;   8615;      ;      ;      ;21.314;0.0150;      ;      ;      ;   ;00 48 51.16;+85 42 18.9
012.1765000;+85.1903056;0;   8616;      ;22.340;0.0620;21.574;0.0280;21.147;0.0298;20.689;   ;00 48 42.36;+85 11 25.1
012.1848333;+85.3105278;0;   8617;18.021;17.695;0.0087;16.854;0.0091;16.355;0.0120;15.877;  2;00 48 44.36;+85 18 37.9
012.2098750;+85.6489167;x;   8618;      ;16.079;0.0188;15.091;0.0165;      ;      ;      ;  0;00 48 50.37;+85 38 56.1
012.1887500;+85.3523333;0;   8621;      ;19.400;0.0110;18.290;0.0100;17.596;0.0134;16.979; 92;00 48 45.30;+85 21 08.4
012.1782500;+85.1933611;x;   8623;16.329;16.167;0.0089;15.506;0.0108;15.110;0.0186;14.743; 38;00 48 42.78;+85 11 36.1
012.1587083;+84.8475000;x;   8625;      ;20.466;0.0222;19.668;0.0155;      ;      ;      ;   ;00 48 38.09;+84 50 51.0
012.1821250;+85.2266944;0;   8626;17.500;17.146;0.0098;16.336;0.0112;15.838;0.0190;15.415; 95;00 48 43.71;+85 13 36.1
012.1870417;+85.2951944;0;   8627;16.321;16.166;0.0085;15.508;0.0090;15.133;0.0118;14.746; 94;00 48 44.89;+85 17 42.7
012.1760417;+85.0917778;0;   8630;16.468;16.312;0.0097;15.643;0.0092;15.248;0.0116;14.841; 88;00 48 42.25;+85 05 30.4
012.1824167;+85.1757222;0;   8631;      ;22.469;0.0148;20.909;0.0132;19.925;0.0172;18.918;   ;00 48 43.78;+85 10 32.6
012.1912917;+85.2911667;0;   8633;15.919;15.769;0.0094;15.106;0.0093;14.741;0.0118;14.350; 48;00 48 45.91;+85 17 28.2
012.1790833;+85.1015556;0;   8634;16.166;16.216;0.0121;15.661;0.0116;15.265;0.0179;14.893;  0;00 48 42.98;+85 06 05.6
012.1904583;+85.2698333;0;   8635;17.000;16.778;0.0104;16.065;0.0113;15.641;0.0198;15.271; 98;00 48 45.71;+85 16 11.4
012.1865000;+85.2013889;0;   8638;      ;19.814;0.0106;18.671;0.0099;17.878;0.0140;17.216; 90;00 48 44.76;+85 12 05.0
012.1889583;+85.2365000;0;   8639;18.776;17.977;0.0099;17.014;0.0113;16.420;0.0198;15.932; 93;00 48 45.35;+85 14 11.4
012.1738333;+84.9917222;x;   8640;      ;18.826;0.0170;17.296;0.0182;      ;      ;      ;  0;00 48 41.72;+84 59 30.2
012.1875833;+85.1706111;0;   8643;17.394;16.883;0.0105;15.909;0.0113;15.353;0.0195;14.830;  0;00 48 45.02;+85 10 14.2
012.1952083;+85.2800833;0;   8644;      ;22.745;0.0562;22.035;0.0412;21.412;0.0680;20.974;   ;00 48 46.85;+85 16 48.3
012.1966250;+85.2908056;0;   8646;16.289;15.946;0.0118;15.198;0.0117;14.745;0.0183;14.353;  0;00 48 47.19;+85 17 26.9
012.2045833;+85.3811944;0;   8648;15.261;14.131;0.0086;12.938;0.0091;12.271;0.0115;11.657; 11;00 48 49.10;+85 22 52.3
012.2062500;+85.3918056;0;   8650;      ;22.264;0.0199;20.667;0.0161;      ;      ;      ; 44;00 48 49.50;+85 23 30.5
012.1932083;+85.1964722;0;   8651;      ;21.038;0.0131;19.551;0.0112;18.603;0.0178;17.689; 64;00 48 46.37;+85 11 47.3
012.1850833;+85.0743333;0;   8652;      ;21.285;0.0597;20.516;0.0995;20.325;0.0441;20.240;   ;00 48 44.42;+85 04 27.6
012.1975000;+85.2346111;0;   8655;      ;19.034;0.0103;17.602;0.0094;16.684;0.0125;15.874;  0;00 48 47.40;+85 14 04.6
012.2107083;+85.4161389;0;   8656;18.928;18.018;0.0107;16.918;0.0098;16.246;0.0121;15.637;  0;00 48 50.57;+85 24 58.1
012.2252917;+85.5867500;x;   8657;      ;      ;      ;20.750;0.0150;      ;      ;      ;   ;00 48 54.07;+85 35 12.3
012.2052083;+85.3233056;0;   8658;      ;19.965;0.0117;18.731;0.0103;17.958;0.0142;17.322; 80;00 48 49.25;+85 19 23.9
012.1900000;+85.1012778;0;   8659;      ;19.749;0.0130;18.585;0.0102;17.850;0.0146;17.216; 11;00 48 45.60;+85 06 04.6
012.1969167;+85.1801111;0;   8660;16.656;16.385;0.0103;15.649;0.0113;15.224;0.0193;14.835;  0;00 48 47.26;+85 10 48.4
012.2019583;+85.2458611;0;   8662;      ;22.296;0.0222;20.705;0.0137;19.623;0.0270;18.534;   ;00 48 48.47;+85 14 45.1
012.1905000;+85.0542778;0;   8663;      ;19.746;0.0158;18.567;0.0152;      ;      ;      ;  0;00 48 45.72;+85 03 15.4
012.2324583;+85.6196111;x;   8664;      ;21.839;0.0179;21.054;0.0229;      ;      ;      ;   ;00 48 55.79;+85 37 10.6
012.2146250;+85.3897778;0;   8665;      ;19.382;0.0109;18.837;0.0103;18.561;0.0147;18.102;  0;00 48 51.51;+85 23 23.2
012.1986250;+85.1675556;0;   8666;      ;21.358;0.0150;19.918;0.0118;18.991;0.0167;18.092; 21;00 48 47.67;+85 10 03.2
012.2010000;+85.1525833;0;   8669;18.534;18.000;0.0099;17.137;0.0094;16.637;0.0122;16.167; 62;00 48 48.24;+85 09 09.3
012.2093333;+85.2043056;0;   8674;      ;19.129;0.0100;18.052;0.0100;17.382;0.0140;16.814; 73;00 48 50.24;+85 12 15.5
012.2131667;+85.2448056;0;   8676;      ;19.190;0.0090;17.995;0.0092;17.228;0.0126;16.582; 84;00 48 51.16;+85 14 41.3
012.2252500;+85.3969167;0;   8678;18.418;17.865;0.0104;16.997;0.0095;16.494;0.0123;16.002; 94;00 48 54.06;+85 23 48.9
012.2122917;+85.2195000;0;   8679;      ;22.997;0.0721;22.430;0.0833;21.645;0.0353;21.072;   ;00 48 50.95;+85 13 10.2
012.2275000;+85.4155556;0;   8680;      ;22.748;0.0858;21.306;0.0484;20.265;0.0330;19.078;   ;00 48 54.60;+85 24 56.0
012.2425000;+85.5943889;x;   8681;      ;17.167;0.0159;16.302;0.0155;      ;      ;      ;  0;00 48 58.20;+85 35 39.8
012.2133750;+85.1911667;0;   8685;      ;23.002;0.0988;21.814;0.0368;20.832;0.0244;19.876;   ;00 48 51.21;+85 11 28.2
012.2055833;+85.0778611;0;   8686;17.353;16.880;0.0098;16.064;0.0094;15.594;0.0120;15.147;  0;00 48 49.34;+85 04 40.3
012.2241667;+85.3314722;0;   8687;16.907;16.663;0.0103;15.930;0.0112;15.489;0.0183;15.068; 82;00 48 53.80;+85 19 53.3
012.2206250;+85.2621667;0;   8690;19.104;18.458;0.0094;17.514;0.0093;16.930;0.0126;16.421; 91;00 48 52.95;+85 15 43.8
012.2406250;+85.5154444;x;   8691;      ;21.684;0.0244;20.856;0.0182;      ;      ;      ;   ;00 48 57.75;+85 30 55.6
012.2448750;+85.5484444;x;   8692;      ;20.665;0.0165;19.281;0.0155;      ;      ;      ;  0;00 48 58.77;+85 32 54.4
012.2305417;+85.3602500;0;   8694;      ;21.281;0.0146;20.244;0.0128;19.593;0.0315;19.105;  3;00 48 55.33;+85 21 36.9
012.2344167;+85.4080833;0;   8695;      ;21.729;0.0654;20.987;0.0455;20.359;0.0371;20.045;   ;00 48 56.26;+85 24 29.1
012.2142500;+85.1273889;0;   8696;18.945;18.214;0.0105;17.304;0.0095;16.764;0.0123;16.283; 31;00 48 51.42;+85 07 38.6
012.2198750;+85.2023889;0;   8697;15.855;15.633;0.0082;14.943;0.0090;14.534;0.0126;14.144; 96;00 48 52.77;+85 12 08.6
012.2271667;+85.2883611;0;   8698;      ;20.983;0.0124;20.198;0.0115;19.713;0.0191;19.263;  0;00 48 54.52;+85 17 18.1
012.2238750;+85.2359444;0;   8699;      ;20.016;0.0111;19.170;0.0105;18.338;0.0185;17.256;  0;00 48 53.73;+85 14 09.4
012.2273333;+85.2666944;0;   8702;      ;22.870;0.0749;21.940;0.0347;21.359;0.0343;20.915;   ;00 48 54.56;+85 16 00.1
012.2297500;+85.2868889;0;   8703;17.940;17.516;0.0089;16.723;0.0092;16.266;0.0125;15.834; 91;00 48 55.14;+85 17 12.8
012.2425000;+85.4342778;0;   8705;      ;20.830;0.0239;19.375;0.0194;      ;      ;      ;   ;00 48 58.20;+85 26 03.4
012.2094167;+84.9712222;x;   8708;      ;19.409;0.0156;18.260;0.0179;      ;      ;      ;  1;00 48 50.26;+84 58 16.4
012.2461250;+85.4494444;0;   8710;      ;20.068;0.0154;18.864;0.0154;      ;      ;      ;  0;00 48 59.07;+85 26 58.0
012.2280833;+85.2102222;0;   8711;15.241;15.188;0.0098;14.685;0.0111;14.357;0.0177;14.052; 90;00 48 54.74;+85 12 36.8
012.2407917;+85.3662778;0;   8713;17.377;16.882;0.0088;16.048;0.0092;15.588;0.0117;15.154;  0;00 48 57.79;+85 21 58.6
012.2352500;+85.2901944;0;   8715;      ;22.322;0.0223;20.809;0.0131;19.880;0.0244;18.928; 37;00 48 56.46;+85 17 24.7
012.2077500;+84.9090833;x;   8716;      ;19.691;0.0179;19.258;0.0199;      ;      ;      ; 10;00 48 49.86;+84 54 32.7
012.2414167;+85.3571667;0;   8717;      ;21.043;0.0140;19.636;0.0111;18.735;0.0160;17.902; 64;00 48 57.94;+85 21 25.8
012.2490417;+85.4164444;0;   8719;      ;21.514;0.0149;20.012;0.0117;19.076;0.0168;18.063;  0;00 48 59.77;+85 24 59.2
